CONFIGURATION:
experiment file = experiments/parent_child_invariance_testing.py
git branch = main
git commit hash = 6a88ef0c1b72cfb62fd7eeddc4d7ce3bd1faea6f
uncommitted changes = True
seed = 42
engine_config_name = local_400_nodes.ini
data_config_name = parent_child_experiment_middlegames_most_important_fens.ini
num_positions = 1000
network_path = T807785-b124efddc27559564d6464ba3d213a8279b7bd35b1cbfcf9c842ae8053721207
queue_max_size = 100000
num_engine_workers = 2
result_subdir = 

parent_fen,child_fen,move,parent_score,child_score
r1b2r1k/1p2n1pp/pq1b4/3B1p2/5B2/1NP3P1/PP5P/R2Q1RK1 w - - 1 20,r1b2r1k/1p2n1pp/pq1b4/3B1p2/5B2/1NP3P1/PP4KP/R2Q1R2 b - - 2 20,g1g2,-0.4573,0.60501
5rk1/1pp3np/p1n3p1/1q1p2N1/P2P2P1/5Q1P/1P2rP2/R1R2NK1 b - - 0 24,5rk1/1pp3np/p1n3p1/3p2N1/P2P2P1/5Q1P/1q2rP2/R1R2NK1 w - - 0 25,b5b2,-0.54393,0.39626
3rr1k1/2p1bp2/p1pq4/3p1Qp1/8/2N5/PPP1RPP1/4R1K1 w - - 0 22,3rr1k1/2p1bp2/p1pq4/3p1Qp1/8/8/PPP1RPP1/3NR1K1 b - - 1 22,c3d1,0.36036,-0.21273
3q1rk1/p1p1n1pp/1rn5/1p1p1pR1/3P4/3BPP2/PPQB1P1P/2K4R b - - 1 15,3q1rk1/p1p1n1p1/1rn4p/1p1p1pR1/3P4/3BPP2/PPQB1P1P/2K4R w - - 0 16,h7h6,-0.23238,0.37997
2r2k2/1b3p2/p3pp1p/2q1N3/1p1r1PQ1/1P1B4/P5PP/3R1RK1 w - - 2 28,2r2k2/1b3p2/p3ppNp/2q5/1p1r1PQ1/1P1B4/P5PP/3R1RK1 b - - 3 28,e5g6,-0.33729,0.18974
2k2r2/b1p2B2/2b2p1N/4p3/1p2P3/2N5/1rP2PPP/2R3K1 w - - 0 28,2k2r2/b1p5/2b1Bp1N/4p3/1p2P3/2N5/1rP2PPP/2R3K1 b - - 1 28,f7e6,-0.216,0.36347
1r3k1r/p3pq2/2b2b2/2Pp1B2/3R1P2/4B1Pp/P3QK1P/4R3 b - - 10 30,1r3k2/p3pq2/2b2b1r/2Pp1B2/3R1P2/4B1Pp/P3QK1P/4R3 w - - 11 31,h8h6,-0.31159,0.16404
1b2rrk1/p2b2pp/2p1p3/qpPp1p2/3PnN1R/P2BPNP1/1P3PP1/2RQ1K2 b - - 4 18,1b1qrrk1/p2b2pp/2p1p3/1pPp1p2/3PnN1R/P2BPNP1/1P3PP1/2RQ1K2 w - - 5 19,a5d8,-0.00829,0.15572
2r2r1k/4q1pp/p7/4pp2/R7/1B2Q3/4NPbP/4K1R1 b - - 3 24,2r2r1k/1q4pp/p7/4pp2/R7/1B2Q3/4NPbP/4K1R1 w - - 4 25,e7b7,0.31728,-0.16988
8/1p1q3k/p1p2rpp/Q1Pp1r2/3PpPRP/1P2P3/P5R1/6K1 w - - 1 35,8/1p1q3k/p1p2rpp/Q1Pp1r2/3PpPRP/1P2P3/P5R1/5K2 b - - 2 35,g1f1,0.36429,-0.21702
r2qr1k1/ppp3pp/5p1B/1b1p1P2/3Q4/2P2R2/PP4PP/R5K1 w - - 0 18,r2qr1k1/ppp3pp/5p1B/1b1p1P2/P2Q4/2P2R2/1P4PP/R5K1 b - - 0 18,a2a4,-0.16282,0.31
r4rk1/pp2b1pp/2n5/2P5/3p1P2/P3qP2/1P1NP1BP/2RQ1R1K b - - 0 20,r4rk1/pp2b1pp/2n5/2P5/3p1q2/P4P2/1P1NP1BP/2RQ1R1K w - - 0 21,e3f4,-0.30471,0.45187
5r1k/pbq1r1p1/1pnp1bBn/3Pp1N1/2P2P2/PP1Q4/1B2N2K/R4R2 b - - 0 24,2q2r1k/pb2r1p1/1pnp1bBn/3Pp1N1/2P2P2/PP1Q4/1B2N2K/R4R2 w - - 1 25,c7c8,-0.50525,0.6524
r3k2r/pbp3pp/1p2p3/4pq2/1nP2P2/NP2P3/PQ2B1PP/R4RK1 b kq - 1 16,r3k2r/pbp3pp/1p2p3/5q2/1nP2p2/NP2P3/PQ2B1PP/R4RK1 w kq - 0 17,e5f4,0.27247,-0.1254
5r2/p3n1kr/1p3p2/4pq2/2Q3p1/1PP1B3/P2R1PPP/3R2K1 w - - 2 34,3R1r2/p3n1kr/1p3p2/4pq2/2Q3p1/1PP1B3/P4PPP/3R2K1 b - - 3 34,d2d8,0.59808,-0.45104
5qk1/p5pp/3p4/3PpPBQ/nP1nP3/8/7P/5B1K w - - 1 41,5qk1/p5pp/3p1P2/3Pp1BQ/nP1nP3/8/7P/5B1K b - - 0 41,f5f6,0.16198,-0.01497
5r1k/pbr2p1p/1p1ppqp1/n7/3P1PQN/2PBR3/P1P3PP/5RK1 w - - 1 21,5r1k/pbr2p1p/1p1ppqp1/n7/3P1PQN/2PB3R/P1P3PP/5RK1 b - - 2 21,e3h3,-0.22877,0.37577
3bq1k1/1r4pn/3p2rp/pPpPp3/4P2P/RP2B1PQ/8/R4B1K w - - 19 57,3bq1k1/1r4pn/3p2rp/pPpPp3/4P2P/RP4PQ/3B4/R4B1K b - - 20 57,e3d2,0.27509,-0.12814
5nk1/4rp1p/p2Rp1p1/qpp1P3/4B2P/4PQ2/PP3PP1/6K1 b - - 0 23,5nk1/4rp1p/p2Rp1p1/1pp1P3/4B2P/4PQ2/qP3PP1/6K1 w - - 0 24,a5a2,-0.32931,0.47617
1r4k1/p2q1rnp/1p1bbp1B/2p1p3/2Pp3N/PP1P2P1/2Q2RBP/4R2K b - - 5 28,5rk1/p2q1rnp/1p1bbp1B/2p1p3/2Pp3N/PP1P2P1/2Q2RBP/4R2K w - - 6 29,b8f8,0.07225,0.07461
r5r1/1p2kp2/p1bppnpp/q7/2PRPP2/P1N5/1P2BQPP/2R3K1 w - - 1 22,r5r1/1p2kp2/p1bppnpp/q7/2PRPP2/P1N1Q3/1P2B1PP/2R3K1 b - - 2 22,f2e3,0.65802,-0.51117
r2q2k1/1pp2ppp/p2p1bn1/3Qr1P1/4P3/4B3/PPP1BP1P/2KR3R w - - 1 17,r2q2k1/1pp2ppp/p2p1bn1/4r1P1/4P3/4B3/PPPQBP1P/2KR3R b - - 2 17,d5d2,-0.02627,0.17297
6k1/1bq3pp/8/3nN3/3QRP2/1R3N2/r5rP/7K w - - 4 39,6k1/1bq3pp/8/3n4/3QRP2/1R1N1N2/r5rP/7K b - - 5 39,e5d3,-0.1292,0.27578
r1b2rk1/p1pp1ppp/2n1q1n1/bp2P3/5B2/3B1N2/P1Q1NPPP/R4RK1 w - - 6 15,r1b2rk1/p1pp1ppp/2n1q1n1/bp2P1N1/5B2/3B4/P1Q1NPPP/R4RK1 b - - 7 15,f3g5,-0.52183,0.6684
1r2r1k1/1n1q1p1p/2pp1pbb/1p1Pp3/1P2P1PN/1NP4P/2B2P1K/R2QR3 b - - 4 22,1r2r1k1/1n1q1p1p/3p1pbb/1p1pp3/1P2P1PN/1NP4P/2B2P1K/R2QR3 w - - 0 23,c6d5,0.03967,0.10687
1Q4r1/pp1b1k2/8/2p5/1PP1P2p/5PBq/P6P/3R2K1 w - - 12 42,6r1/pp1b1k2/8/2p5/1PP1PQ1p/5PBq/P6P/3R2K1 b - - 13 42,b8f4,0.34901,-0.20249
r1b2rk1/1pqn1ppp/p3p3/2ppP3/P7/NP1BP1Q1/2PP2PP/R4RK1 w - - 1 17,r1b2rk1/1pqn1ppp/p3p3/2ppP3/P4R2/NP1BP1Q1/2PP2PP/R5K1 b - - 2 17,f1f4,-0.36876,0.51526
r3qrk1/2pb1pnp/p1pp1bp1/8/B1Q1PP2/1PN5/PBP3PP/4RRK1 w - - 3 16,r3qrk1/2pb1pnp/p1pp1bp1/4P3/B1Q2P2/1PN5/PBP3PP/4RRK1 b - - 0 16,e4e5,0.53279,-0.67922
b1q2k2/5p1p/2pp1bp1/Bp1P4/4QP2/2PP3P/6PK/3B4 w - - 0 28,b1q2k2/5p1p/2pp1bp1/Bp1P4/1Q3P2/2PP3P/6PK/3B4 b - - 1 28,e4b4,-0.07003,0.21645
r2qrbk1/ppp4p/2n2pp1/3p1N1Q/3P4/5NR1/PPP2PPP/2K4R w - - 4 18,r2qrbk1/ppp4p/2n2pp1/3p1N1Q/3P3N/6R1/PPP2PPP/2K4R b - - 5 18,f3h4,0.28511,-0.13875
4R3/6pk/br4rp/2qP1p2/p1P2P2/1PQ4P/P3R1PK/8 w - - 6 41,4R3/6pk/br4rp/2qP1p2/p1P2P2/1P1Q3P/P3R1PK/8 b - - 7 41,c3d3,0.44004,-0.29367
5r1k/p4pp1/1p2B2p/4B3/3P3P/5Q2/P2b1PPK/2q5 b - - 0 34,5r1k/p4pp1/1p2B2p/4B3/1b1P3P/5Q2/P4PPK/2q5 w - - 1 35,d2b4,0.18234,-0.03627
r3r1k1/2pq1ppp/p4b2/1p1p1P2/3NnQ2/2P1B3/PPB3PP/R4NK1 b - - 4 21,r3r1k1/2pq1ppp/p4b2/3p1P2/1p1NnQ2/2P1B3/PPB3PP/R4NK1 w - - 0 22,b5b4,-0.21708,0.07107
6k1/1p6/p2p2pb/P4q1p/QPpB3P/2Pn2P1/4rP2/1R1R2K1 w - - 0 32,6k1/1p6/p2p2pb/P4q1p/QPpB3P/2Pn2P1/4rP2/1R3RK1 b - - 1 32,d1f1,-0.53476,0.68072
8/3nrk2/1p6/p1pPp2q/P1P2p2/1P3r2/1BQ3R1/1K4R1 b - - 1 44,8/4rk2/1p3n2/p1pPp2q/P1P2p2/1P3r2/1BQ3R1/1K4R1 w - - 2 45,d7f6,-0.68473,0.83064
2rr1bk1/ppq2bpp/2p1p3/2N1Pp2/PPQP1P2/6P1/6BP/2RR2K1 w - - 1 26,2rr1bk1/ppq2bpp/2p1p3/P1N1Pp2/1PQP1P2/6P1/6BP/2RR2K1 b - - 0 26,a4a5,0.3686,-0.22276
r4rk1/2pq2pp/1p1np3/p2b1p2/3P4/2Q1PP2/PP4PP/2KRBB1R w - - 1 18,r4rk1/2pq2pp/1p1np3/p2b1p2/3P4/2Q1PP2/PP4PP/1K1RBB1R b - - 2 18,c1b1,-0.55926,0.705
2k4r/1p2n1p1/1r2pnB1/p2p3p/PqpP3P/2N1PP2/1PPKQ3/3R2R1 b - - 0 21,2k5/1p2n1p1/1r2pnBr/p2p3p/PqpP3P/2N1PP2/1PPKQ3/3R2R1 w - - 1 22,h8h6,0.07834,0.06725
6k1/2r4p/b1q1p1p1/5p1B/prpPpP1Q/4P2R/PP4PP/6RK b - - 7 35,6k1/6rp/b1q1p1p1/5p1B/prpPpP1Q/4P2R/PP4PP/6RK w - - 8 36,c7g7,-0.66885,0.81402
4rrk1/1bp3pp/3q4/2p1Np2/p2pnP2/Q4N2/PPP3PP/3RR1K1 b - - 1 20,4rrk1/1bp4p/3q4/2p1Npp1/p2pnP2/Q4N2/PPP3PP/3RR1K1 w - - 0 21,g7g5,0.51399,-0.36899
2kr3r/pppn3p/4Q3/8/8/2q2N2/P1P2PPP/1K1R3R w - - 0 19,2kr3r/pppn3p/4Q3/8/3R4/2q2N2/P1P2PPP/1K5R b - - 1 19,d1d4,0.42061,-0.27575
r1b1k2r/p3bppp/1pp1pn2/4N3/1n1P3B/1PN1P3/1P2KPPP/RBR5 b kq - 1 18,r3k2r/p3bppp/bpp1pn2/4N3/1n1P3B/1PN1P3/1P2KPPP/RBR5 w kq - 2 19,c8a6,-0.20128,0.346
2r1r1k1/3q1p1p/3bn1p1/pp1p4/2pP3B/4PP2/PPQ3PP/1R1R1NK1 w - - 11 29,2r1r1k1/3q1p1p/3bn1p1/pp1p4/2pPP2B/5P2/PPQ3PP/1R1R1NK1 b - - 0 29,e3e4,-0.7092,0.85392
1r6/1q1k1p2/p1p3p1/P1PpP2p/1r2bP2/1N5P/1RP3P1/1R2Q2K w - - 1 45,1r6/1q1k1p2/p1p1P1p1/P1Pp3p/1r2bP2/1N5P/1RP3P1/1R2Q2K b - - 0 45,e5e6,0.16175,-0.01704
r4rk1/3qb1pp/pn1p4/nppPpbN1/8/2P2N1P/PPB2PP1/R1BQR1K1 w - - 2 17,r4rk1/3qb1pp/pn1p4/nppPpb2/4N3/2P2N1P/PPB2PP1/R1BQR1K1 b - - 3 17,g5e4,0.19604,-0.05134
4k3/2p2p2/pp2pPp1/3qP2p/1P2b2Q/4P3/P2r2PP/2R2BK1 w - - 0 35,4k3/2R2p2/pp2pPp1/3qP2p/1P2b2Q/4P3/P2r2PP/5BK1 b - - 0 35,c1c7,-0.4797,0.62435
1k1r1b1r/1pp1n1pp/p1n2p2/5q2/Q1BP4/4B3/PP1N1P1P/2KR2R1 w - - 1 15,1k1r1b1r/1pp1n1pp/p1n2p2/5q2/Q1BP4/4B3/PP3P1P/1NKR2R1 b - - 2 15,d2b1,-0.62984,0.77443
3r1rk1/pbpnbppp/1p1qp3/4N1B1/2PP4/3B4/PP2QPPP/3RR1K1 w - - 5 15,3r1rk1/pbpnbppp/1p1qp3/4N3/2PP1B2/3B4/PP2QPPP/3RR1K1 b - - 6 15,g5f4,0.41448,-0.55907
2rn1rk1/1p1bq1pp/5p2/pP1p4/Pb3P2/3BP3/1B1NQ1PP/4RR1K w - - 0 22,2rn1rk1/1p1bq1pp/5p2/pP1p4/Pb3P2/4P3/1B1NQ1PP/1B2RR1K b - - 1 22,d3b1,0.15074,-0.00625
5rk1/p3nr2/bp1q2p1/2ppR2p/5P2/1PP3PP/P2Q2BK/2N3R1 b - - 2 29,5rk1/p3nr2/bp1q2p1/2p1R2p/3p1P2/1PP3PP/P2Q2BK/2N3R1 w - - 0 30,d5d4,0.00716,0.13726
1k4rr/pbq2p2/1pnbpn2/2ppN2p/3P1P2/2PBB3/PP2QNPP/R4R1K w - - 2 17,1k4rr/pbq2p2/1pnbpn2/2ppN2p/1P1P1P2/2PBB3/P3QNPP/R4R1K b - - 0 17,b2b4,-0.13118,0.27559
r3r1k1/pp1q1ppp/2p2n2/4P1n1/P1PP4/2Q3P1/3N2KP/R1B1R3 w - - 1 23,r3r1k1/pp1q1ppp/2p2n2/4P1n1/P1PP4/2Q2NP1/6KP/R1B1R3 b - - 2 23,d2f3,-0.02712,0.17141
4Q3/ppk3pp/2n2r2/2p2q2/3p4/1P4P1/P1PN1PP1/4R1K1 w - - 1 25,4Q3/ppk3pp/2n2r2/2p2q2/3p1P2/1P4P1/P1PN2P1/4R1K1 b - - 0 25,f2f4,-0.18698,0.33122
2kr4/ppb2pp1/2n2n1p/2R2P2/4P1P1/5QBP/qPB5/2K2N2 b - - 2 27,2kr4/pp3pp1/1bn2n1p/2R2P2/4P1P1/5QBP/qPB5/2K2N2 w - - 3 28,c7b6,0.4809,-0.33669
8/ppR1rk2/1n3p1p/5b2/4N3/bR3pB1/P3K2P/8 w - - 0 37,8/ppR1rk2/1n3p1p/5b2/4N3/bR3pB1/P4K1P/8 b - - 1 37,e2f2,-0.16618,0.31032
r5k1/p1q1p1n1/3pP1p1/2pPn1N1/2P5/RP4P1/2Q5/5NK1 w - - 0 31,r5k1/p1q1p1n1/3pP1p1/2pPn1N1/2P5/RP2N1P1/2Q5/6K1 b - - 1 31,f1e3,0.63133,-0.48715
1r1br3/R1pk3p/3p1pp1/Bp1P4/5Pn1/8/1PB3PP/2R3K1 b - - 2 25,1r1b4/R1pkr2p/3p1pp1/Bp1P4/5Pn1/8/1PB3PP/2R3K1 w - - 3 26,e8e7,-0.21872,0.36282
6k1/bp5p/p5pB/3r1p2/P2pq3/2P5/1P3QPP/3R3K w - - 4 33,6k1/bp5p/p5pB/3r1p2/P2pq3/2P3Q1/1P4PP/3R3K b - - 5 33,f2g3,-0.38729,0.53135
6rk/p3bn1p/2p2q2/2p1pP1Q/2Pp3P/1P1P1N2/P7/2B2R1K b - - 0 31,6rk/p3bnqp/2p5/2p1pP1Q/2Pp3P/1P1P1N2/P7/2B2R1K w - - 1 32,f6g7,-0.50799,0.65188
r2q1r1k/1pp1b1pp/p1p5/4pb2/2Q5/3P1N2/PPP2P2/RNB2RK1 w - - 2 15,r2q1r1k/1pp1b1pp/p1p5/4Nb2/2Q5/3P4/PPP2P2/RNB2RK1 b - - 0 15,f3e5,-0.31115,0.1672
6rk/5q1p/4bPp1/pp1pP1Q1/2pP4/P1P4p/2B5/5R1K b - - 9 36,1r5k/5q1p/4bPp1/pp1pP1Q1/2pP4/P1P4p/2B5/5R1K w - - 10 37,g8b8,-0.23778,0.38143
2n3rr/1pp2k2/p2n1p2/2B1pP1p/1P2P1p1/2P1N1P1/1P2K2P/R5R1 w - - 9 37,2n3rr/1pp2k2/p2n1p2/2B1pP1p/1P2P1p1/2P1N1P1/1P2K2P/R2R4 b - - 10 37,g1d1,-0.1608,0.3046
8/b3rpk1/5qp1/p5n1/4p1Pp/P1P4P/1PRQ1PB1/4R2K w - - 2 51,8/b3rpk1/5qp1/p2Q2n1/4p1Pp/P1P4P/1PR2PB1/4R2K b - - 3 51,d2d5,-0.0065,0.15013
1rrqb1k1/5p2/4p1p1/pp1pP2p/6PR/P1PQ4/1P3PP1/1B2R1K1 w - - 1 27,1rrqb1k1/5p2/4p1p1/pp1pP2p/6P1/P1PQ4/1P3PPR/1B2R1K1 b - - 2 27,h4h2,0.43479,-0.29117
r1q1r1k1/2pb1pbp/p1pp1np1/8/4P3/1PNQ2NP/PBP2PP1/R4RK1 w - - 3 16,r1q1r1k1/2pb1pbp/p1pp1np1/8/4PP2/1PNQ2NP/PBP3P1/R4RK1 b - - 0 16,f2f4,0.14992,-0.00644
1r2r1k1/p1bR2p1/2p2p1p/q3P3/5Q2/1p3N1P/1P3PPK/4R3 b - - 1 27,1r4k1/p1bR2p1/2p2p1p/q3r3/5Q2/1p3N1P/1P3PPK/4R3 w - - 0 28,e8e5,-0.11517,0.25864
3r1b1r/1pp2kpp/p3bp2/4q3/QnP1pB2/1N6/PP2NPPP/R4RK1 b - - 3 17,3r1b1r/2p2kpp/p3bp2/1p2q3/QnP1pB2/1N6/PP2NPPP/R4RK1 w - - 0 18,b7b5,0.65921,-0.51574
4q2k/4P1pp/p1pB2b1/8/2QN4/P3KP2/1r6/8 w - - 2 36,4q2k/4P1pp/p1pBN1b1/8/2Q5/P3KP2/1r6/8 b - - 3 36,d4e6,-0.59846,0.74192
1r3r2/2p2k1p/R4p1P/2b1pNp1/4PnP1/2R5/2KB4/8 b - - 1 44,1r3r2/2p2k1p/R2b1p1P/4pNp1/4PnP1/2R5/2KB4/8 w - - 2 45,c5d6,0.3834,-0.24013
2k1r3/p1p4p/1p1n2p1/2qP1p2/Pb1p4/3P2Q1/2P3PP/1RBK3R b - - 0 22,2k1r3/p1p4p/3n2p1/1pqP1p2/Pb1p4/3P2Q1/2P3PP/1RBK3R w - - 0 23,b6b5,0.90008,-0.75683
r2q1rk1/ppp2pp1/1b5p/3np2b/2BP4/5P1N/PPPQN1PP/2KR3R w - - 1 16,r2q1rk1/ppp2pp1/1b5p/3np2b/2BP4/3Q1P1N/PPP1N1PP/2KR3R b - - 2 16,d2d3,-0.08933,-0.05392
1nknr2r/1pp2bpp/p2q1p2/3p1P2/3P1NBN/P6P/1PPQ2P1/4RRK1 w - - 2 21,1nknr2r/1pp2bpp/p2q1pN1/3p1P2/3P1NB1/P6P/1PPQ2P1/4RRK1 b - - 3 21,h4g6,0.26251,-0.11927
3k3r/2pq3r/3p3p/p1nPpPp1/1pQ1P1P1/1P1P1B1R/P4K2/7R w - - 2 39,3k3r/2pq3r/3p3p/p1nPpPp1/1pQPP1P1/1P3B1R/P4K2/7R b - - 0 39,d3d4,0.36558,-0.22234
3r4/p3knbp/2rp2p1/4pP2/8/PbNP2P1/1B3PBP/R3K2R b KQ - 0 20,3r4/p3knbp/2r3p1/3ppP2/8/PbNP2P1/1B3PBP/R3K2R w KQ - 0 21,d6d5,-0.1653,0.3085
3R1nk1/3r1p2/p3pQp1/1pp1P2P/4B3/4P3/1q3P2/6K1 b - - 5 29,3R1nk1/3r1p2/p3pQp1/1pp1P2P/4B3/4P3/3q1P2/6K1 w - - 6 30,b2d2,-0.67452,0.81766
r4rk1/p1p1q1pp/1pQpp3/1P1n4/3P3n/4PN2/P3BPPP/2RR2K1 b - - 2 20,r4rk1/p1p2qpp/1pQpp3/1P1n4/3P3n/4PN2/P3BPPP/2RR2K1 w - - 3 21,e7f7,-0.4724,0.61558
2r3k1/1br2pp1/pq1p4/1p2pPp1/1Pn1P3/PQNR1B2/2P3PP/3R3K w - - 0 33,2r3k1/1br2pp1/pq1p4/1p2pPpB/1Pn1P3/PQNR4/2P3PP/3R3K b - - 1 33,f3h5,-0.5539,0.69694
r4b2/8/2p1r1k1/1p1pPp1q/1P1P1P1p/PR2NRpP/2Q3K1/8 b - - 4 50,r7/4b3/2p1r1k1/1p1pPp1q/1P1P1P1p/PR2NRpP/2Q3K1/8 w - - 5 51,f8e7,-0.64263,0.78565
2k1r2r/2pn1q2/1pbp2p1/p4pBp/2PP3Q/PPKB1P2/6PP/4R2R w - - 0 22,2k1R2r/2pn1q2/1pbp2p1/p4pBp/2PP3Q/PPKB1P2/6PP/7R b - - 0 22,e1e8,0.26148,-0.11849
r6r/5k1p/2p2p2/6q1/1Q1P1R2/pP4P1/P5BP/2K5 b - - 3 33,7r/r4k1p/2p2p2/6q1/1Q1P1R2/pP4P1/P5BP/2K5 w - - 4 34,a8a7,0.01451,0.12845
r6k/2pq1rpp/3pnp2/p1b1pN1P/2Q1P3/2P2R2/PP1B2P1/2K2R2 w - - 0 29,r6k/2pq1rpp/3pnp2/p1b1pN1P/2Q1P3/2P2R2/PP1B2P1/1K3R2 b - - 1 29,c1b1,-0.20783,0.35075
1b3rk1/1pp2ppp/2npr3/pN1N1n2/2PP2q1/PP1Q2P1/3R1PKP/2BR4 w - - 15 22,1b3rk1/1pp2ppp/2npr3/pN3n2/2PP1Nq1/PP1Q2P1/3R1PKP/2BR4 b - - 16 22,d5f4,0.40809,-0.26525
3q1rk1/2p2ppp/bb6/3p4/3Pn3/1BN5/1P3PPP/2BQR1K1 b - - 1 16,3q1rk1/2p2ppp/b7/b2p4/3Pn3/1BN5/1P3PPP/2BQR1K1 w - - 2 17,b6a5,-0.00641,0.14916
k1q5/pr5p/1p1nNp2/2pP1n2/P1P4P/2K2P2/5B2/1Q4R1 b - - 4 34,k1q5/pr5p/1p1nNp2/2pP4/P1Pn3P/2K2P2/5B2/1Q4R1 w - - 5 35,f5d4,-0.25278,0.11003
r6k/1bq3pp/p2bp1r1/5p2/1Pp5/P3PN1P/1B2QPP1/R2R2K1 b - - 1 22,r6k/1b4pp/p1qbp1r1/5p2/1Pp5/P3PN1P/1B2QPP1/R2R2K1 w - - 2 23,c7c6,0.0387,0.10402
5n2/2nkq3/4p2P/3pP1Q1/1NpP1N2/p1P5/3K4/8 w - - 11 59,5n2/2nkq1Q1/4p2P/3pP3/1NpP1N2/p1P5/3K4/8 b - - 12 59,g5g7,0.55469,-0.41197
3rk3/1p1b1pr1/pNn1p3/2Pp2qp/8/6RB/PP3QPP/4R2K b - - 1 31,3rk3/1p1b1pr1/pNn1p3/2Pp3p/7q/6RB/PP3QPP/4R2K w - - 2 32,g5h4,-0.26185,0.40452
4r1k1/p2qr1pp/1pp2p2/2p1nP1N/4R3/1P1P2RP/1PP2QP1/7K b - - 5 30,4r2k/p2qr1pp/1pp2p2/2p1nP1N/4R3/1P1P2RP/1PP2QP1/7K w - - 6 31,g8h8,-0.50203,0.64468
2k3r1/pp3p2/4p2Q/2Pnn2p/P2N3p/2Pq4/1P3PP1/R4RK1 w - - 1 22,2k3r1/pp3p2/4p2Q/2Pnn2p/P2N3p/2Pq4/1P3PP1/R4R1K b - - 2 22,g1h1,0.15093,-0.0083
1R6/p3rqpk/4n2p/1pp2r1P/2P1p3/PPB1P3/4QP2/2KR4 w - - 6 31,1R6/p3rqpk/4n2p/1Pp2r1P/4p3/PPB1P3/4QP2/2KR4 b - - 0 31,c4b5,0.2609,-0.11829
5r1k/pb3p1p/1p1ppq2/n4N2/3P2Q1/2rB3R/P1P3PP/5RK1 b - - 0 23,5r1k/pb3p1p/1p1pp1q1/n4N2/3P2Q1/2rB3R/P1P3PP/5RK1 w - - 1 24,f6g6,-0.69558,0.83814
r3rbk1/1bq2p2/6p1/p1p3R1/Pp3P2/1P2P1N1/2Q3PP/R1B3K1 b - - 1 25,r3rbk1/1b3p2/2q3p1/p1p3R1/Pp3P2/1P2P1N1/2Q3PP/R1B3K1 w - - 2 26,c7c6,0.43052,-0.28824
2k1r2r/p1q3pp/2p1b3/2p1Pp2/1nPp1N2/3P1B2/P1PB2PP/4QRK1 b - - 5 19,2k1r2r/p1q3pp/2p1b3/2p1Pp2/2Pp1N2/3P1B2/P1nB2PP/4QRK1 w - - 0 20,b4c2,0.26725,-0.12508
1rr1bnk1/1q2b1pp/4pp2/2Pp4/1P1B1P2/1Q1B4/1R1N2PP/2R3K1 b - - 8 24,1rr1b1k1/1q2b1pp/4ppn1/2Pp4/1P1B1P2/1Q1B4/1R1N2PP/2R3K1 w - - 9 25,f8g6,-0.41729,0.5594
r2q1rk1/pppb2p1/1b1p1p2/3n2BQ/4P2R/2PP3P/PP4P1/R6K w - - 4 20,r2q1rkQ/pppb2p1/1b1p1p2/3n2B1/4P2R/2PP3P/PP4P1/R6K b - - 5 20,h5h8,-0.01709,0.15919
2rr2k1/pbq2pp1/1p2pn1p/8/2PP1n2/1B2BN1P/P4PP1/1R1Q1RK1 w - - 0 22,2rr2k1/pbq2pp1/1p2pn1p/8/2PP1n2/1B2BN1P/P4PP1/1R1QR1K1 b - - 1 22,f1e1,-0.14368,0.28573
r1b1r1k1/1pp3p1/p2b1p2/3pNP1p/3P2Pq/8/PPPB2QP/R4RK1 w - - 0 21,r1b1r1k1/1pp3p1/p2b1p2/3QNP1p/3P2Pq/8/PPPB3P/R4RK1 b - - 0 21,g2d5,-0.09897,0.24096
1r2qr1k/2pbb1pp/R1np4/1p1Bp1B1/3P4/2PQ1N2/1P3PPP/5RK1 b - - 3 19,1r2qr1k/2pbb1pp/R1np4/3Bp1B1/1p1P4/2PQ1N2/1P3PPP/5RK1 w - - 0 20,b5b4,-0.3612,0.50318
6k1/1p2qpp1/4n2p/1p2P3/2b1N3/2Q1P3/rB3PPP/2R3K1 w - - 0 27,6k1/1p2qpp1/4n2p/1p2P3/2b1N3/2Q1P3/rB3PPP/3R2K1 b - - 1 27,c1d1,0.01915,0.1228
2k3r1/ppp3q1/8/3pn1r1/5N1p/2PQ3P/PP3RPK/5R2 w - - 0 24,2k3r1/ppp3q1/8/3pn1r1/3Q1N1p/2P4P/PP3RPK/5R2 b - - 1 24,d3d4,0.30908,-0.16717
r2r2k1/pb1n1pp1/4p2p/2p4q/1b1PN3/3B1N2/PP2Q2P/1K3RR1 w - - 0 24,r2r2k1/pb1n1pp1/4p2p/2p4q/1b1P4/3B1NN1/PP2Q2P/1K3RR1 b - - 1 24,e4g3,0.22038,-0.07854
3r2k1/p4pp1/4pb1p/qP6/P3Q3/2p1P1P1/4NPKP/1R6 b - - 5 35,6k1/p4pp1/4pb1p/qP6/P3Q3/2p1P1P1/3rNPKP/1R6 w - - 6 36,d8d2,0.33615,-0.19432
rnb3nr/pp1kpQ2/6pp/1p4N1/5Pq1/8/PPPB3P/R3K1NR w KQ - 2 15,rnb3nr/pp1kpQ2/6pp/1p4N1/5Pq1/5N2/PPPB3P/R3K2R b KQ - 3 15,g1f3,0.67852,-0.53668
