CONFIGURATION:
experiment file = experiments/parent_child_invariance_testing.py
git branch = main
git commit hash = 6a88ef0c1b72cfb62fd7eeddc4d7ce3bd1faea6f
uncommitted changes = True
seed = 42
engine_config_name = local_400_nodes.ini
data_config_name = parent_child_experiment_forced_moves_most_important_fens.ini
num_positions = 1000
network_path = T807785-b124efddc27559564d6464ba3d213a8279b7bd35b1cbfcf9c842ae8053721207
queue_max_size = 100000
num_engine_workers = 2
result_subdir = 

parent_fen,child_fen,move,parent_score,child_score
k2Q4/1p5p/p2N4/P3q1p1/4b3/1P4P1/K1P5/8 b - - 8 48,3Q4/kp5p/p2N4/P3q1p1/4b3/1P4P1/K1P5/8 w - - 9 49,a8a7,-1.0,0.93938
8/1p1P2rk/8/1N2p2P/2Q5/7P/P3R1PK/5rb1 w - - 2 43,8/1p1P2rk/8/1N2p2P/2Q5/7P/P3R1P1/5rbK b - - 3 43,h2h1,-1.0,0.93938
7r/4b1k1/p2p4/P1P1p3/6p1/BP6/4R1PK/3RNr2 w - - 3 41,7r/4b1k1/p2p4/P1P1p3/6p1/BP4K1/4R1P1/3RNr2 b - - 4 41,h2g3,-1.0,0.93945
5R2/pp1rq2p/6Rk/5Q2/8/4p1P1/PPPp4/3K4 b - - 0 35,5R2/pp1rq3/6pk/5Q2/8/4p1P1/PPPp4/3K4 w - - 0 36,h7g6,-1.0,0.93948
3q2k1/ppb3pQ/3Nn3/2r3p1/5P2/4P3/PB6/6KR b - - 1 35,3q1k2/ppb3pQ/3Nn3/2r3p1/5P2/4P3/PB6/6KR w - - 2 36,g8f8,-1.0,0.93948
1b1r4/p4p1k/1p3n1p/1Pp5/P1Q1p3/3Pqb1P/1BRR4/5BK1 w - - 2 37,1b1r4/p4p1k/1p3n1p/1Pp5/P1Q1p3/3Pqb1P/1BR2R2/5BK1 b - - 3 37,d2f2,-1.0,0.93941
4r1k1/p2n3Q/b3N1p1/1p1P4/2pR4/P6P/2q3P1/5RK1 b - - 0 31,4r3/p2n3k/b3N1p1/1p1P4/2pR4/P6P/2q3P1/5RK1 w - - 0 32,g8h7,-1.0,0.93948
4R1k1/p4p2/3p2pB/3q4/2r2Q2/2p3K1/P6P/8 b - - 9 44,4R3/p4p1k/3p2pB/3q4/2r2Q2/2p3K1/P6P/8 w - - 10 45,g8h7,-1.0,0.93951
2R5/p5pk/4P2p/1N1P1p2/8/3Q1P1q/P4P1b/6K1 w - - 3 34,2R5/p5pk/4P2p/1N1P1p2/8/3Q1P1q/P4P1b/7K b - - 4 34,g1h1,-1.0,0.93951
8/4K1k1/p5Q1/4p1pP/2P3P1/8/1P6/4rq2 b - - 3 46,7k/4K3/p5Q1/4p1pP/2P3P1/8/1P6/4rq2 w - - 4 47,g7h8,-1.0,0.93953
4r1k1/p5b1/1p4P1/5P1Q/P1P5/KB6/1q6/7R w - - 2 38,4r1k1/p5b1/1p4P1/5P1Q/PKP5/1B6/1q6/7R b - - 3 38,a3b4,-1.0,0.93949
7Q/p3kR2/2rqr3/6R1/1p3P2/1P2p3/6PK/8 b - - 0 45,7Q/p4k2/2rqr3/6R1/1p3P2/1P2p3/6PK/8 w - - 0 46,e7f7,-1.0,0.93956
r5nr/pp6/3p2k1/3p1QB1/3P2P1/7q/PPPN3P/4R1K1 b - - 6 24,r5nr/pp4k1/3p4/3p1QB1/3P2P1/7q/PPPN3P/4R1K1 w - - 7 25,g6g7,-1.0,0.93955
Q7/3k1pp1/4p1n1/3pPn1r/PR1P2K1/4B3/5P1P/3q1N2 w - - 6 30,Q7/3k1pp1/4p1n1/3pPn1r/PR1P2K1/4BP2/7P/3q1N2 b - - 0 30,f2f3,-1.0,0.93961
1k1b2r1/pp6/2n4p/1P2P2N/2p2BPn/P1P5/4Q3/R3RK1q w - - 1 39,1k1b2r1/pp6/2n4p/1P2P2N/2p2BPn/P1P5/4QK2/R3R2q b - - 2 39,f1f2,-1.0,0.93962
8/8/p5Rk/1p3KN1/1b5p/1P6/r3p3/8 b - - 1 49,8/8/p5R1/1p3KNk/1b5p/1P6/r3p3/8 w - - 2 50,h6h5,-1.0,0.93966
1B1R4/2R4p/4kpp1/3P4/6K1/6P1/5r1r/8 b - - 0 37,1B1R4/2R4p/5pp1/3Pk3/6K1/6P1/5r1r/8 w - - 1 38,e6e5,-1.0,0.93963
2b2k1Q/3qprb1/1r6/1np1pP2/p3P3/2PP3P/P5RK/5BR1 b - - 1 30,2b2k1b/3qpr2/1r6/1np1pP2/p3P3/2PP3P/P5RK/5BR1 w - - 0 31,g7h8,-1.0,0.93976
7k/1b3Q2/3q4/5pB1/1p2p3/2P3bP/1P3nBK/8 w - - 0 36,7k/1b3Q2/3q4/5pB1/1p2p3/2P3bP/1P3nB1/6K1 b - - 1 36,h2g1,-1.0,0.93969
r4rk1/1p1nbppp/pq1p4/P2Pp3/2P2P2/1N5n/1P2B1PP/R1BQ1RK1 w - - 3 17,r4rk1/1p1nbppp/pq1p4/P2Pp3/2P2P2/1N5n/1P2B1PP/R1BQ1R1K b - - 4 17,g1h1,-1.0,0.93979
r6k/1p1NnNpp/1b2Q3/3p4/1P5q/8/P2B2PP/R4K1n b - - 2 23,r5k1/1p1NnNpp/1b2Q3/3p4/1P5q/8/P2B2PP/R4K1n w - - 3 24,h8g8,-1.0,0.93979
4r1k1/p2b4/8/1p3nBp/2n2P1P/1B1R4/PQPN2P1/1K2q3 w - - 1 34,4r1k1/p2b4/8/1p3nBp/2n2P1P/1B1R4/P1PN2P1/1KQ1q3 b - - 2 34,b2c1,-1.0,0.93979
4r2r/p4p1p/1ppBk3/4Q3/n1P1P2q/5P1b/PP5P/K2R1R2 b - - 4 27,4r2r/p2k1p1p/1ppB4/4Q3/n1P1P2q/5P1b/PP5P/K2R1R2 w - - 5 28,e6d7,-1.0,0.93979
7r/1Q6/pp1pkPn1/6B1/2qP2P1/3p4/P7/1K2R3 b - - 5 42,7r/1Q6/pp1pkP2/4n1B1/2qP2P1/3p4/P7/1K2R3 w - - 6 43,g6e5,-1.0,0.93983
3r1rR1/p4b2/1p5k/2p2B2/2P2B1p/1P6/P7/2K5 b - - 5 45,3r1rR1/p4b2/1p6/2p2B1k/2P2B1p/1P6/P7/2K5 w - - 6 46,h6h5,-1.0,0.9398
6k1/1Q5p/p1p3p1/7q/R5PK/4P2P/PP6/6r1 w - - 3 35,6k1/1Q5p/p1p3p1/7P/R6K/4P2P/PP6/6r1 b - - 0 35,g4h5,-1.0,0.93988
2bq1r2/1r2bpk1/p3pn1p/3pB3/3P4/1NP3Q1/P4PPP/1B3RK1 b - - 1 21,2bq1r1k/1r2bp2/p3pn1p/3pB3/3P4/1NP3Q1/P4PPP/1B3RK1 w - - 2 22,g7h8,-1.0,0.93985
r5kr/2R2n1p/p3N3/1p4R1/8/8/PP3nPP/6K1 b - - 3 30,r5kr/2R4p/p3N3/1p4n1/8/8/PP3nPP/6K1 w - - 0 31,f7g5,-1.0,0.93989
r3k3/1b2R3/4p3/1P1p2B1/2p2R2/r5P1/3P1K2/q7 b - - 1 47,r2k4/1b2R3/4p3/1P1p2B1/2p2R2/r5P1/3P1K2/q7 w - - 2 48,e8d8,-1.0,0.93989
r1r5/1p2pp2/3p1kp1/1q1P4/p4Q2/5P2/PP4P1/1KR4R b - - 5 25,r1r5/1p2ppk1/3p2p1/1q1P4/p4Q2/5P2/PP4P1/1KR4R w - - 6 26,f6g7,-1.0,0.93988
1b5k/pp4pp/8/3Qn3/3Rn3/5q2/PPN5/2RK4 w - - 2 31,1b5k/pp4pp/8/3Qn3/3Rn3/5q2/PPN5/2R1K3 b - - 3 31,d1e1,-1.0,0.93998
7k/8/7P/7b/1Q1P3q/8/7P/5BqK w - - 0 46,7k/8/7P/7b/1Q1P3q/8/7P/5BK1 b - - 0 46,h1g1,-1.0,0.93991
r4k1r/pp1nR1b1/2p4p/5p2/3P3N/1PP4Q/P4PPP/R1Bq2K1 w - - 1 21,r4k1r/pp1n2b1/2p4p/5p2/3P3N/1PP4Q/P4PPP/R1BqR1K1 b - - 2 21,e7e1,-1.0,0.93999
6R1/2p2pk1/2p1bNp1/1p5p/3P3Q/5PK1/6PP/2q2r2 b - - 17 42,6R1/2p2p2/2p1bNpk/1p5p/3P3Q/5PK1/6PP/2q2r2 w - - 18 43,g7h6,-1.0,0.93992
1R2Nbk1/5p1p/6p1/2pPK3/5PP1/8/1P2r2P/8 w - - 9 40,1R2Nbk1/5p1p/5Kp1/2pP4/5PP1/8/1P2r2P/8 b - - 10 40,e5f6,-1.0,0.94003
3R4/6k1/3P1n1q/2p2Q1p/1pP3pP/1P1B2P1/6PK/4r1b1 w - - 3 52,3R4/6k1/3P1n1q/2p2Q1p/1pP3pP/1P1B2P1/6P1/4r1bK b - - 4 52,h2h1,-1.0,0.93999
8/5k2/1p2p2p/P2p2K1/1Q1PpPp1/8/3BPP1q/8 w - - 0 41,8/5k2/1p2p2p/P2p4/1Q1PpPK1/8/3BPP1q/8 b - - 0 41,g5g4,-1.0,0.94004
6Rk/4P1p1/p5P1/3K3p/4B2P/8/pP6/4r3 b - - 0 45,6k1/4P1p1/p5P1/3K3p/4B2P/8/pP6/4r3 w - - 0 46,h8g8,-1.0,0.94005
6k1/pp1N4/5p1p/1P1p1n2/1Q1P2p1/1PR3PK/5P1P/1q4r1 w - - 0 36,6k1/pp1N4/5p1p/1P1p1n2/1Q1P2K1/1PR3P1/5P1P/1q4r1 b - - 0 36,h3g4,-1.0,0.94006
6Bk/6pp/3Q1p2/1p3P2/8/5nqr/2P3P1/3RR2K w - - 0 39,6Bk/6pp/3Q1p2/1p3P2/8/5nqP/2P5/3RR2K b - - 0 39,g2h3,-1.0,0.94008
3Q4/4N1pk/p1b4p/1p2p3/1B6/P4p1n/1PP3qP/5B1K w - - 0 50,3Q4/4N1pk/p1b4p/1p2p3/1B6/P4p1n/1PP3BP/7K b - - 0 50,f1g2,-1.0,0.94009
5Rk1/4q2p/p2p2pQ/1p2p1Nn/7P/1PP5/P5P1/7K b - - 0 34,5qk1/7p/p2p2pQ/1p2p1Nn/7P/1PP5/P5P1/7K w - - 0 35,e7f8,-1.0,0.94012
r7/1p2N1pk/8/8/pP1P2P1/4r3/7R/5K2 b - - 2 43,r7/1p2N1pk/8/8/pP1P2P1/7r/7R/5K2 w - - 3 44,e3h3,-1.0,0.94014
3q1rrk/7Q/p3Pp2/1p6/1bpp1BR1/7P/1P3P1K/6R1 b - - 0 33,3q1rr1/7k/p3Pp2/1p6/1bpp1BR1/7P/1P3P1K/6R1 w - - 0 34,h8h7,-1.0,0.94014
r4bk1/1p3Q2/p5p1/3P3p/P1q1r3/4BR2/6P1/5R1K b - - 0 31,r4b1k/1p3Q2/p5p1/3P3p/P1q1r3/4BR2/6P1/5R1K w - - 1 32,g8h8,-1.0,0.94014
2n3kr/1R3p2/2p1N1Qp/p2pP3/P1nP1PPq/6N1/2P3K1/8 b - - 0 33,2n3kr/1R6/2p1N1pp/p2pP3/P1nP1PPq/6N1/2P3K1/8 w - - 0 34,f7g6,-1.0,0.94016
r3k2r/2p1pB2/p4npb/1q2N3/1p2bQ1p/4B3/PPP3PP/2KR1R2 b kq - 3 21,r4k1r/2p1pB2/p4npb/1q2N3/1p2bQ1p/4B3/PPP3PP/2KR1R2 w - - 4 22,e8f8,-1.0,0.94016
r3r1k1/pp3pRp/3Q4/1Pp5/2N1Pn2/8/1PPKBq2/6R1 b - - 0 29,r3r2k/pp3pRp/3Q4/1Pp5/2N1Pn2/8/1PPKBq2/6R1 w - - 1 30,g8h8,-1.0,0.94016
rn3Q1Q/2pb4/1pk1p3/3pP3/3P4/3B4/2P1KPP1/q2q2NR w - - 1 23,rn3Q1Q/2pb4/1pk1p3/3pP3/3P4/3BK3/2P2PP1/q2q2NR b - - 2 23,e2e3,-1.0,0.94024
8/8/pp5p/2p5/P3k1p1/2P1n1P1/4R2P/3RKr2 w - - 4 42,8/8/pp5p/2p5/P3k1p1/2P1n1P1/3KR2P/3R1r2 b - - 5 42,e1d2,-1.0,0.94025
4k2r/ppr1bpNp/q7/2p5/2P1Q3/2B1PN2/nPK3PP/3R4 b k - 0 21,5k1r/ppr1bpNp/q7/2p5/2P1Q3/2B1PN2/nPK3PP/3R4 w - - 1 22,e8f8,-1.0,0.94029
8/4B1pk/2b5/5p2/7p/4Pq2/5K2/4QB2 w - - 3 45,8/4B1pk/2b5/5p2/7p/4Pq2/8/4QBK1 b - - 4 45,f2g1,-1.0,0.94034
7Q/1p6/6pk/1q1p3p/3P4/6P1/5P1K/8 b - - 1 48,7Q/1p6/6p1/1q1p2kp/3P4/6P1/5P1K/8 w - - 2 49,h6g5,-1.0,0.94033
6k1/1pp5/1P1p3p/3Pp1b1/2N1P3/1Q1P1KP1/8/5q2 w - - 1 30,6k1/1pp5/1P1p3p/3Pp1b1/2N1P1K1/1Q1P2P1/8/5q2 b - - 2 30,f3g4,-1.0,0.94017
8/5pkp/2q5/7r/8/1P4PK/P2Q1p1P/5R2 w - - 6 51,8/5pkp/2q5/7r/6K1/1P4P1/P2Q1p1P/5R2 b - - 7 51,h3g4,-1.0,0.94036
2qb1Rk1/1p4p1/p1nBp1p1/4P1Pr/P3B3/1Q5P/1P6/6K1 b - - 4 33,2qb1R2/1p4pk/p1nBp1p1/4P1Pr/P3B3/1Q5P/1P6/6K1 w - - 5 34,g8h7,-1.0,0.94035
5k2/4p1rp/p1p1qP1Q/2Pp4/3B4/PP6/6rP/5RK1 w - - 0 30,5k2/4p1rp/p1p1qP1Q/2Pp4/3B4/PP6/6rP/5R1K b - - 1 30,g1h1,-1.0,0.94039
6k1/1p3pP1/p7/2b3Bp/P1P2PK1/3Q1RP1/8/7q w - - 0 36,6k1/1p3pP1/p7/2b2KBp/P1P2P2/3Q1RP1/8/7q b - - 1 36,g4f5,-1.0,0.9406
5b1k/r5p1/4p3/3pP1BQ/2pP2N1/1nP4B/6KP/q7 b - - 10 35,5bk1/r5p1/4p3/3pP1BQ/2pP2N1/1nP4B/6KP/q7 w - - 11 36,h8g8,-1.0,0.94051
R7/PB3pk1/8/8/5p1P/3n1P1b/8/3r2K1 w - - 5 49,R7/PB3pk1/8/8/5p1P/3n1P1b/7K/3r4 b - - 6 49,g1h2,-1.0,0.94041
2rrb3/pp3pkQ/5Np1/4P3/2q5/P7/1b4PP/3RR2K b - - 0 31,2rrbk2/pp3p1Q/5Np1/4P3/2q5/P7/1b4PP/3RR2K w - - 1 32,g7f8,-1.0,0.94053
5R2/pr2Bkpp/8/8/8/1Pr2bP1/P4P1P/4R1K1 b - - 3 23,5R2/pr2B1pp/6k1/8/8/1Pr2bP1/P4P1P/4R1K1 w - - 4 24,f7g6,-1.0,0.94055
rn3rk1/p4p1p/2p5/4pPQ1/4P3/1P1R1P2/1PPKN2P/7q b - - 1 23,rn3r1k/p4p1p/2p5/4pPQ1/4P3/1P1R1P2/1PPKN2P/7q w - - 2 24,g8h8,-1.0,0.94056
8/5bk1/5bp1/1p6/1P6/7B/3QR1PP/qK6 w - - 4 86,8/5bk1/5bp1/1p6/1P6/7B/2KQR1PP/q7 b - - 5 86,b1c2,-1.0,0.94058
5rk1/1p6/1Pp4p/P2p2pP/3Pp3/P3P1P1/5qK1/2Q4R w - - 0 37,5rk1/1p6/1Pp4p/P2p2pP/3Pp3/P3P1PK/5q2/2Q4R b - - 1 37,g2h3,-1.0,0.94056
4rrk1/1p1Qb3/p3R2p/3p4/6B1/8/PP3qPP/2R3K1 w - - 0 25,4rrk1/1p1Qb3/p3R2p/3p4/6B1/8/PP3qPP/2R4K b - - 1 25,g1h1,-1.0,0.94059
1q5k/7p/6p1/5p2/3Q4/1B3P2/P5P1/1K2b3 b - - 1 32,7k/7p/6p1/4qp2/3Q4/1B3P2/P5P1/1K2b3 w - - 2 33,b8e5,-1.0,0.94059
6bk/p7/3p1B1p/2p4P/2q1p3/4P3/PK3P2/6R1 b - - 0 43,6b1/p6k/3p1B1p/2p4P/2q1p3/4P3/PK3P2/6R1 w - - 1 44,h8h7,-1.0,0.94061
r3rk1Q/3bb1p1/p1n1p3/1p3BP1/3P4/2q5/P4PP1/R1B1R1K1 b - - 3 21,r3r2Q/3bbkp1/p1n1p3/1p3BP1/3P4/2q5/P4PP1/R1B1R1K1 w - - 4 22,f8f7,-1.0,0.9406
b4k2/5Np1/p3p3/2p3P1/2P2Q2/5n1P/P1B1K3/4q3 w - - 5 43,b4k2/5Np1/p3p3/2p3P1/2P2Q2/3K1n1P/P1B5/4q3 b - - 6 43,e2d3,-1.0,0.94062
r3k2r/3Qnppp/p3p3/1p3q2/8/P4b2/1B1R1PPP/R5K1 b kq - 1 26,r4k1r/3Qnppp/p3p3/1p3q2/8/P4b2/1B1R1PPP/R5K1 w - - 2 27,e8f8,-1.0,0.94064
2kr3r/pp1b2p1/3Bp1p1/4P3/P1N5/8/4nPPP/R4RK1 w - - 1 20,2kr3r/pp1b2p1/3Bp1p1/4P3/P1N5/8/4nPPP/R4R1K b - - 2 20,g1h1,-1.0,0.94067
N1R2bk1/q7/p2p1n2/3Pp2p/4Pp1n/5P1P/4BBr1/3Q1RK1 w - - 0 33,N1R2bk1/q7/p2p1n2/3Pp2p/4Pp1n/5P1P/4BBr1/3Q1R1K b - - 1 33,g1h1,-1.0,0.94068
4bk2/3K4/1q2p3/1p1pPp2/pPp2P2/P1P5/4B1Q1/8 w - - 10 70,2K1bk2/8/1q2p3/1p1pPp2/pPp2P2/P1P5/4B1Q1/8 b - - 11 70,d7c8,-1.0,0.94066
rnb1qb1r/p1k1pQpp/2p2n2/1BP5/5B2/8/PP3PPP/RN1R2K1 b - - 5 16,rnb1qb1r/pk2pQpp/2p2n2/1BP5/5B2/8/PP3PPP/RN1R2K1 w - - 6 17,c7b7,-1.0,0.9407
4R1k1/pp4p1/2nN3p/2P5/q2p1r2/P2Q4/2P3PP/6K1 b - - 1 28,4Rrk1/pp4p1/2nN3p/2P5/q2p4/P2Q4/2P3PP/6K1 w - - 2 29,f4f8,-1.0,0.94071
3n4/ppp4k/1b1p2pp/2PP4/1P1Np2q/P1Q5/1B2Brb1/R6K w - - 0 27,3n4/ppp4k/1b1p2pp/2PP4/1P1Np2q/P1Q5/1B2Brb1/R5K1 b - - 1 27,h1g1,-1.0,0.94071
r7/pp1b3Q/4pB2/3q1p1k/7P/PRp5/2P3r1/4KR2 b - - 8 32,r7/pp1b3Q/4pB2/3q1p2/6kP/PRp5/2P3r1/4KR2 w - - 9 33,h5g4,-1.0,0.94073
3Q1k2/5p1p/5rp1/2p1Bn2/8/2P1q2P/6PK/8 b - - 1 41,3Q4/5pkp/5rp1/2p1Bn2/8/2P1q2P/6PK/8 w - - 2 42,f8g7,-1.0,0.94075
6k1/3p1p2/3Rb1p1/2Q4p/7P/5BPq/r3PP1K/8 w - - 1 37,6k1/3p1p2/3Rb1p1/2Q4p/7P/5BPq/r3PP2/6K1 b - - 2 37,h2g1,-1.0,0.94075
4r1Qk/5p1p/R1p4P/3b4/1p1q4/8/PP2p3/K5R1 b - - 1 46,6rk/5p1p/R1p4P/3b4/1p1q4/8/PP2p3/K5R1 w - - 0 47,e8g8,-1.0,0.94084
R3B3/1p3rp1/4p1k1/2PpPp2/2qP3b/2K1P1n1/1Q6/2B5 w - - 6 41,R3B3/1p3rp1/4p1k1/2PpPp2/2qP3b/4P1n1/1Q1K4/2B5 b - - 7 41,c3d2,-1.0,0.94078
r1bq1r2/pp6/2p1n3/1PPn2kR/P2P4/4b1P1/1BQ1B3/1K6 b - - 1 26,r1bq1r2/pp6/2p1nk2/1PPn3R/P2P4/4b1P1/1BQ1B3/1K6 w - - 2 27,g5f6,-1.0,0.94085
r2r4/1p1nB3/2q3pp/p1P5/1p1b4/5kPP/P3BP2/3RR1K1 b - - 2 28,r2r4/1p1nB3/2q3pp/p1P5/1p1bk3/6PP/P3BP2/3RR1K1 w - - 3 29,f3e4,-1.0,0.94087
8/5bk1/5bp1/1p6/1P6/7B/3QR1PP/qK6 w - - 8 88,8/5bk1/5bp1/1p6/1P6/7B/2KQR1PP/q7 b - - 9 88,b1c2,-1.0,0.94089
5rk1/1bp3pp/pp6/3p1p2/3P1q2/1PN1bN1P/P1Q3BK/2BR1n2 w - - 4 26,5rk1/1bp3pp/pp6/3p1p2/3P1q2/1PN1bN1P/P1Q3B1/2BR1n1K b - - 5 26,h2h1,-1.0,0.94089
5rk1/2p3p1/2p1p3/Q1PpP3/3P2p1/6P1/PP1R1P1r/1q1K1R2 w - - 9 36,5rk1/2p3p1/2p1p3/Q1PpP3/3P2p1/6P1/PP1RKP1r/1q3R2 b - - 10 36,d1e2,-1.0,0.94091
7k/5p1p/8/2p1P1Qp/3b1P1B/7P/6PK/6q1 w - - 8 38,7k/5p1p/8/2p1P1Qp/3b1P1B/6KP/6P1/6q1 b - - 9 38,h2g3,-1.0,0.94094
rr3kR1/2q2p1p/p1b1pP2/2b1pP2/1p2P3/3B3Q/PPP4P/1K1R4 b - - 2 27,rr4k1/2q2p1p/p1b1pP2/2b1pP2/1p2P3/3B3Q/PPP4P/1K1R4 w - - 0 28,f8g8,-1.0,0.94093
2Q1kr2/3rn2p/1P4p1/2p5/2B2P2/8/P2q2PP/4R1K1 b - - 6 34,2Qrkr2/4n2p/1P4p1/2p5/2B2P2/8/P2q2PP/4R1K1 w - - 7 35,d7d8,-1.0,0.94094
4rr1k/1b1n2pR/pp2P3/3pq1Q1/P7/3B4/1PP3PP/6NK b - - 0 35,4rrk1/1b1n2pR/pp2P3/3pq1Q1/P7/3B4/1PP3PP/6NK w - - 1 36,h8g8,-1.0,0.94098
2kr3r/bP2qp2/p3b3/4p2p/8/PQ2Pp2/1P2BPPP/2RR2K1 b - - 0 23,1k1r3r/bP2qp2/p3b3/4p2p/8/PQ2Pp2/1P2BPPP/2RR2K1 w - - 1 24,c8b8,-1.0,0.94098
r6r/3Q3p/3p1pkP/2pP1P2/6p1/4PnK1/PP2qP2/R6R b - - 0 34,r6r/3Q3p/3p1p1P/2pP1Pk1/6p1/4PnK1/PP2qP2/R6R w - - 1 35,g6g5,-1.0,0.94098
r5k1/5ppp/r1bR4/4n1PN/1p2P3/1P4Q1/1BP4P/qK1R4 w - - 5 31,r5k1/5ppp/r1bR4/4n1PN/1p2P3/1P4Q1/2P4P/BK1R4 b - - 0 31,b2a1,-1.0,0.94103
3rr3/p1p2p2/1bb2Pp1/2NpP3/2p2Rk1/2P1B2R/P1q3PP/6K1 b - - 5 30,3rr3/p1p2p2/1bb2Pp1/2NpP1k1/2p2R2/2P1B2R/P1q3PP/6K1 w - - 6 31,g4g5,-1.0,0.94098
8/5k2/6pK/3p1p2/3P1P1r/8/R7/8 w - - 0 48,8/5k2/6p1/3p1pK1/3P1P1r/8/R7/8 b - - 1 48,h6g5,-1.0,0.94108
r1r2b2/5p2/1q2pBPk/4P3/1p5Q/1P6/1P4PP/1K1R4 b - - 2 31,r1r2b2/5p2/1q2pBk1/4P3/1p5Q/1P6/1P4PP/1K1R4 w - - 0 32,h6g6,-1.0,0.94111
r3r2k/pp1n2Bp/5P2/2Q5/3pb3/3q2P1/PP4BP/R4R1K b - - 4 24,r3r1k1/pp1n2Bp/5P2/2Q5/3pb3/3q2P1/PP4BP/R4R1K w - - 5 25,h8g8,-1.0,0.94102
4k1Q1/4q3/2Pp3p/1p1P4/pP3PB1/P6P/7K/2r5 b - - 14 61,4kqQ1/8/2Pp3p/1p1P4/pP3PB1/P6P/7K/2r5 w - - 15 62,e7f8,-1.0,0.94112
5rk1/1p6/1Pp2q1p/P2p3P/3Pp1pK/P3P1P1/8/2Q4R w - - 2 39,5rk1/1p6/1Pp2q1p/P2p3P/3Pp1K1/P3P1P1/8/2Q4R b - - 0 39,h4g4,-1.0,0.94115
1r4r1/p3p2R/4kb2/1p1Qp3/1qP5/6P1/P4PK1/3R4 b - - 5 35,1r4r1/p3p2R/5b2/1p1Qpk2/1qP5/6P1/P4PK1/3R4 w - - 6 36,e6f5,-1.0,0.9411
4rk2/8/3p2QB/3bp3/7b/8/q5PP/2R4K b - - 1 35,4r3/4k3/3p2QB/3bp3/7b/8/q5PP/2R4K w - - 2 36,f8e7,-1.0,0.94117
5rk1/2R2p1p/1P4p1/8/3QB3/3P1KP1/3q2bP/8 w - - 10 35,5rk1/2R2p1p/1P4p1/8/3QB1K1/3P2P1/3q2bP/8 b - - 11 35,f3g4,-1.0,0.94116
6kQ/1p1nq3/3p4/bNnP2p1/p1PB1pP1/P4p2/1PB5/7K b - - 1 40,7Q/1p1nqk2/3p4/bNnP2p1/p1PB1pP1/P4p2/1PB5/7K w - - 2 41,g8f7,-1.0,0.94118
r2r4/1bp2pkR/p3pNp1/4P1P1/2p2Q2/2P5/qP3PP1/2K5 b - - 1 24,r2r1k2/1bp2p1R/p3pNp1/4P1P1/2p2Q2/2P5/qP3PP1/2K5 w - - 2 25,g7f8,-1.0,0.94119
5k2/8/2b1pQ2/3p1p1B/1p3P2/1P5q/7P/7K b - - 7 50,6k1/8/2b1pQ2/3p1p1B/1p3P2/1P5q/7P/7K w - - 8 51,f8g8,-1.0,0.94125
4r3/1pqbpRQ1/1n1p4/3rk3/p3N1p1/3B3P/1PP2PP1/6K1 b - - 2 39,4r3/1pqbpRQ1/1n1pk3/3r4/p3N1p1/3B3P/1PP2PP1/6K1 w - - 3 40,e5e6,-1.0,0.9412
2r3k1/1p4pp/1P1N4/2PP1p2/1P6/3n3q/R7/3Q2RK w - - 0 36,2r3k1/1p4pp/1P1N4/2PP1p2/1P6/3n3q/7R/3Q2RK b - - 1 36,a2h2,-1.0,0.94127
R3B3/1p3rp1/4p1k1/2PpPp2/2qP3b/2K1P1n1/1Q6/2B5 w - - 10 43,R3B3/1p3rp1/4p1k1/2PpPp2/2qP3b/4P1n1/1Q1K4/2B5 b - - 11 43,c3d2,-1.0,0.94129
6r1/p1pq1p1p/1p1p1Qnk/3P2P1/2n1P3/P1P5/4R3/6K1 b - - 0 30,6r1/p1pq1p1p/1p1p1Qn1/3P2Pk/2n1P3/P1P5/4R3/6K1 w - - 1 31,h6h5,-1.0,0.94134
3b4/p4Q2/6pk/1p2P3/2p1PP1p/P1P3q1/7K/2B5 w - - 13 60,3b4/p4Q2/6pk/1p2P3/2p1PP1p/P1P3q1/8/2B4K b - - 14 60,h2h1,-1.0,0.94134
r2qnr2/pp3Bbk/2npb3/2pN1pP1/4P3/8/PPP2P2/R1B1K1NR b KQ - 3 18,r2qnr2/pp3B1k/2npb2b/2pN1pP1/4P3/8/PPP2P2/R1B1K1NR w KQ - 4 19,g7h6,-1.0,0.94135
6Q1/ppk5/4p2p/1b1pn3/3p4/B1n5/P1P1qPPP/R4K1R w - - 0 22,6Q1/ppk5/4p2p/1b1pn3/3p4/B1n5/P1P1qPPP/R5KR b - - 1 22,f1g1,-1.0,0.94136
6k1/3N1pp1/Q7/3P3p/3p4/1P2b3/P4nPP/2r2B1K w - - 1 37,6k1/3N1pp1/Q7/3P3p/3p4/1P2b3/P4nPP/2r2BK1 b - - 2 37,h1g1,-1.0,0.94137
8/5Qp1/3q2kp/1p1B4/7P/6PK/8/4b3 b - - 11 60,8/5Qpk/3q3p/1p1B4/7P/6PK/8/4b3 w - - 12 61,g6h7,-1.0,0.94139
7r/1p3p2/pb3k2/3Pp3/P1B2n2/1N3P2/1P5K/4R1R1 w - - 1 29,7r/1p3p2/pb3k2/3Pp3/P1B2n2/1N3PK1/1P6/4R1R1 b - - 2 29,h2g3,-1.0,0.9414
5n2/1p1q1bRk/5B1p/3p1N2/r2PpP2/4P2P/7K/8 b - - 3 52,5n1k/1p1q1bR1/5B1p/3p1N2/r2PpP2/4P2P/7K/8 w - - 4 53,h7h8,-1.0,0.94144
