,fen,original,mirror,difference
734,5rr1/ppp4k/1bnp4/5P1p/4NRq1/2P5/PP1QR1PP/7K b - - 7 31,0.587463016957405,0.6499973962580506,0.06253437930064565
735,2rq1r1k/3nbppp/b3pn2/p7/PpNB4/1P2P3/3N1PPP/1BRQ1RK1 w - - 6 20,0.0229120652336693,0.0854459048889734,0.0625338396553041
736,r2q1rk1/1p2bp1p/p1b3p1/2p1P1Nn/Pn2N3/8/1P2QPPP/RBB2RK1 b - - 1 18,0.0910681030713158,0.0286332076067293,0.0624348954645865
737,4rrk1/ppp4p/2n2q2/8/2Ppp1Q1/7P/PPP2PP1/R1B1R1K1 b - - 2 19,0.0910681030713158,0.0286332076067293,0.0624348954645865
738,r2q1rk1/pb3ppp/1p6/2bpP3/Q7/6P1/P3PPBP/R1BR2K1 w - - 2 16,0.4859938696396713,0.4235799497598454,0.06241391987982586
739,2rqbbk1/p2r3p/1p2p1p1/4Pp1P/2P5/2PB1RQ1/P2BR1P1/7K w - - 5 28,-0.5230019390164954,-0.5853377123575758,0.062335773341080425
740,r7/1rp2k2/2npb1p1/p1pN1pp1/P3P3/1PR2P1P/1NP2KP1/3R4 w - - 0 29,-0.0966761937524993,-0.0343497770265503,0.062326416725949005
741,8/7k/6p1/2rbPp1p/1q3P1P/pPr3R1/P1BR1Q2/3K4 w - - 6 53,0.0966761937524993,0.0343497770265503,0.062326416725949005
742,2r1r1k1/p5pp/2pB4/1pP2p2/2bb4/P4B2/5PPP/1R3RK1 w - - 1 24,-0.7954361268028154,-0.8577122189473556,0.06227609214454022
743,6k1/pR1Q2p1/7p/4rp2/8/1PP3qP/2P1n1P1/3R3K b - - 2 33,-0.283583844009793,-0.3458426461663308,0.06225880215653784
744,r1b2rk1/7p/1nnqpp2/pp1p4/2pP1P2/2P1NN2/PP1Q2PP/3BRRK1 b - - 3 20,-0.6794801924483457,-0.6172517516623724,0.06222844078597323
745,1r3nk1/4Rpb1/3p2pp/ppqP4/2p2P1B/2P2Q1P/PPB4K/8 b - - 6 34,0.0400608685427015,0.1022693725795977,0.0622085040368962
746,r3k2r/ppbnq1p1/2p1p3/1PP2p1p/3PpP2/2B1P2P/P3Q1P1/RN3RK1 b kq - 0 16,-0.1022693725795977,-0.0400608685427015,0.0622085040368962
747,5rk1/ppp3pp/4pn2/2q5/3pP3/PP1P2B1/2P1Q1PP/5RK1 w - - 1 22,0.1022693725795977,0.0400608685427015,0.0622085040368962
748,r3rbk1/3b1ppp/p1pp4/qp2n3/3NP3/1PN1BPQ1/1PP3PP/3R1RK1 w - - 0 21,-0.0400608685427015,-0.1022693725795977,0.0622085040368962
749,r3k2r/pp1q1pp1/1bppn2p/1B2n3/Q6B/1PN2P2/1PP3PP/2KR3R w kq - 0 17,-0.1022693725795977,-0.0400608685427015,0.0622085040368962
750,r5r1/2q1bbpk/3p1pNp/2p1nP1P/pp2PB2/5NQ1/1PP3P1/2KR3R w - - 2 29,-0.8088503115535378,-0.7466802121526933,0.0621700994008445
751,r2r2k1/4q1pp/pp1Np1n1/3bPpP1/3P3P/PP4Q1/1B6/4RRK1 b - - 3 25,0.1078468485751416,0.0457655824248863,0.0620812661502553
752,4r1k1/5pp1/5n1p/b2p4/6P1/3Q1P2/P3B1qP/1R1K1R2 b - - 2 27,0.5437294263914524,0.6057904204214342,0.062060994029981775
753,1rb2k1r/2q2p2/3p4/1ppPn3/7p/2P2N1P/1PB3P1/R2QR1K1 b - - 0 26,-0.8481285539967673,-0.7861201455553054,0.06200840844146194
754,1r1q1rk1/3nbppp/2R1p3/p2pP3/1p3P2/1N1PB2P/PP3QP1/2R3K1 b - - 1 23,-0.6638372120875337,-0.6018387211132887,0.061998490974244924
755,2b2q2/p1B3pk/1p3p1p/2prNP2/4R1PP/P3Q3/1PP5/6K1 b - - 0 36,-0.2352199886367522,-0.1732844219139279,0.0619355667228243
756,2r3k1/3b1pp1/3p1n1p/2qP4/p1pR1P2/P5NP/1B1Q2PK/8 w - - 0 34,-0.1732844219139279,-0.2352199886367522,0.0619355667228243
757,7r/1q2k2r/p1p2pb1/P3p1pp/1bBpP1P1/1P1P1N1P/Q4PKR/R7 w - - 8 34,-0.4271315885732764,-0.4889959726165558,0.06186438404327943
758,3r1bk1/pp1b2p1/4pPPp/3pp2Q/3q4/8/PP3RBP/2R3K1 w - - 0 23,0.4271315885732764,0.4889959726165558,0.06186438404327943
759,2n1r1k1/1q3pp1/5n1p/2p1N3/2P1P3/3B2NP/5PP1/Q5K1 w - - 0 36,-0.4271315885732764,-0.4889959726165558,0.06186438404327943
760,5rk1/p1pb2pp/8/2bp4/4pPnq/2N4P/PPP1Q1P1/R1B2R1K w - - 3 19,0.1189515985635919,0.0571523094832977,0.0617992890802942
761,1rr3k1/6n1/3p2pp/1b1P1p2/nqP1pP1P/R5P1/4BNK1/Q3R3 w - - 0 41,-0.2882452369380543,-0.3500405449559876,0.06179530801793326
762,3r1rk1/ppb2pp1/2p3qp/8/3PR3/PQP2BP1/1P3PK1/4R3 b - - 4 26,-0.6951148882364536,-0.6334001787128959,0.06171470952355773
763,r5k1/1n3ppp/pN1p3r/2p5/2P5/1P2PqP1/P1Q2P1P/3R1RK1 b - - 0 25,-0.6951148882364536,-0.6334001787128959,0.06171470952355773
764,1r5r/4kp2/Rb1n1p2/1p1Pp2p/1Pp1P3/2P2NPP/2B5/5R1K b - - 4 33,-0.1244773626602681,-0.0628325567723497,0.0616448058879184
765,2k3r1/pp1b2rq/n2p4/2pPpp1p/2P3nP/P3N1PB/1PQ1NP2/2K3RR w - - 3 26,-0.0628325567723497,-0.1244773626602681,0.0616448058879184
766,1r1r4/5kp1/1pp5/p2pPq2/1P1QpPBR/P3P3/5K2/8 b - - 1 44,-0.8651361480814477,-0.9267015905129355,0.06156544243148787
767,r1bB2k1/pp3r2/2p2n1q/3p2p1/1P2p1P1/P3QP2/6B1/R2RN1K1 w - - 2 28,0.700023970148105,0.6385218285571213,0.06150214159098377
768,r2r2k1/p2b1ppp/Bn2pn2/8/1P2P3/RN3P2/6PP/2B1K2R b K - 4 20,-0.6653151360324928,-0.6038229771537305,0.06149215887876236
769,2rq1rk1/4nppp/1p6/1P2p3/3p4/b2P2PP/P1RN1PB1/1R1Q2K1 b - - 1 20,-0.4478018936336012,-0.3863330715574087,0.061468822076192475
770,8/4n2k/pR5p/1p2N3/3pqP2/1P3NP1/P6P/3nB1K1 w - - 1 43,-0.2451416785170799,-0.3065636706988887,0.06142199218180877
771,2r3r1/p2qk2p/1p1b1B2/3P1p2/2N1pP2/PR6/4Q1PP/5R1K b - - 0 28,-0.7501839784367689,-0.6887708956760428,0.0614130827607261
772,8/2p2r1k/1p1p2p1/2nP3q/2PNPr2/R6P/P2QR1PK/8 b - - 0 41,-0.3542051981882807,-0.2928740468512582,0.06133115133702255
773,1r4k1/p1r1qp2/7p/2N2bp1/1P1Rp1n1/6P1/P2QP1BP/R5K1 w - - 0 25,0.3542051981882807,0.2928740468512582,0.06133115133702255
774,3rk2r/pppnnppp/4p3/4P3/2PPNR2/1P2B3/P5PP/2R3K1 b k - 2 19,-0.0741624665531833,-0.1354720102548152,0.0613095437016319
775,r3k2r/ppq2p1p/2pbpn2/6p1/3P1P2/2PB4/P1PB2PP/R1Q2RK1 w kq - 2 16,0.4235799497598454,0.3624349585280163,0.06114499123182909
776,7r/1p1k1bpp/p2p1p2/2pq4/3P4/1P2P1N1/P1PQ2PP/3R2K1 b - - 0 20,-0.1409394785730669,-0.0798104163124178,0.06112906226064911
777,5rk1/pp3p2/1b4pp/3P3r/1Q4N1/5qP1/PP1R1P1P/3R2K1 b - - 0 30,0.1409394785730669,0.0798104163124178,0.06112906226064911
778,5r2/5pkp/3R1bb1/1pr1p3/8/1BB5/PP2R1P1/6K1 w - - 2 35,-0.0798104163124178,-0.1409394785730669,0.06112906226064911
779,r7/1qk2p2/3p1Pp1/2nPp2p/1rP1P2P/4Q1P1/1p1R4/1R3BK1 w - - 6 42,-0.870113425766857,-0.9311933142055644,0.061079888438707375
780,r4rk1/3b1ppp/p1pb4/1p2n3/3NP2q/1BP4P/PP1Q2P1/RNB1R1K1 b - - 1 17,-0.3110609165913118,-0.2500567924772727,0.061004124114039104
781,r5k1/1p1n2pp/2pp1p2/4pP2/2P1P2B/qP1P4/2P3PP/2Q2R1K b - - 3 24,-0.3110609165913118,-0.2500567924772727,0.061004124114039104
782,3qr1k1/pppr1pbp/2npb1pn/3N4/4PN2/1P4PP/PBPQ1P2/3RRBK1 w - - 5 21,0.5486849249421728,0.6096755712525083,0.06099064631033546
783,4r1k1/1b6/p1q3p1/3p1p2/3Q1P1p/3BP2P/PPR3PK/8 b - - 3 28,-0.9183795559214644,-0.8574112592580587,0.06096829666340564
784,6k1/3n2q1/4R1br/3pP2p/2pP4/2P4N/5QP1/1R4K1 b - - 0 42,0.146386127634144,0.0854459048889734,0.060940222745170594
785,r2q3k/p1b3pp/5n2/5Q2/2p1bP2/2P1N1P1/PP2r2P/R1BB1RK1 w - - 2 22,0.146386127634144,0.0854459048889734,0.060940222745170594
786,2r1k2r/p3bp2/1p2p1p1/3pP3/q2B1P1p/2PQ4/PP1R2PP/R5K1 w k - 5 25,-0.0854459048889734,-0.146386127634144,0.060940222745170594
787,7k/p4p1p/2p2pr1/2pp1bqN/8/1PP2Q1P/P3RPPK/8 w - - 4 27,0.5120698216463685,0.4511421980658324,0.060927623580536105
788,4rr1k/bpp3pp/2bp1pq1/P7/2Q1P3/6N1/1BP2PPP/R3R1K1 b - - 11 21,0.2500567924772727,0.189133758730185,0.060923033747087685
789,r5k1/1p2qr1p/1p1n1pn1/1PpPp1p1/P1P1P1PP/3B1RQ1/3B4/R5K1 w - - 1 32,-0.2974701352821984,-0.3583366509133987,0.060866515631200324
790,r3r1k1/pppb1pbp/3p2p1/7n/2P1P2q/1P1n1P2/PB1QN1PP/R2NRBK1 w - - 1 17,-0.2974701352821984,-0.3583366509133987,0.060866515631200324
791,r2qk2r/1pp2P2/1p1p1p1p/8/2n1P3/5P2/PP2N1PP/R2Q1RK1 b kq - 0 17,-0.8549595801399635,-0.91576765053054,0.06080807039057645
792,r2q1rk1/pR3ppp/5n2/1N1p4/8/3BPP1b/PP3P1P/3QR1K1 b - - 2 17,0.5583365492643649,0.6191063392366816,0.060769789972316635
793,4rrk1/p4pb1/1p3q1p/2pBn1p1/Q1P5/6P1/PP2PPNP/R4RK1 b - - 1 17,-0.4829648106257487,-0.5437294263914524,0.06076461576570369
794,1r1qrn2/p3p1kp/1p2Ppp1/1NpP1b2/PnP4P/6P1/1P1Q2BN/3RR1K1 w - - 1 28,0.9288084125624968,0.8680607042319507,0.0607477083305461
795,2k3r1/ppp3Pp/1b2p2q/8/2p1N3/2P5/PP1R1PQP/6K1 w - - 0 25,-0.0910681030713158,-0.1518112921932187,0.06074318912190291
796,3q2k1/pb3pp1/1p3n1p/3pr3/3P3Q/P1NB4/1P3PPP/6K1 w - - 0 27,0.1518112921932187,0.0910681030713158,0.06074318912190291
797,1N4nk/p6p/R5pq/4Pp2/2QP1P2/2P5/1r4PP/4R1K1 b - - 0 37,-0.9683612443109616,-0.9077126317757908,0.06064861253517084
798,1k1rq3/1Pp2pp1/pp5p/8/B7/1QN2NP1/PP4P1/2Kn4 b - - 0 22,0.8098936845311381,0.7493164757529891,0.06057720877814898
799,4rr1k/2pnq2p/1p1p4/p2Ppppn/P1PP4/1QP2PP1/4R1BP/2B1R1K1 w - - 0 24,0.2549410248700909,0.194365263517568,0.060575761352522906
800,8/rq1bbk2/r2p3p/p2NPPpP/1pPp4/1P3PK1/RPQ5/R7 b - - 0 52,-0.2549410248700909,-0.194365263517568,0.060575761352522906
801,r3k3/p2pn1qp/b1r4b/Qp6/1B3p2/1B6/PPP3PP/4RR1K b q - 3 22,-0.194365263517568,-0.2549410248700909,0.060575761352522906
802,r6r/pp3pk1/3p2p1/2pP1q2/2Pb1Pb1/2N1B1Pp/PP5P/2R1RQ1K b - - 8 22,0.8067309197178555,0.8672750560897039,0.06054413637184841
803,r5k1/pppq2pp/1b2br2/6N1/1PBn4/8/P3QPPP/R1B2RK1 w - - 5 16,0.0966761937524993,0.1572143245837602,0.06053813083126089
804,3rk2r/ppp2p1p/2n1Ppb1/1Q6/5q2/P2B4/1PP1N1PP/R3K2R b KQk - 1 15,0.0966761937524993,0.1572143245837602,0.06053813083126089
805,r6k/p1pb2pp/1q1p1b2/4N3/2Q2P2/1PN5/P1P3PP/3R3K b - - 2 25,-0.1572143245837602,-0.0966761937524993,0.06053813083126089
806,r3r1k1/p1qn1pb1/1pbpp1pp/2p5/2P1PP2/2NPB1PP/PP3QBK/3R1R2 w - - 0 19,0.0966761937524993,0.1572143245837602,0.06053813083126089
807,3rr1k1/pp3pp1/5n1p/2p5/4pNbR/2P1PPP1/PP1N2P1/2K4R b - - 0 24,0.5583365492643649,0.4978428275267229,0.06049372173764206
808,r4n1k/2p1r2p/1p1p1qbR/2nPp1p1/p1P1P1P1/4QPN1/PPB3N1/1K5R b - - 5 32,-0.7287210675435309,-0.668236556501071,0.06048451104245989
809,2n2r1k/1pq1rbp1/p3P3/2pp3P/5P2/3BP1R1/PP4Q1/6RK w - - 0 40,0.8934102262191056,0.9538385705298148,0.0604283443107092
810,r3r3/pp1b2k1/2p3p1/4Rp1p/3P3P/qBP3P1/P3QP2/3R2K1 b - - 4 25,-0.470574483450536,-0.5309484170954251,0.06037393364488908
811,3r3r/2k2p1p/2R1bp2/4q3/1P1N4/P4BP1/7P/3Q2K1 b - - 0 24,-0.8833622045864096,-0.8229960780084804,0.06036612657792917
812,3r4/p3bkpp/q3bp2/8/2pBQ3/P4pP1/1PR2P1P/2K1R3 b - - 3 31,-0.5606966707320459,-0.6209454744485401,0.060248803716494215
813,5rk1/q1N2npp/3p3r/p7/P1N2p2/BP1Q2P1/6R1/2R3K1 w - - 1 34,0.4978428275267229,0.4376026201371981,0.06024020738952479
814,6rk/ppp1n2p/3q3r/3nQp2/2BP1p2/P4P2/1P3B1P/4RR1K b - - 9 25,0.7225552960884071,0.662347652481293,0.06020764360711406
815,1rr2bk1/3q2pp/4bp1n/pppNp3/3n2P1/1PNP3P/PB2PPB1/1QR1K2R w K - 4 19,-0.662347652481293,-0.7225552960884071,0.06020764360711406
816,5r2/3r2R1/2pk2p1/4n2p/4q3/P1P3Q1/1P1p4/K3R3 w - - 0 44,-0.9199366868405142,-0.8597857709014286,0.060150915939085614
817,2rq1rk1/1b3pnp/pp2pbp1/4N1P1/Pn1P4/6R1/1P2QP1P/1BBR2K1 w - - 0 22,-0.1078468485751416,-0.1679514918776597,0.06010464330251811
818,5nk1/p1rbrppp/Q3p2n/q7/2BNNP2/4P2P/PP4P1/2R2RK1 b - - 2 19,-0.8439456165098352,-0.9039887595836033,0.06004314307376801
819,1k1r1b1r/pp3ppp/1qp1n3/3pPB1b/1P6/2P5/P1QN1PPP/R1B1R1K1 w - - 1 16,0.3416114674830253,0.4016139192382433,0.06000245175521801
820,r2qnr1k/1pp3pp/p1np4/4p1P1/8/1BPP4/PP2QPP1/R1B1K2R b KQ - 0 16,-0.8916414552312462,-0.8316505915479611,0.0599908636832851
821,8/pb2rkq1/1ppbn1pR/3p1pP1/3P1P2/PB2P3/1P1BNKQ1/8 w - - 4 34,0.5007393909256361,0.5606966707320459,0.05995727980640975
822,5rk1/p4ppp/5nb1/1Q6/P3P2K/4qP2/4B1PP/R6R b - - 5 22,0.3065636706988887,0.3665001864105258,0.059936515711637106
823,r5k1/pp1q1pp1/5n1p/2p1r3/P2pP3/1P1P2P1/2PBQ1KP/R4R2 w - - 0 22,0.3065636706988887,0.3665001864105258,0.059936515711637106
824,6r1/1n1qr2k/1ppp1RpP/p3p3/P3P3/2N2Q2/1PPR2P1/6K1 b - - 12 39,-0.6451587302814759,-0.5853377123575758,0.059821017923900044
825,2kr3r/1bq1bp1p/ppnNp1p1/3nP3/5P2/1P2N3/PB2Q1PP/1B1R1R1K b - - 10 21,-0.8428656802502889,-0.9026842394534196,0.05981855920313073
826,r2r1bk1/1b3p1n/4q1pp/p1p1p3/4P1QN/1PP3NP/5PP1/R1B1R1K1 b - - 5 30,0.2646157703467933,0.3243536628070658,0.0597378924602725
827,r1b2rk1/p5pp/1pn1p3/3n1pN1/5B2/q1P1PB2/P1Q2PPP/1R1R2K1 b - - 1 16,-0.7535990701253277,-0.6938648565551945,0.0597342135701332
829,2k2r1r/p2q1p2/1pn1b2p/1R1pP1p1/2pN4/2P3Q1/P1PPB1PP/1R4K1 b - - 1 16,-0.6227693196379667,-0.563036101863899,0.059733217774067704
828,7r/1QR2pk1/4p3/3pq1p1/P2N1nP1/1P2PP2/6K1/8 w - - 1 42,-0.6227693196379667,-0.563036101863899,0.059733217774067704
830,2r3k1/pp1r2pp/8/4pp2/3n4/1P1R1P2/P1qQN1PP/3R3K w - - 0 28,0.1189515985635919,0.1785928104923478,0.05964121192875589
831,5rk1/pp4p1/5q2/2bpr3/1n4Q1/2N2N2/PPP3PP/3R1R1K w - - 3 19,0.3745317122352019,0.4341427337636946,0.059611021528492736
832,r1b2rk1/ppQ2ppp/4p3/1B2n1q1/4P3/P7/1P1N1PPP/2R1K2R w K - 2 17,-0.2098979723917223,-0.2694057903655869,0.05950781797386456
833,r4rk1/p1qnbpp1/2p2np1/4p3/Np1PP1PB/1B5P/PP2QP2/R2R2K1 b - - 1 18,-0.2694057903655869,-0.2098979723917223,0.05950781797386456
834,5N2/1k2r1pp/1ppp1p2/4nP2/1P2P3/2P3Q1/1PqB2PP/4KR2 w - - 5 29,0.3705324095594081,0.3110609165913118,0.059471492968096284
835,r5kr/p1p2pp1/1bpp1qnp/8/3PPP2/3Q4/P3NP1P/R1B3RK b - - 0 19,-0.3705324095594081,-0.3110609165913118,0.059471492968096284
836,2q1rbk1/1p3Pp1/2p1p2p/p3B3/P3Q3/1P6/2P4P/3r1R1K b - - 0 30,-0.3110609165913118,-0.3705324095594081,0.059471492968096284
837,r3rnk1/pp1qn1pp/2p2p2/3p4/3P4/3B1Q1P/PPPBRPP1/R5K1 w - - 2 21,0.6531590350172913,0.5937299869688506,0.059429048048440736
838,r2q1r2/2pb1pk1/5npp/p1PPp3/Np2P1PP/1P3Q1B/P4R2/2R3K1 b - - 2 30,-0.183876101747644,-0.1244773626602681,0.05939873908737589
839,5rk1/1br1qpp1/p2Np1np/3nP3/1ppPNP2/8/PPB3PP/2QR1RK1 b - - 3 23,-0.1244773626602681,-0.183876101747644,0.05939873908737589
840,6rk/ppp1qpr1/2nnp2p/5pP1/3P1B1P/P1PB2R1/4QP2/1R5K w - - 1 26,0.4609876690754385,0.4016139192382433,0.05937374983719518
841,r5k1/2q1n1pp/p2p4/n1p1p3/4Pr2/2PPN2P/P1BQ2P1/R3R1K1 w - - 1 23,0.4609876690754385,0.4016139192382433,0.05937374983719518
842,r2q2k1/2p3b1/p1Q4p/3pr3/P7/2P5/5PPP/R1B2RK1 b - - 0 22,-0.7664334220179236,-0.7071242463234421,0.059309175694481575
843,1r1q1r2/p3bp1k/6pP/1p1p1b2/1npP1Q2/2N2P1P/PPPR4/2K1BBR1 b - - 10 22,0.81544571737789,0.8747547716930918,0.05930905431520184
844,r7/2q1krpQ/2p1n3/1p2p1p1/p2pP1P1/P2P1P2/1PPN1K1R/R7 b - - 3 32,0.7954361268028154,0.854647510284473,0.059211383481657665
845,r5rk/1p2Bnqp/p1pp4/4pP2/4P3/1PPP1PQ1/2P2K2/R5R1 b - - 6 27,0.189133758730185,0.129984405165135,0.05914935356505002
846,r4rk1/1pp2ppp/p1np1q2/4p3/B3Pnb1/2PPBN2/PP3PPP/R2Q1R1K w - - 2 15,-0.129984405165135,-0.189133758730185,0.05914935356505002
847,6k1/2p2r1p/4r3/1pPpP1p1/5p1q/5PP1/1PB3P1/2BQR1K1 b - - 0 24,-0.2150200719439048,-0.2741639421760361,0.05914387023213133
848,2k1r2r/1ppb4/p6p/2p1Pp2/5P1b/2N1K2P/PPP5/RN3R2 b - - 0 20,0.2150200719439048,0.2741639421760361,0.05914387023213133
849,5k2/p5rp/1pn5/1R2n3/r1p1Pp1B/2P2P2/3RK2P/1B6 w - - 2 51,-0.6077412270022108,-0.6667815445525404,0.05904031755032957
850,3rr1k1/1pq2ppp/1bp3n1/pP1b4/P2P4/7P/2PQN1PN/1R2RBK1 b - - 0 22,0.8833622045864096,0.8243472895784233,0.05901491500798628
851,r2r2k1/pp3ppp/2b1p3/q3P3/1b1n1P2/2NBQ2P/PP1B2PK/R4R2 b - - 14 22,0.315525038113223,0.3745317122352019,0.05900667412197885
852,1r3rk1/2q3pp/bb2p3/p1p1Pp2/2Pp1P2/1P3Q2/PN1B2PP/R2R3K w - - 0 24,-0.6172517516623724,-0.5583365492643649,0.058915202398007516
853,r4r1k/pp3ppp/2b5/4Q1P1/5P2/8/qPP1B2P/2KRR3 b - - 1 20,0.3330491888786215,0.2741639421760361,0.05888524670258538
854,r2qr1k1/6b1/p2p2Q1/2pP4/Pp6/4P2R/1P3PP1/R3K3 b Q - 2 22,0.2741639421760361,0.3330491888786215,0.05888524670258538
855,r3rk2/p3qn1Q/1p4p1/3Npb2/1PPP4/P7/5PPP/R3R1K1 b - - 3 25,0.4271315885732764,0.4859938696396713,0.058862281066394906
856,r4bk1/2q2ppp/2b5/1p2PN2/1n2pB2/2N3Q1/1PP3PP/2R4K b - - 4 25,-0.4642117237593509,-0.405353888328708,0.05885783543064288
857,3nr2k/ppp1q1bp/3p2p1/3B4/2PPP3/1PBQ2Pb/P7/R3N1K1 w - - 1 23,-0.405353888328708,-0.4642117237593509,0.05885783543064288
858,r2q1rk1/pp3p1p/2n1b3/3P1p2/2p5/2P1P1P1/P4PBP/R2Q1RK1 b - - 0 15,-0.5386851507047159,-0.4799085683471087,0.05877658235760719
859,r1b1k2r/ppq1npb1/2p1p2p/6p1/3PN3/3BQNP1/PPP3PP/2KR3R w kq - 6 17,0.2788900223087348,0.2201137169180837,0.05877630539065107
860,2r2r1k/4nppq/1p2p2p/pPb1N3/4P2R/PQ3NP1/5PKP/3R4 w - - 1 30,0.5064553118058203,0.4478018936336012,0.058653418172219085
861,2k2r1r/1ppqn1bp/p2p1pp1/3N4/4P3/1Q2B3/PPP2PPP/4RRK1 w - - 2 17,0.1995701172958303,0.1409394785730669,0.05863063872276339
862,2k3r1/ppp3Pp/2nr3B/2q1p2Q/2ppR3/8/PPP2PPP/R5K1 b - - 1 17,-0.1995701172958303,-0.1409394785730669,0.05863063872276339
863,4rr1k/pp1q2pp/1bn2P1n/8/3p1P1Q/1N1B1R1P/PB4P1/5R1K b - - 0 24,0.1409394785730669,0.1995701172958303,0.05863063872276339
864,1nrqrk2/7p/pn3pp1/1p1PN3/2pP1P2/P1N5/1PQ3PP/3R1RK1 b - - 0 21,-0.1995701172958303,-0.1409394785730669,0.05863063872276339
865,r1b2rk1/pnq3p1/2p2p1p/3n4/2NPp3/N1B3b1/PPPQBP2/R3K2R w KQ - 0 18,-0.3824319374003374,-0.4410323088147333,0.058600371414395946
866,r4rk1/1b1qbp2/p4Rp1/3p2B1/2pP3Q/2p1P3/PPB3PP/R5K1 b - - 0 19,-0.8269921352448183,-0.885591265436839,0.058599130192020676
867,r1b2rk1/p3qpp1/1p2p2p/n1ppP3/3P1P2/2PBQ1R1/P1PN2PP/R5K1 b - - 1 15,-0.3199559705355809,-0.3784981876064963,0.05854221707091539
868,1qr2r1k/7n/p5p1/B1p1pPb1/3n2Pp/1P2N2P/P4PQ1/1R1BR1K1 b - - 0 31,-0.3373469856532258,-0.2788900223087348,0.05845696334449102
869,5r1k/2pq2bp/6p1/1P1b4/1P1pBB2/Q4RP1/7P/1R4K1 b - - 0 28,0.2788900223087348,0.3373469856532258,0.05845696334449102
870,r3r3/p1p1Bpb1/2p3kp/4n1p1/4Np1P/1P3P2/P1P2K2/3RR3 w - - 1 21,-0.8716137810148884,-0.9300195880608962,0.05840580704600784
871,r6r/bpRnk3/P7/3Pp2B/N3Pp1q/P7/5pPP/3Q1R1K b - - 0 22,0.9141710026450678,0.9725373832661732,0.05836638062110544
872,5r2/1b1r1nk1/pq2ppp1/1p5p/2pPP3/4QP1N/PP4PP/1B1RR1K1 w - - 8 27,-0.146386127634144,-0.2047478404109947,0.058361712776850705
873,r4rk1/2q2ppp/p2p1b2/1b2pP2/2n1P3/1NP5/P1P1Q1BP/2BR1RK1 w - - 1 20,-0.4829648106257487,-0.5412184954981362,0.05825368487238747
874,3r1qrk/p1p3p1/1bp2p1p/2n1pN2/4P3/2Pb2BP/PP1N1PP1/R1Q1R1K1 b - - 6 24,0.3863330715574087,0.4444319991099701,0.05809892755256141
875,2kr2r1/pppn2p1/4Rn1p/1B1p2p1/3P4/P1N3P1/1PP2PP1/2K1R3 w - - 0 22,0.1518112921932187,0.2098979723917223,0.058086680198503604
876,r4rk1/pp4pp/4P3/5p2/3n2n1/1PNB2qQ/PB4Pb/R4R1K w - - 2 22,0.7544393583210233,0.6963557240918401,0.05808363422918317
877,1k1r4/b5p1/q2r1p1p/1p2p2P/pP2P1P1/2PP4/1BK1Q3/3R1R2 w - - 1 34,-0.3243536628070658,-0.3824319374003374,0.058078274593271584
878,1r3bk1/3R1Np1/5p1q/5P1P/5P2/p4Q2/6K1/8 b - - 1 53,-0.3243536628070658,-0.3824319374003374,0.058078274593271584
879,r2rn1k1/2p1q1pp/p2p1p2/1p6/2PQP3/1P2R3/PB3PPP/4R1K1 b - - 1 17,-0.3416114674830253,-0.283583844009793,0.058027623473232315
880,2rqb1k1/pp2n1pp/4p2r/bPPpNpN1/3PnP2/P2B4/1BR1Q1PP/5RK1 b - - 6 23,-0.3416114674830253,-0.283583844009793,0.058027623473232315
881,r3r3/pppk1p1p/3pbQ2/1q6/5P2/4R3/PPP3PP/4R2K w - - 10 23,-0.958373249021086,-0.9004346519537877,0.057938597067298314
882,2b5/5k2/3p1qp1/2pPp1nn/1pP1P2Q/1P1B1P2/4N2N/5K2 w - - 15 68,-0.7172180165640413,-0.6593331383423174,0.057884878221723834
883,5rk1/p1p2rpq/1p2Q2b/7R/3P4/1KP5/PP1N4/6R1 b - - 0 34,-0.7561040885230436,-0.8139620669312934,0.0578579784082498
884,3rr1k1/pp3ppp/5n2/4nq2/Q7/NPP4P/PB3PP1/R4RK1 b - - 2 19,0.5937299869688506,0.6515845401248922,0.0578545531560416
885,2b1nnk1/1rq4p/pp1r1pp1/2pPp3/P1P1P2P/2N1N1PB/1PQ2R1K/5R2 b - - 2 26,-0.4341427337636946,-0.4919713475005565,0.05782861373686188
886,6k1/q1r3pp/3rpp2/1pPb4/1B3P2/P6P/2Q1R1P1/4R1K1 w - - 0 43,0.2150200719439048,0.1572143245837602,0.0578057473601446
887,rq2n1k1/pbpn1rbp/1p1pNpp1/3N4/2P1PP2/1P4P1/PBQ3BP/3RR1K1 b - - 4 21,-0.9446461514589202,-0.8869683925010893,0.057677758957830894
888,1r2kb1r/2p1qp2/2P1b2p/1p2p2N/1P2p2p/2P1B3/5P2/R1QB1K1R w k - 0 28,0.7384552824136439,0.6808377622836479,0.05761752012999599
889,2bnkb2/r7/p2p1pq1/1ppPpN2/4Pp2/2P2P2/PPB4R/R2Q2K1 w - - 0 28,0.5937299869688506,0.5361291709629962,0.05760081600585443
890,2k1nb2/Rb1n1r1p/5pp1/1p1Pp3/1P2P1P1/2qNB1NP/2B2Q1K/8 w - - 7 37,0.3624349585280163,0.4199973537616296,0.057562395233613284
891,r2q1r2/ppp2pkp/2np2p1/4P3/2P2Q2/1P3NP1/P3PPBK/5R2 b - - 0 18,0.7694495622098977,0.8269921352448183,0.05754257303492061
