,fen,original,mirror,difference
574,rnb2rk1/ppp2p2/3p3p/5p1q/3P4/2PB1N1P/P4PP1/R2QR1K1 w - - 0 15,0.5361291709629962,0.467407255316174,0.06872191564682217
575,r1b1r1k1/p4ppp/2p3n1/8/3qN3/3B4/PPP3PP/R2Q1R1K w - - 0 19,-0.0114597024147588,0.0571523094832977,0.0686120118980565
576,2krq3/ppp4p/8/3r4/1RQNn3/8/P1P2PPP/1K1R4 w - - 18 28,-0.5699323379482024,-0.6385218285571213,0.06858949060891883
577,3r2r1/p1p1nppk/1bp2P1p/3p3N/3PP2q/3Q1P2/PB5P/R5RK b - - 0 25,-0.0057303102628472,0.0628325567723497,0.0685628670351969
578,6k1/6p1/4p2p/3qPb2/7Q/2Br4/1P3PpP/4R1K1 b - - 1 39,0.5230019390164954,0.4544531209358272,0.0685488180806682
579,r4rk1/2p2pp1/p2p1q1p/3Pp3/Pp2P1b1/1P3N2/1P3PPP/2RQ1RK1 b - - 1 16,-0.068502896251096,0.0,0.068502896251096
580,r4rk1/p3n1p1/2p1b2p/n7/1bPq4/1PN2B2/PBQ2P1P/R4KNR b - - 0 23,0.6096755712525083,0.5412184954981362,0.0684570757543721
581,r1b2rk1/2pnqpbp/1p1p2p1/p1nPp3/2P1P2N/6P1/PPBNQP1P/1RB2RK1 w - - 7 15,-0.0057303102628472,-0.0741624665531833,0.0684321562903361
582,r4rk1/p2b2p1/2p3Bp/3n3N/1b1R1p1q/8/PPQ2PP1/2B2RK1 b - - 1 21,0.405353888328708,0.4737136295350062,0.06835974120629817
583,2Rb1k2/1q3p1Q/4p1n1/3bN3/rp1P1P2/4B3/P5PP/6K1 b - - 3 38,-0.5831939326147108,-0.5148396207365966,0.06835431187811414
584,4r1k1/1pqr1pp1/pR5p/3p4/1Q1P2P1/P3P3/5PP1/5RK1 w - - 0 29,0.2201137169180837,0.1518112921932187,0.068302424724865
585,1R3r1k/p5p1/2p2r1p/4Q3/8/P6P/1P2R1PK/2q5 w - - 14 37,0.1518112921932187,0.2201137169180837,0.068302424724865
586,3r2rk/p1pq3p/1pQp1bp1/3P1p2/1P2p3/2P1P2P/P1R2PPB/5RK1 b - - 4 24,0.0171872592270915,0.0854459048889734,0.06825864566188189
587,3r2k1/4bpN1/p3pn2/1p1q3p/1P3Pn1/P3P2Q/1B4PP/1B3RK1 w - - 0 26,-0.4306524539120807,-0.3624349585280163,0.06821749538406435
588,8/1p4bk/2n1P1pp/p4q2/2Q1pN2/PP4P1/1B4KP/8 w - - 1 30,0.0286332076067293,0.0966761937524993,0.06804298614577
589,2bqnk2/1p1rb1pp/4p3/8/3B4/5BN1/5P1P/Q2R2K1 w - - 8 29,-0.3373469856532258,-0.405353888328708,0.0680069026754822
590,1k1r4/1ppr2b1/pq5p/3P3P/Q2PnBp1/6P1/PPR5/1KR5 w - - 0 36,0.405353888328708,0.3373469856532258,0.0680069026754822
591,6rk/1ppn1p1p/p2p1n2/P2P1P2/1PB1p2q/2P1NQ2/6PP/6RK w - - 0 29,-0.5511299288164557,-0.6191063392366816,0.06797641042022584
592,1k1rr3/pbpq1pp1/1pn1pn1p/1Q6/B1PP4/2N2NP1/PP3PP1/2KRR3 b - - 1 16,-0.2251785042506313,-0.1572143245837602,0.0679641796668711
593,r2q1k2/1p3p2/p2p4/P1pPnNr1/6R1/2PQ2pP/2P3P1/4R1K1 w - - 2 30,0.3373469856532258,0.2694057903655869,0.06794119528763892
594,3r1rk1/p2n2pp/1p1p4/2pPp3/2P5/PP2PP2/1Bb2NPP/3R1RK1 w - - 1 24,0.0343497770265503,0.1022693725795977,0.0679195955530474
596,r1b2rk1/2p2ppp/p2b4/1p6/3P2nq/1BP4P/PP3PP1/RNBQR1K1 w - - 1 15,0.0400608685427015,0.1078468485751416,0.0677859800324401
595,1r3r1k/ppp3pp/2nq4/3p4/3Pn3/1Q2B2P/PP2RPP1/4NRK1 b - - 0 19,-0.0400608685427015,-0.1078468485751416,0.0677859800324401
597,4rr2/1p2nq1k/p1p1p1pp/P1PpP2n/1P3PQN/2B1P2R/8/2K4R b - - 8 34,0.2251785042506313,0.2928740468512582,0.06769554260062688
598,r1q2rk1/pb3ppp/1p6/3R2B1/1np4Q/6P1/PP2PPBP/R5K1 w - - 1 16,0.4577348734080491,0.3902017078923153,0.0675331655157338
599,6rk/4qp2/4bR1P/3pP3/p2P4/1pPQ4/1P3K1r/1B3R2 w - - 6 48,0.6938648565551945,0.6263717808410242,0.06749307571417029
600,2b2rk1/p1q2pp1/1r1b1n1p/2pP4/N6B/P2B4/5PPP/R2QR1K1 b - - 4 20,0.0514630250014029,0.1189515985635919,0.067488573562189
601,1r3rk1/1q2ppbp/6p1/pNppP3/P5P1/1PP2P2/2bNQK1P/R6R b - - 0 22,0.4090620552812176,0.3416114674830253,0.0674505877981923
602,8/ppp4k/1b2b2p/4Pp2/3q4/3P2BP/1P2Q2K/5R2 w - - 1 39,0.3416114674830253,0.2741639421760361,0.06744752530698916
603,4rrk1/1p3pp1/p2p3p/3p1q2/1Q1P1Pn1/2P1B3/PP4PP/4RRK1 w - - 3 21,-0.3110609165913118,-0.3784981876064963,0.06743727101518449
604,2r2rk1/3bn2p/pb1q4/1p1Pp1p1/1P2Pp2/P1N2B2/1N2Q1PP/R4R1K w - - 2 25,-0.3110609165913118,-0.3784981876064963,0.06743727101518449
605,4r1k1/1bpq1pp1/1p3np1/p2p2Q1/P7/1PP2PB1/2P3PP/4RBK1 w - - 4 23,0.3784981876064963,0.3110609165913118,0.06743727101518449
606,8/3r2p1/1np4k/4Q3/pp5P/P1P1N3/1q2b3/4R1KR b - - 1 33,-0.9100482756446664,-0.9774378578102249,0.06738958216555846
607,2k4r/ppq2ppp/2n1p1b1/1Nb4r/8/1Q2B1P1/PP3P1P/R3RBK1 b - - 2 20,0.0571523094832977,0.1244773626602681,0.0673250531769704
608,r2r4/pp2k1nR/2pp1pq1/4p1p1/3PP3/2P2PB1/PP1Q1PK1/7R w - - 2 29,0.8934102262191056,0.8261189119231764,0.06729131429592916
609,3r1rk1/1bp1qp2/p2p3p/1p4pn/3QP3/2P3B1/PPN2PPP/R3R1K1 w - - 3 20,0.1679514918776597,0.2352199886367522,0.0672684967590925
611,kr1R1bnr/p1p3p1/2p3bp/1Q3p2/1P2p3/1NB3NP/P1P2PP1/5RK1 b - - 0 25,-0.2302140498796711,-0.2974701352821984,0.06725608540252731
610,r3rq2/1bp2pbk/3p1npp/p1pPp3/2P1P3/1PNN2PP/P2Q1PB1/4RRK1 w - - 0 20,0.2974701352821984,0.2302140498796711,0.06725608540252731
612,5n1r/pp3kpp/1qpb1p2/3p1N2/3P4/2PB2N1/PP2rPPP/1R3RK1 w - - 0 16,0.4799085683471087,0.4127385783396954,0.0671699900074133
613,2r1rnk1/1b3ppp/p4b2/qp1p4/8/1QN1P1B1/PP3PPP/1BRR2K1 w - - 2 21,0.129984405165135,0.0628325567723497,0.06715184839278529
614,r5k1/1n2qpp1/4b2p/1p2p3/1Pp1P2N/2P1QPP1/2B4P/3R2K1 b - - 0 28,0.0628325567723497,0.129984405165135,0.06715184839278529
615,2b3k1/4q1pp/8/3nN3/3Q1P2/1R3N2/r5rP/4R2K b - - 1 37,-0.3458426461663308,-0.2788900223087348,0.06695262385759604
616,1Q6/4r1pk/P6p/2qp1P2/7n/2P1r2P/PPB2R2/5R1K b - - 0 43,0.3940379717592684,0.4609876690754385,0.06694969731617006
617,4R3/pp3rpk/2n1N1np/5q2/8/B6P/P2Q1PP1/6K1 w - - 5 27,0.2401959741153234,0.1732844219139279,0.0669115522013955
618,r2q3k/pp3pp1/2p3rp/8/3PQR2/3B2R1/bP4PP/6K1 w - - 2 26,-0.315525038113223,-0.3824319374003374,0.06690689928711435
619,r3r1k1/p4ppp/1p3n2/2p5/2R1PB2/2qP1Q1P/P5P1/5RK1 b - - 1 19,-0.3824319374003374,-0.315525038113223,0.06690689928711435
620,r4r2/p1q1np1k/1p4p1/2p2b1p/7Q/3B4/PP3PPP/R3R1K1 w - - 0 21,0.4127385783396954,0.3458426461663308,0.06689593217336459
621,4rb1r/pkp5/2p5/3qN2p/3P2p1/2R3B1/PP2QPPP/6K1 b - - 4 21,0.6227693196379667,0.5559555267718723,0.06681379286609435
622,4rr2/pp3p1k/5Ppp/2pBP3/3n1Q2/3R3P/PqP3RK/8 b - - 1 29,-0.2352199886367522,-0.3020333792059105,0.0668133905691583
623,2b1r3/1k2rp2/p1pp4/1q6/1P2PN2/1Q2R1Pp/P6P/4R2K b - - 2 43,0.5120698216463685,0.578850173049274,0.0667803514029055
624,r2r2k1/1bq2p2/p3pnpp/1pb5/1P2P3/P1N2N2/3Q1PPP/1BRR2K1 w - - 1 22,0.6153815476837424,0.5486849249421728,0.06669662274156962
626,r3r1k1/p4p1p/6p1/n1RP4/q3PP2/3Q1BP1/6KP/2B5 b - - 0 32,0.4163836214084282,0.4829648106257487,0.06658118921732048
625,2r4r/1p1b1kb1/1q6/pP2pp1p/P1Pp3P/3P2P1/1BN4K/Q3RR2 b - - 1 30,0.4829648106257487,0.4163836214084282,0.06658118921732048
627,r3b1rk/p2nq2p/1b1p1p1B/1p1PpP1N/2p1P2N/2Pn1B1Q/P3R1PK/5R2 w - - 14 35,-0.0798104163124178,-0.146386127634144,0.0665757113217262
628,2kr4/p1p2p1p/1p2qp2/2p1p3/3rPP2/1P1PQ1P1/P1P4P/2KR1R2 b - - 2 19,-0.146386127634144,-0.0798104163124178,0.0665757113217262
629,2rr2k1/1b2qppp/p3pb2/8/PpBNQ3/1Pn2N2/1B3PPP/2RR2K1 w - - 1 23,-0.146386127634144,-0.0798104163124178,0.0665757113217262
630,8/1Q3p2/6pk/1P1Bb2p/4P1qP/5RP1/2r2PK1/8 b - - 8 43,-0.9342946286809712,-0.8677997997158209,0.06649482896515035
631,r2q1k2/1p3p2/p2p4/P1pP1Nr1/6P1/2P3Q1/2P3P1/4R1K1 b - - 0 31,-0.283583844009793,-0.3500405449559876,0.0664567009461946
632,r1bkr3/1p3ppp/3p1n2/pPp1q3/2Pn4/2N1N3/P3BPPP/2RQR1K1 w - c6 0 19,0.3065636706988887,0.2401959741153234,0.06636769658356528
633,6k1/3rqrp1/2p4p/3p1Pp1/1P2pR1P/2B1P2Q/3Pb2K/6R1 w - - 0 41,0.3065636706988887,0.2401959741153234,0.06636769658356528
634,r3r1k1/pppq1pbp/3p1np1/3P4/2P2P2/2B2N2/PPQ3PP/4RRK1 b - - 2 17,0.0854459048889734,0.1518112921932187,0.06636538730424531
635,4k1r1/pp1b4/8/2p1Q3/1PP1P2p/5PBq/P6P/3R2K1 b - - 19 45,-0.1518112921932187,-0.0854459048889734,0.06636538730424531
636,r2rn1k1/1p1qbpp1/2n1p1p1/p1Pp4/3P1B2/2Q2N1P/PP1N1PP1/2R1R1K1 w - - 0 18,0.1518112921932187,0.0854459048889734,0.06636538730424531
637,2r3k1/pp6/2r1b2p/4Bpp1/1q1PR3/3Q4/1b4PP/1B1NR1K1 b - - 0 27,-0.5853377123575758,-0.6515845401248922,0.06624682776731639
638,2k4r/pp4p1/2n5/5pq1/8/1P2r1P1/PBP2RQP/R6K w - - 0 28,0.5583365492643649,0.6245780354498127,0.06624148618544778
639,3rnr2/2p1qp1k/pb4pp/1p1pP3/3P4/4QNNP/PP3PP1/2R2RK1 b - - 3 21,-0.5810314844851668,-0.5148396207365966,0.06619186374857022
640,r3k2r/1ppnnppp/p2b4/4p1B1/1PB1P3/2P2P2/P1N3PP/R2R1K2 w kq - 4 18,0.5810314844851668,0.5148396207365966,0.06619186374857022
642,2b2q2/p5pk/1p5p/2prBP2/4R1PP/P3Q3/1PP5/6K1 b - - 0 37,-0.1572143245837602,-0.0910681030713158,0.0661462215124444
641,r1b1qrk1/pp6/n6R/1N1pp1P1/1P6/P2B4/2P2P2/Q3K3 b - - 1 21,-0.1572143245837602,-0.0910681030713158,0.0661462215124444
643,8/2q3kp/p4pp1/3p3P/3PrPP1/2pQP1R1/PrR2K2/8 w - - 11 44,-0.4444319991099701,-0.3784981876064963,0.06593381150347383
644,4rrk1/2p2p1p/3p1np1/p1n3N1/3q1P1P/1PRP1RP1/P1Q3BK/8 w - - 8 26,-0.2451416785170799,-0.3110609165913118,0.06591923807423189
645,4qr1k/Brp3bp/3pn1p1/p7/Pp2P1R1/1B1P1p1Q/2P2P1P/5R1K w - - 2 31,0.3110609165913118,0.2451416785170799,0.06591923807423189
646,2r3k1/5p1p/1p2p1q1/p1r5/2P4R/4PQP1/5PK1/7R w - - 2 32,0.3110609165913118,0.2451416785170799,0.06591923807423189
647,4r1k1/2p1rp1p/2bp2p1/p1p5/P2bPPnq/1PNQ2NP/2P1R1P1/2B2R1K w - - 5 27,-0.0966761937524993,-0.1625945950218675,0.06591840126936818
648,r2q1rk1/pppb2bp/2np2p1/5p2/2PPp3/1PB2NPP/P3PPB1/R2Q1RK1 w - - 0 15,-0.189133758730185,-0.2549410248700909,0.0658072661399059
649,2rq1rk1/pb2bp1p/2n2np1/1Npp4/5B2/P2BPN2/1PQ2PPP/R3K2R w KQ - 0 15,-0.3542051981882807,-0.4199973537616296,0.06579215557334889
650,1r1q1r1k/pp1n2pp/2p5/3p1b2/5P2/2Q2B1P/PPP3PB/2KRR3 b - - 1 20,-0.4199973537616296,-0.3542051981882807,0.06579215557334889
651,r4bk1/1bnn3p/3p1pp1/p1pP4/1pP2PPB/1N1B1N2/PP5P/4R1K1 w - - 0 21,0.5486849249421728,0.4829648106257487,0.0657201143164241
652,1rr3k1/2qbbp2/4p1pp/pp1pP3/3R4/P1PQ1NP1/1P3PP1/1B2R1K1 w - - 0 23,-0.1022693725795977,-0.1679514918776597,0.065682119298062
653,5rk1/1pp3pp/1pnpbq2/8/8/rPP1B3/P2QBPPP/R4RK1 w - - 1 16,0.1679514918776597,0.1022693725795977,0.065682119298062
654,4rk2/2p3p1/2pp1pRp/2n1rq2/p1b1P2Q/P1N3R1/1PB3PP/6K1 w - - 0 27,-0.6515845401248922,-0.7172180165640413,0.06563347643914907
655,3rr1k1/6pp/p2p1p2/1pq2P2/2p2BPb/5Q2/PPB3K1/3R4 w - - 0 26,-0.949812261009624,-0.8841821753792029,0.06563008563042116
656,4k1r1/pR3pr1/2np3p/8/2B1PP1q/2PQ2Nb/P1P4P/3R3K b - - 2 22,-0.5937299869688506,-0.6593331383423174,0.06560315137346684
657,2krr3/p1p2n1p/1p2b1p1/2q2p2/1bPp1N2/3P1BQ1/P1P3PP/1RBK3R w - - 4 19,-0.553553391130629,-0.6191063392366816,0.06555294810605261
658,r1b2rk1/p1p3pp/3q4/2p5/3Pp3/3PnN1P/PP1QNRP1/R5K1 w - - 0 17,0.69005865138236,0.6245780354498127,0.06548061593254728
659,1r1q4/5pk1/Rp1p2p1/1PpPp3/2N1Pb1p/2P2P1P/6P1/Q5K1 b - - 3 53,-0.2928740468512582,-0.3583366509133987,0.06546260406214055
660,2br2k1/Q4p2/3r2qp/8/3pP1pP/3N2P1/P1P5/4R1KR w - - 3 25,0.1732844219139279,0.1078468485751416,0.0654375733387863
661,2kr4/pp3p2/1np3bp/P5p1/1R2P3/2NrP2P/P2NK1P1/5R2 w - - 0 26,0.1732844219139279,0.1078468485751416,0.0654375733387863
662,r4r1k/pppbq1p1/3p3p/4p1N1/5n1P/1BPPB3/PP1Q1PnR/2K3R1 b - - 3 22,0.3287180771874887,0.3940379717592684,0.06531989457177972
663,1k2r2r/ppp3p1/5p2/3Rb2P/1q2P1Q1/1PN4P/1PP5/1K3R2 w - - 3 25,0.3940379717592684,0.3287180771874887,0.06531989457177972
664,b3r2k/4rqp1/p5Rp/1p1P1PQ1/2p4R/P3P3/1P4PP/6K1 w - - 6 33,0.9067734365664224,0.9720888573226748,0.06531542075625241
665,r5k1/2pr1p1p/p1n3pB/1pbbPP2/6R1/3B2N1/PP4PP/R6K w - - 9 27,-0.1785928104923478,-0.1134078447295413,0.0651849657628065
666,4r3/p1prbk1p/Ppp2p2/1n4p1/1N1P4/2P1R1B1/1P3PPP/4R1K1 b - - 1 27,-0.8006682817115821,-0.73560329332038,0.06506498839120212
667,4rbk1/3q1pp1/1n1p4/1p2p3/4P1PN/1BP2Q2/1P3P2/3R2K1 w - - 1 30,0.5853377123575758,0.5203054512846876,0.06503226107288818
668,4rk2/1b4qp/pp4pN/8/5b2/PBn1B2Q/5PPP/4RK2 b - - 3 30,0.2549410248700909,0.3199559705355809,0.06501494566548999
669,2r3k1/2p1q2p/1p1pN1p1/1P1Pr2n/2PQp3/p3PpP1/P6P/1K1R3R b - - 4 28,0.8238990531361433,0.8888823684786087,0.06498331534246538
670,r2q2k1/ppp2pp1/5n1p/2bPB3/3n3Q/2NB4/PP3PPP/R5K1 b - - 0 17,-0.7430844904492607,-0.678112235761185,0.06497225468807577
671,R6Q/3r4/1p2bpk1/6pp/5P2/6NP/6P1/1q5K w - - 4 48,0.525674444957214,0.4609876690754385,0.06468677588177557
672,3r2k1/p2q1pp1/1p1rp2p/3b4/3P1P2/P1N3QP/1P1R2P1/4R1K1 b - - 6 27,0.2047478404109947,0.2694057903655869,0.06465794995459218
674,2b1q1k1/6R1/p2r3r/1p1p1p1Q/2pP1N2/4P3/PP6/1B4RK b - - 0 35,-0.1244773626602681,-0.189133758730185,0.06465639606991691
673,r2rb1k1/p1p1q1pp/2p1n3/3pPp2/5P2/1PN1B3/P1P2QPP/R4RK1 w - - 3 18,0.189133758730185,0.1244773626602681,0.06465639606991691
675,2r5/3nbpkp/pq2b1p1/1p1pP1Q1/1P6/5P2/P5PP/1BRN1R1K w - - 1 32,-0.3243536628070658,-0.259794102595233,0.06455956021183279
676,r2q3r/2p2pk1/p2b1p2/1p1R2p1/3Q4/1B3R2/PP4PP/6K1 w - - 8 24,0.3020333792059105,0.3665001864105258,0.06446680720461528
677,r3q3/pkp5/1bp3r1/7p/7P/1R2BQP1/PP3P2/2R3K1 b - - 0 33,-0.866213677791709,-0.8017969945691463,0.06441668322256267
678,2r3k1/4qppp/3r4/pP1p4/P3B1n1/1N2P2K/1B2bPP1/1QR1R3 b - - 0 27,0.9356145636091876,0.9999969430004158,0.06438237939122815
679,2r1r1k1/5pbp/1p2pnp1/1p2N3/1B1PP3/1Q6/P1q2PPP/3RR1K1 w - - 2 24,0.194365263517568,0.129984405165135,0.06438085835243301
680,r4rk1/p3qppp/1p2pn2/2b3B1/4P2Q/2Nb1N2/PP3PPP/2KR3R b - - 1 16,-0.5120698216463685,-0.4478018936336012,0.06426792801276732
681,r1b2rk1/pp3ppp/2pp2n1/8/4Bq2/1P1P2R1/PBP2PPP/R3Q1K1 b - - 1 18,-0.3287180771874887,-0.2646157703467933,0.0641023068406954
682,3r1rk1/2pq2pp/p1n1bn2/1pbp2N1/8/1BP1B3/PP3PPP/R2Q1RK1 w - - 0 16,0.3287180771874887,0.2646157703467933,0.0641023068406954
683,r1b2n1k/pp3pp1/6r1/3Q2B1/BqpP4/4P3/P4PPP/R4RK1 w - - 1 20,0.6794801924483457,0.6153815476837424,0.06409864476460325
684,3r4/pb1p1k1p/1qnQpr2/1p3p2/P4N2/2P1N1P1/1P3P1P/R4RK1 w - - 3 27,0.6153815476837424,0.6794801924483457,0.06409864476460325
685,r3k2r/1p2Bppp/p1n5/3q4/3p2b1/3B1N2/PP3PPP/R2QR1K1 b kq - 0 15,-0.578850173049274,-0.5148396207365966,0.06401055231267738
686,2r5/2r3k1/pbb2qPR/5pN1/1ppN1P2/2P1P1P1/P1R3K1/2Q5 w - - 1 36,-0.3065636706988887,-0.3705324095594081,0.0639687388605194
687,3q2k1/p4n1p/2b1Q1pB/2p1np2/2Pp4/3B2NP/P4PP1/6K1 w - - 12 32,-0.7297243063930591,-0.7936343930313224,0.06391008663826336
688,8/p6k/3p4/1b1P1pQ1/q7/2R2NP1/1PP1r3/5K2 w - - 15 43,0.2150200719439048,0.2788900223087348,0.06386995036482998
689,r5k1/2pq2p1/2pp1p1p/2n1rP2/p1b1P2Q/P1N3RR/1PB3PP/6K1 b - - 1 24,0.2047478404109947,0.1409394785730669,0.06380836183792779
691,3r1rk1/2p3pp/p3b3/1p1PP3/4Bp1q/8/PP3PPP/R1BQ2K1 b - - 0 19,0.4341427337636946,0.4978428275267229,0.06370009376302826
690,rnb2rk1/ppp2p1p/3q4/3P2b1/2BP4/2P5/PP1N1QPP/R3R1K1 b - - 4 15,0.4341427337636946,0.4978428275267229,0.06370009376302826
692,r1br2k1/pp2qpp1/1n2pn1p/4N3/3P1P2/1BN2Q2/PP4PP/2R2RK1 w - - 3 18,0.5148396207365966,0.4511421980658324,0.06369742267076423
693,3r4/r3nppp/2k1b3/1p1p4/1P1R4/2N3P1/1KP2PBP/3R4 w - - 3 24,0.4341427337636946,0.3705324095594081,0.06361032420428653
694,k6r/p1q2n2/1pp2Pr1/2p1p2p/4Nn1Q/PBP2R1P/1P1R2P1/7K b - - 2 32,-0.8988799899622971,-0.8352892733558694,0.06359071660642768
695,r1b3k1/1pr3p1/4p2p/p2pPq2/5PRn/3P3Q/PP1B3P/1K4R1 w - - 2 25,0.5831939326147108,0.6467846269112693,0.0635906942965585
696,r4r2/p1pk1p1p/q1p2Q1B/2npP3/8/2N5/PPP2PPP/R5K1 b - - 5 18,-0.589570037970575,-0.6531590350172913,0.06358899704671639
697,r1q3k1/pp1bnrb1/2pp2Np/3Ppn1P/2P5/3BB1N1/PPQ2P2/2K3RR w - - 4 24,0.6739449680146691,0.737510940513498,0.0635659724988289
698,4r2k/pbnr3q/1pNp1b2/PP1P1p1p/4pP2/Q3B3/4B1PP/3R2RK b - - 0 39,-0.8344935790544706,-0.7709305644544325,0.0635630146000381
699,3qr1k1/pp3pPp/4p1n1/4P1P1/1b1rB3/4B3/P3Q2P/R4RK1 w - - 0 23,0.6402013332825974,0.5766498017241024,0.06355153155849502
700,r3k1r1/p1qbpp1p/1pnp1bpB/8/1PP1PP2/P2B3P/3QN1P1/1R3RK1 b q - 0 18,-0.6593331383423174,-0.5957832895493063,0.06354984879301118
703,r3b1k1/1q2pp1p/p4bpB/3r4/2pN4/Q1P4P/PP2RPP1/4R1K1 b - - 5 23,0.146386127634144,0.2098979723917223,0.06351184475757832
704,r3r1k1/pb1n1ppp/1pqP4/4p3/2P3Q1/3B4/PB3PPP/R2R2K1 w - - 0 20,0.2098979723917223,0.146386127634144,0.06351184475757832
702,r4rk1/1p1nbppp/pq2b3/3pN3/3P4/3BB3/PP2QPPP/3R1RK1 w - - 6 17,0.2098979723917223,0.146386127634144,0.06351184475757832
701,1k1r1bnr/pp3p1p/2p2q2/Q5p1/2Pp1n2/P4B1P/1P1N1PP1/R1B2RK1 b - - 1 15,0.146386127634144,0.2098979723917223,0.06351184475757832
705,r5k1/pb1nBppp/1p1P4/4p3/2r5/P1P2NR1/1Pq2PPP/3R1QK1 w - - 8 26,0.5699323379482024,0.5064553118058203,0.06347702614238215
706,5rnk/1pr3b1/pN4qp/4p3/4PpP1/1QP5/PP3BPP/3RR1K1 w - - 1 31,0.798952399147639,0.73560329332038,0.06334910582725906
707,2kr1r2/p1qn4/2p1Q2p/1p4p1/2NR4/P6P/1PP2P2/1K5R w - - 0 25,0.6263717808410242,0.563036101863899,0.06333567897712522
708,2kr4/ppp3r1/8/5p2/4nPb1/1P1B1N2/P1P2KPP/R6R w - - 2 20,0.9131144755877838,0.8498094848999735,0.06330499068781026
709,r5k1/1p3pp1/4p2p/3p4/p1qP3P/1rP1R1P1/RP3PK1/Q7 w - - 9 38,-0.6134955615509975,-0.6767337851956929,0.06323822364469545
710,3r1nk1/3r1p1p/4bRpP/1p2P1N1/pq1P4/5Q2/PPB3P1/5RK1 w - - 2 28,0.7183004245776771,0.7814959119526315,0.0631954873749544
711,6r1/1k1q3p/b3p3/4Q3/1p1BPP2/8/6P1/4R1K1 b - - 2 36,-0.7679506184891328,-0.7047916761853169,0.06315894230381591
712,2b1r1k1/1qr2pp1/p6p/1p1pP3/3N4/1P2QP1P/1P1R2P1/4R1K1 w - - 9 30,0.4376026201371981,0.5007393909256361,0.06313677078843805
713,2rq4/p5kp/2bp2r1/3Nppb1/2P5/2Q2B1P/P4PP1/R2R2K1 w - - 4 24,-0.0343497770265503,0.0286332076067293,0.0629829846332796
714,r4bk1/p1rb1q1p/1ppn1p2/3ppPp1/7N/1BPPB1RQ/PP4PP/5RK1 w - g6 0 24,-0.3784981876064963,-0.315525038113223,0.06297314949327326
715,rk6/2p1Q3/p1r5/1p6/4P1P1/2BP1R1P/qP6/2K5 b - - 1 32,0.0114597024147588,-0.0514630250014029,0.0629227274161617
716,r3q1rk/pbpp3p/1p2pbn1/3P4/2P1Pp2/2NB1R2/PP1NQ1PP/5RK1 w - - 0 18,-0.1572143245837602,-0.2201137169180837,0.06289939233432351
717,r2q1rk1/1pp2ppp/p1np4/5P1Q/3p2Pb/1BP4P/PP3P2/R1B1R1K1 b - - 0 18,-0.2201137169180837,-0.1572143245837602,0.06289939233432351
718,2kr2r1/pq1nnp2/1p1Rp3/2p1P3/2P3p1/1P4P1/PB2QP1N/3R2K1 w - - 2 25,0.0571523094832977,-0.0057303102628472,0.0628826197461449
720,b3rrk1/p5qp/1p1R1n2/2p1ppp1/Q1P5/4PP2/PP2BBPP/3R2K1 w - - 8 22,-0.0628325567723497,0.0,0.0628325567723497
719,r1bq1r1k/ppp4p/1n4n1/3P1p1N/2BP4/4Q3/PPP3PP/4RRK1 w - - 4 17,0.0,-0.0628325567723497,0.0628325567723497
721,7r/4nk1p/5pp1/3P4/2p2Q2/5P2/qP4PP/2K2B1R w - - 0 25,0.068502896251096,0.0057303102628472,0.0627725859882488
722,2q3rr/1b2k3/p2bppp1/1p1p3p/3NnP1Q/PPnBPN2/1BP3PP/R4RK1 b - - 0 23,0.0057303102628472,0.068502896251096,0.0627725859882488
723,3R4/ppp1B1pk/2b1p3/4Pp1q/2P1pPrp/4P1P1/PP4KP/3Q4 w - - 6 27,0.2788900223087348,0.3416114674830253,0.06272144517429051
724,r4b1k/3b1q1p/8/2p2PP1/1pPp3Q/3P4/1P3R1P/4R1K1 b - - 6 34,-0.3416114674830253,-0.2788900223087348,0.06272144517429051
725,rq4k1/r3bp1p/1p1pn1p1/3Qp3/1PP1P1PP/2R1BNK1/5P2/1R6 b - - 0 33,0.0741624665531833,0.0114597024147588,0.0627027641384245
726,5r1k/7p/1p4p1/p3P1qn/P1BP4/1P3Pp1/2R3P1/3RbNK1 w - - 0 33,0.0741624665531833,0.0114597024147588,0.0627027641384245
727,5rk1/4bppp/pr2q3/3pP3/2pP4/4BR2/PP1Q2PP/5RK1 w - - 5 21,-0.0114597024147588,-0.0741624665531833,0.0627027641384245
728,r1b2r1k/p1q3pp/2pbpn2/1p3p2/2BPn1P1/1QN1PN1P/PP3P2/2KRBR2 w - - 0 15,-0.2302140498796711,-0.2928740468512582,0.06265999697158708
729,3r2k1/p4ppp/1p2pb2/3q4/3P4/P2QB3/1P3PPP/3R2K1 w - - 4 23,-0.2302140498796711,-0.2928740468512582,0.06265999697158708
730,r1br2k1/pp2qpn1/3n3p/2pPp1p1/2P1P1P1/3QN3/PBP3BP/R4RK1 b - - 0 26,-0.2251785042506313,-0.1625945950218675,0.0625839092287638
731,7k/p5qp/2bbp1r1/2p2r2/2Pp1P2/1P1N4/P2BQRPP/5R1K w - - 5 33,-0.1625945950218675,-0.2251785042506313,0.0625839092287638
732,4r1kb/pp1bppnp/3Q2pB/8/2r2PP1/1NN4P/PPP2R2/4R1K1 b - - 0 20,-0.1625945950218675,-0.2251785042506313,0.0625839092287638
733,r7/p5pk/3Q2pp/8/3Pp1Pq/2P4r/P4P1B/R4RK1 b - - 1 23,0.6711128592648431,0.7336699645383301,0.06255710527348701
