,parent_fen,child_fen,move,parent_score,child_score,difference
814,7k/5p1p/B7/2p1P3/4Rb2/1Pp5/Pr5P/1K6 w - - 4 29,7k/5p1p/B7/2p1P3/4Rb2/1Pp5/Pr5P/K7 b - - 5 29,b1a1,-1.0,-0.94171,0.05828999999999995
816,3R1k2/5r2/6R1/2pPp1K1/2P3B1/4n2P/8/6r1 b - - 16 49,3R4/4kr2/6R1/2pPp1K1/2P3B1/4n2P/8/6r1 w - - 17 50,f8e7,-1.0,-0.94175,0.058250000000000024
815,8/5r2/8/3p4/b1p5/PpknQ2P/6P1/2R3K1 b - - 8 45,8/5r2/8/3p4/b1p5/Pp1nQ2P/1k4P1/2R3K1 w - - 9 46,c3b2,-1.0,-0.94176,0.05823999999999996
817,2r2rk1/pbqp2pB/1p2p2p/n2nN1N1/2pP4/P1P5/1P2QPPP/1R2R1K1 b - - 1 20,2r2r1k/pbqp2pB/1p2p2p/n2nN1N1/2pP4/P1P5/1P2QPPP/1R2R1K1 w - - 2 21,g8h8,-1.0,-0.94178,0.05822000000000005
818,4Q3/5pk1/6p1/2r1R3/5P2/6PK/5P2/7q w - - 11 40,4Q3/5pk1/6p1/2r1R3/5PK1/6P1/5P2/7q b - - 12 40,h3g4,-1.0,-0.94181,0.058189999999999964
819,2r3k1/q4rbR/3p2QN/Bp1Pp3/1P2p3/8/5PK1/8 b - - 3 47,2r2k2/q4rbR/3p2QN/Bp1Pp3/1P2p3/8/5PK1/8 w - - 4 48,g8f8,-1.0,-0.94181,0.058189999999999964
820,8/1pprn1b1/p5k1/3Pp1Pp/6K1/1P2NPP1/P6r/2BR1R2 w - h6 0 35,8/1pprn1b1/p5kP/3Pp3/6K1/1P2NPP1/P6r/2BR1R2 b - - 0 35,g5h6,-1.0,-0.94183,0.058170000000000055
822,5n1k/1bQ4p/1p2ppr1/p1p2n2/P2p1P2/1P1P2Pr/2P4K/2B1RNR1 w - - 0 45,5n1k/1bQ4p/1p2ppr1/p1p2n2/P2p1P2/1P1P2PK/2P5/2B1RNR1 b - - 0 45,h2h3,-1.0,-0.94184,0.05815999999999999
821,r5k1/pp1rbpp1/4p2p/3b4/5P2/1B2Q1B1/PPP2RPP/2Kq4 w - - 0 21,r5k1/pp1rbpp1/4p2p/3b4/5P2/1B2Q1B1/PPP2RPP/3K4 b - - 0 21,c1d1,-1.0,-0.94191,0.058089999999999975
823,r1r3k1/pp3p1Q/4bp2/5BPp/5q2/5P2/PPP5/1K1R4 b - - 4 25,r1r2k2/pp3p1Q/4bp2/5BPp/5q2/5P2/PPP5/1K1R4 w - - 5 26,g8f8,-1.0,-0.94193,0.058069999999999955
824,3rn1k1/1p2P1bp/3pQ1p1/p7/P6q/2P5/2P3PP/5R1K b - - 3 29,3rn2k/1p2P1bp/3pQ1p1/p7/P6q/2P5/2P3PP/5R1K w - - 4 30,g8h8,-1.0,-0.94195,0.058050000000000046
826,3R4/2B2k1p/1N4p1/2p2pP1/P2b4/6KP/4nr2/8 w - - 11 47,3R4/2B2k1p/1N4p1/2p2pP1/P2b3K/7P/4nr2/8 b - - 12 47,g3h4,-1.0,-0.94196,0.05803999999999998
828,7k/7p/B2b2p1/P2Q1p2/1p1Pr3/1P6/6Pq/R4RK1 w - - 1 32,7k/7p/B2b2p1/P2Q1p2/1p1Pr3/1P6/5KPq/R4R2 b - - 2 32,g1f2,-1.0,-0.94197,0.058030000000000026
827,5R1k/7n/pq2p1R1/1p2P3/2pr4/P3Q3/1PP5/6K1 b - - 1 39,5n1k/8/pq2p1R1/1p2P3/2pr4/P3Q3/1PP5/6K1 w - - 0 40,h7f8,-1.0,-0.94202,0.05798000000000003
825,3r3k/1p1P4/p4r2/7R/P5R1/3n4/6K1/8 b - - 1 41,3r3k/1p1P4/p6r/7R/P5R1/3n4/6K1/8 w - - 2 42,f6h6,-1.0,-0.94202,0.05798000000000003
830,1r4k1/5p1p/3n1p2/2p1pb2/r2P4/K1B1PN2/5PPP/3R3R w - - 0 25,1r4k1/5p1p/3n1p2/2p1pb2/K2P4/2B1PN2/5PPP/3R3R b - - 0 25,a3a4,-1.0,-0.94203,0.057969999999999966
829,r3rk1Q/p1pb1pb1/1pn3p1/3qP1B1/3P4/8/P3NPP1/1R2K2R b K - 1 20,r3rk1b/p1pb1p2/1pn3p1/3qP1B1/3P4/8/P3NPP1/1R2K2R w K - 0 21,g7h8,-1.0,-0.94204,0.05796000000000001
831,1n2r3/p2R2p1/1b2nk1p/2p1pN2/2P1N1P1/4BP2/4K3/8 b - - 6 37,1n2r3/p2R2p1/1b2n1kp/2p1pN2/2P1N1P1/4BP2/4K3/8 w - - 7 38,f6g6,-1.0,-0.94204,0.05796000000000001
832,6k1/p4pp1/1p5p/3PpP1P/4Q1R1/q1K1P3/r4P2/3R4 w - - 1 33,6k1/p4pp1/1p5p/3PpP1P/2K1Q1R1/q3P3/r4P2/3R4 b - - 2 33,c3c4,-1.0,-0.94204,0.05796000000000001
833,r1b3QQ/3n1k2/p1q4r/P1pnp3/2B5/8/1P4PP/6K1 b - - 0 31,r1b3QQ/3nk3/p1q4r/P1pnp3/2B5/8/1P4PP/6K1 w - - 1 32,f7e7,-1.0,-0.94204,0.05796000000000001
836,5bk1/5pp1/p6p/8/P7/3pBb1P/1P2n3/R2Q1N1K w - - 0 32,5bk1/5pp1/p6p/8/P7/3pBb1P/1P2n2K/R2Q1N2 b - - 1 32,h1h2,-1.0,-0.94205,0.057949999999999946
834,5r2/p2n1prk/2q1p2Q/1p1nP1B1/2p3R1/2P5/PP3PPP/4R1K1 b - - 0 28,5rk1/p2n1pr1/2q1p2Q/1p1nP1B1/2p3R1/2P5/PP3PPP/4R1K1 w - - 1 29,h7g8,-1.0,-0.94205,0.057949999999999946
835,4r1k1/pp5p/6pQ/3b4/2pP1R2/2P1q1PB/P4R1P/4r1K1 w - - 4 32,4r1k1/pp5p/6pQ/3b4/2pP1R2/2P1q1P1/P4R1P/4rBK1 b - - 5 32,h3f1,-1.0,-0.94205,0.057949999999999946
837,6kR/1p4p1/3p4/1Pp5/P1b2R2/2q1r1QP/6P1/6K1 b - - 1 32,7k/1p4p1/3p4/1Pp5/P1b2R2/2q1r1QP/6P1/6K1 w - - 0 33,g8h8,-1.0,-0.94208,0.05791999999999997
839,8/7Q/p2Bpp2/6kp/6pP/8/4q1PK/8 b - - 0 50,8/7Q/p2Bpp2/7p/6pk/8/4q1PK/8 w - - 0 51,g5h4,-1.0,-0.94209,0.05791000000000002
840,r2q1b2/pppb1Q1p/2n2n2/6pk/3PR2N/7P/PP3PP1/R1B3K1 b - - 1 18,r2q1b2/pppb1Q1p/2n2n1k/6p1/3PR2N/7P/PP3PP1/R1B3K1 w - - 2 19,h5h6,-1.0,-0.94212,0.05788000000000004
838,7r/p2P2b1/4Q2p/q4k2/1p3P2/8/P6P/1K1bR3 b - - 5 28,7r/p2P2b1/4Q2p/q7/1p3k2/8/P6P/1K1bR3 w - - 0 29,f5f4,-1.0,-0.94212,0.05788000000000004
843,7Q/3b2p1/5bBk/5P1p/2P1p3/P5PP/8/3q2BK b - - 2 56,7Q/3b2p1/5bB1/5Pkp/2P1p3/P5PP/8/3q2BK w - - 3 57,h6g5,-1.0,-0.94213,0.05786999999999998
841,6k1/2p2ppp/6r1/4P3/4PP2/P4P2/4n1BP/R1B1qRK1 w - - 5 27,6k1/2p2ppp/6r1/4P3/4PP2/P4P2/4n1BP/R1B1qR1K b - - 6 27,g1h1,-1.0,-0.94214,0.05786000000000002
842,RQ6/5pk1/1p4p1/2p3Pp/1n6/6B1/1P5K/5qb1 w - - 8 53,RQ6/5pk1/1p4p1/2p3Pp/1n6/6B1/1P6/5qbK b - - 9 53,h2h1,-1.0,-0.94214,0.05786000000000002
844,4Q1k1/1p6/p5p1/6Np/1P6/2r4P/1q4P1/6K1 b - - 5 50,4Q3/1p4k1/p5p1/6Np/1P6/2r4P/1q4P1/6K1 w - - 6 51,g8g7,-1.0,-0.94214,0.05786000000000002
845,7r/pQ1k3p/1p1Np1nR/3pP3/8/P7/2Pn1PPK/5q2 b - - 2 29,3k3r/pQ5p/1p1Np1nR/3pP3/8/P7/2Pn1PPK/5q2 w - - 3 30,d7d8,-1.0,-0.94215,0.05784999999999996
846,6r1/4q3/1pBp1R2/r2PpRk1/4P3/7P/1P4P1/7K b - - 0 51,6r1/4q3/1pBp1R2/r2PpR2/4P2k/7P/1P4P1/7K w - - 1 52,g5h4,-1.0,-0.94215,0.05784999999999996
847,3Q4/5kpp/p1q1p3/2p2P2/P1B1p3/1PP1Pnb1/7r/R1B3K1 w - - 1 32,3Q4/5kpp/p1q1p3/2p2P2/P1B1p3/1PP1Pnb1/7r/R1B2K2 b - - 2 32,g1f1,-1.0,-0.94216,0.05784
848,7r/1n1b2k1/1p1p4/3Pp1N1/1PP2p2/5P2/3QB2r/2R4K w - - 0 34,7r/1n1b2k1/1p1p4/3Pp1N1/1PP2p2/5P2/3QB2r/2R3K1 b - - 1 34,h1g1,-1.0,-0.94217,0.05783000000000005
849,6k1/8/1pPp2pQ/p2P1p2/P1P2R2/7P/6PK/4q1b1 w - - 7 41,6k1/8/1pPp2pQ/p2P1p2/P1P2R2/7P/6P1/4q1bK b - - 8 41,h2h1,-1.0,-0.94219,0.05781000000000003
850,8/5Q1k/7p/P4pp1/1PpP2qr/2P1Pb2/5PpB/R3R1K1 b - - 2 33,7k/5Q2/7p/P4pp1/1PpP2qr/2P1Pb2/5PpB/R3R1K1 w - - 3 34,h7h8,-1.0,-0.9422,0.05779999999999996
851,4k3/3R4/3rPK1p/7B/2n5/8/3p2P1/8 b - - 4 52,5k2/3R4/3rPK1p/7B/2n5/8/3p2P1/8 w - - 5 53,e8f8,-1.0,-0.94221,0.05779000000000001
853,2Q2R2/p5pk/7p/1p2pp2/5n2/P2r1P2/1P3PqP/5B1K w - - 4 36,2Q2R2/p5pk/7p/1p2pp2/5n2/P2r1P2/1P3PBP/7K b - - 0 36,f1g2,-1.0,-0.94222,0.057780000000000054
852,r6k/5Nbp/pqr3p1/8/1p1pP3/1Q6/1P3PPP/R3B1K1 b - - 1 29,r5k1/5Nbp/pqr3p1/8/1p1pP3/1Q6/1P3PPP/R3B1K1 w - - 2 30,h8g8,-1.0,-0.94222,0.057780000000000054
854,1br4k/1p4pp/p7/3Q4/N2P4/1P1bB2P/P4P1q/2R2K2 w - - 3 32,1br4k/1p4pp/p7/3Q4/N2P4/1P1bB2P/P4P1q/2R1K3 b - - 4 32,f1e1,-1.0,-0.94223,0.05776999999999999
855,8/1Q3p1k/6p1/7p/5P1P/3N2P1/7K/5qb1 w - - 9 49,8/1Q3p1k/6p1/7p/5P1P/3N2P1/8/5qbK b - - 10 49,h2h1,-1.0,-0.94224,0.057760000000000034
856,1q3R1k/4Q2p/6p1/3pb3/N2rn3/8/6PP/R5K1 b - - 1 34,5q1k/4Q2p/6p1/3pb3/N2rn3/8/6PP/R5K1 w - - 0 35,b8f8,-1.0,-0.94225,0.05774999999999997
857,2R3k1/8/5Kp1/4N3/8/5P2/2p3r1/5n2 b - - 1 36,2R5/7k/5Kp1/4N3/8/5P2/2p3r1/5n2 w - - 2 37,g8h7,-1.0,-0.94227,0.05772999999999995
858,6Q1/8/2k5/P7/1q2p3/2Kn4/3N4/8 w - - 5 63,6Q1/8/2k5/P7/1q2p3/3n4/2KN4/8 b - - 6 63,c3c2,-1.0,-0.94227,0.05772999999999995
860,4Q2k/q7/7P/p2p2K1/Pp3N2/8/6P1/7r b - - 4 63,4Q3/q6k/7P/p2p2K1/Pp3N2/8/6P1/7r w - - 5 64,h8h7,-1.0,-0.94227,0.05772999999999995
859,6rk/ppp4p/3p1R2/3Pp3/2P4n/2BBb1r1/PP4bN/R2Q2K1 w - - 3 31,6rk/ppp4p/3p4/3Pp3/2P4n/2BBb1r1/PP3RbN/R2Q2K1 b - - 4 31,f6f2,-1.0,-0.94228,0.057719999999999994
862,3r4/7k/3NpN1p/p3P2b/2pr1n2/P5R1/8/2K4R b - - 7 43,3r3k/8/3NpN1p/p3P2b/2pr1n2/P5R1/8/2K4R w - - 8 44,h7h8,-1.0,-0.94229,0.05771000000000004
861,3r1rk1/pp3ppp/8/2p5/4PB2/P1P2nPP/Q3RPRK/8 w - - 1 28,3r1rk1/pp3ppp/8/2p5/4PB2/P1P2nPP/Q3RPR1/7K b - - 2 28,h2h1,-1.0,-0.9423,0.057699999999999974
863,r4rk1/ppR2p2/5npb/1P2n2p/3N4/P1QP1KPb/1B1NP2P/4R2B w - - 3 26,r4rk1/ppR2p2/5npb/1P2n2p/3N4/P1QP2Pb/1B1NPK1P/4R2B b - - 4 26,f3f2,-1.0,-0.94231,0.05769000000000002
864,4R3/Q4Bpk/7p/8/P7/5bP1/3r1P1P/7K w - - 1 32,4R3/Q4Bpk/7p/8/P7/5bP1/3r1P1P/6K1 b - - 2 32,h1g1,-1.0,-0.94231,0.05769000000000002
865,5rk1/p5b1/2p5/1pP1P2Q/2qP2P1/P6R/1P1n4/1K5R w - - 1 33,5rk1/p5b1/2p5/1pP1P2Q/2qP2P1/P6R/1P1n4/K6R b - - 2 33,b1a1,-1.0,-0.94233,0.05767
866,1R6/8/1p3k2/3p4/1Bn2K2/2P3P1/8/5r2 w - - 3 49,1R6/8/1p3k2/3p4/1Bn3K1/2P3P1/8/5r2 b - - 4 49,f4g4,-1.0,-0.94233,0.05767
867,8/1p3pkp/p2B2p1/2pP1b2/n4P2/1n4P1/7P/2K1RB2 w - - 1 29,8/1p3pkp/p2B2p1/2pP1b2/n4P2/1n4P1/7P/3KRB2 b - - 2 29,c1d1,-1.0,-0.94234,0.057660000000000045
868,3QQ3/2p2r1k/1p4pp/4b3/p1P1N1P1/P4nRP/1P5K/5r2 w - - 1 41,3QQ3/2p2r1k/1p4pp/4b3/p1P1N1P1/P4nRP/1P4K1/5r2 b - - 2 41,h2g2,-1.0,-0.94239,0.05761000000000005
870,r4r2/p3p2k/3p2p1/qb1P4/1p1Q2P1/5P2/PPP1B3/2K4R b - - 1 21,r4rk1/p3p3/3p2p1/qb1P4/1p1Q2P1/5P2/PPP1B3/2K4R w - - 2 22,h7g8,-1.0,-0.9424,0.057599999999999985
869,4rr2/ppp5/3qp3/1b1p4/3Pk3/4Q2R/PP3PP1/R3K3 b Q - 4 28,4rr2/ppp5/3qp3/1b1p1k2/3P4/4Q2R/PP3PP1/R3K3 w Q - 5 29,e4f5,-1.0,-0.94241,0.05759000000000003
871,2r2k2/2p2R2/3rP3/5P1P/7P/1p6/1P1p4/1K4R1 b - - 1 37,2r1k3/2p2R2/3rP3/5P1P/7P/1p6/1P1p4/1K4R1 w - - 2 38,f8e8,-1.0,-0.94242,0.057579999999999965
872,5QB1/7k/p5p1/1p3pp1/1P1q2P1/P6K/8/8 b - - 7 49,5QBk/8/p5p1/1p3pp1/1P1q2P1/P6K/8/8 w - - 8 50,h7h8,-1.0,-0.94245,0.05754999999999999
933,rn3r2/pbppq1p1/1p2pN2/6k1/3P2NP/3B4/PPP2PP1/R3K2R b KQ - 0 14,rn3r2/pbppq1p1/1p2pN2/8/3P1kNP/3B4/PPP2PP1/R3K2R w KQ - 1 15,g5f4,-1.0,-0.94246,0.057540000000000036
874,r1r3k1/pp3p1B/4bp1Q/6Pp/5q2/5P2/PPP5/1K1R4 b - - 0 23,r1r4k/pp3p1B/4bp1Q/6Pp/5q2/5P2/PPP5/1K1R4 w - - 1 24,g8h8,-1.0,-0.94247,0.05752999999999997
873,q4k1r/pp1b1ppp/8/2Qp3n/8/6P1/PP3P1P/2R1R1K1 b - - 3 22,q5kr/pp1b1ppp/8/2Qp3n/8/6P1/PP3P1P/2R1R1K1 w - - 4 23,f8g8,-1.0,-0.94248,0.057520000000000016
876,rnbq1r1k/pppnb1p1/4p3/3pP1PQ/3P4/2N5/PPP2PP1/R1B1K3 b Q - 1 12,rnbq1rk1/pppnb1p1/4p3/3pP1PQ/3P4/2N5/PPP2PP1/R1B1K3 w Q - 2 13,h8g8,-1.0,-0.94248,0.057520000000000016
878,7k/pp5R/4p1P1/1b2P1K1/3r1N2/4p1P1/2q5/6Q1 b - - 0 34,6k1/pp5R/4p1P1/1b2P1K1/3r1N2/4p1P1/2q5/6Q1 w - - 1 35,h8g8,-1.0,-0.94249,0.05750999999999995
875,r3k2r/pp2bpp1/1qpp4/7p/5PN1/2PN4/PP1Pn1PP/R1BQ1RK1 w kq - 1 16,r3k2r/pp2bpp1/1qpp4/7p/5PN1/2PN4/PP1Pn1PP/R1BQ1R1K b kq - 2 16,g1h1,-1.0,-0.94249,0.05750999999999995
877,2rnq1k1/p4rbQ/4pPp1/3pP3/2pP4/2p4R/PP1N2PP/R5K1 b - - 0 27,2rnqk2/p4rbQ/4pPp1/3pP3/2pP4/2p4R/PP1N2PP/R5K1 w - - 1 28,g8f8,-1.0,-0.94249,0.05750999999999995
880,1k3r2/pn5p/1p1p1r2/3Qp3/PB6/8/5qPP/1R1R2K1 w - - 4 35,1k3r2/pn5p/1p1p1r2/3Qp3/PB6/8/5qPP/1R1R3K b - - 5 35,g1h1,-1.0,-0.94251,0.05749000000000004
879,8/QP3k2/3p2q1/3P1p2/2p2Pn1/2P4R/6B1/4r1K1 w - - 1 40,8/QP3k2/3p2q1/3P1p2/2p2Pn1/2P4R/8/4rBK1 b - - 2 40,g2f1,-1.0,-0.94251,0.05749000000000004
882,1rN1R2k/8/p6p/2pP1BbP/2Pq1p2/1r3P2/2Q5/5KR1 b - - 3 40,1rN1R3/6k1/p6p/2pP1BbP/2Pq1p2/1r3P2/2Q5/5KR1 w - - 4 41,h8g7,-1.0,-0.94252,0.057479999999999976
881,5bk1/6pP/6K1/4BPp1/8/8/8/8 b - - 0 67,5b1k/6pP/6K1/4BPp1/8/8/8/8 w - - 1 68,g8h8,-1.0,-0.94253,0.05747000000000002
884,1r1r4/1B1bnk1Q/p3pNp1/5pP1/3N1q2/8/PPP4P/1K1R4 b - - 7 27,1r1r1k2/1B1bn2Q/p3pNp1/5pP1/3N1q2/8/PPP4P/1K1R4 w - - 8 28,f7f8,-1.0,-0.94253,0.05747000000000002
883,r2r4/5P2/p7/4B3/3p4/8/bPP1kR2/2KN4 b - - 3 46,r2r4/5P2/p7/4B3/3p4/8/bPP2R2/2KNk3 w - - 4 47,e2e1,-1.0,-0.94254,0.057459999999999956
885,6rk/1Np3r1/1PPp4/3Pp2p/4Pp1q/R4Pp1/5nQ1/4BR1K w - - 2 41,6rk/1Np3r1/1PPp4/3Pp2p/4Pp1q/R4Pp1/5nQ1/4BRK1 b - - 3 41,h1g1,-1.0,-0.9426,0.05740000000000001
888,2k5/ppb2p2/4r3/2qP1Q2/2P2P2/5P1p/P3p2P/2RBR1K1 w - - 2 32,2k5/ppb2p2/4r3/2qP1Q2/2P2P2/5P1p/P3p2P/2RBR2K b - - 3 32,g1h1,-1.0,-0.94261,0.05739000000000005
891,2q2rkR/2p1Rp2/2rn2p1/8/5PPQ/1p5P/1PP5/2K5 b - - 1 32,2q2r1R/2p1Rpk1/2rn2p1/8/5PPQ/1p5P/1PP5/2K5 w - - 2 33,g8g7,-1.0,-0.94261,0.05739000000000005
886,bn5R/r2q3k/2p1p3/p1P2p1r/Pp1P1P2/6R1/1P2P2P/6QK b - - 4 32,bn5k/r2q4/2p1p3/p1P2p1r/Pp1P1P2/6R1/1P2P2P/6QK w - - 0 33,h7h8,-1.0,-0.94261,0.05739000000000005
887,r2q4/2p4Q/5kRb/P1pPp3/2b2p2/8/7P/7K b - - 1 44,r2q4/2p4Q/6Rb/P1pPpk2/2b2p2/8/7P/7K w - - 2 45,f6f5,-1.0,-0.94263,0.05737000000000003
889,5rk1/1R3p2/6pp/2b5/Q4N2/5PPK/6P1/7q w - - 6 38,5rk1/1R3p2/6pp/2b5/Q4NK1/5PP1/6P1/7q b - - 7 38,h3g4,-1.0,-0.94264,0.05735999999999997
890,2Q5/1ppRkr1p/p1n3p1/8/1P2Pq2/P7/5PP1/B5K1 b - - 9 35,2Q5/1ppR1r1p/p1n1k1p1/8/1P2Pq2/P7/5PP1/B5K1 w - - 10 36,e7e6,-1.0,-0.94265,0.05735000000000001
893,5b1r/3Qpp1p/2n5/2pk2p1/8/5qP1/PP3P1P/4RK1R b - - 3 26,5b1r/3Qpp1p/2n5/2p3p1/2k5/5qP1/PP3P1P/4RK1R w - - 4 27,d5c4,-1.0,-0.94268,0.05732000000000004
892,8/Q4p1k/6pp/8/2R1P3/1P3q2/P2K1P1P/3r4 w - - 3 37,8/Q4p1k/6pp/8/2R1P3/1P3q2/P1K2P1P/3r4 b - - 4 37,d2c2,-1.0,-0.94268,0.05732000000000004
895,8/ppp2p1k/6p1/8/3Qn3/1PP1r1P1/P4q1P/2R2BK1 w - - 21 44,8/ppp2p1k/6p1/8/3Qn3/1PP1r1P1/P4q1P/2R2B1K b - - 22 44,g1h1,-1.0,-0.94271,0.05728999999999995
894,7Q/4kq1B/pp1p3R/3p2p1/1PP5/5bP1/P5r1/5RK1 w - - 11 40,7Q/4kq1B/pp1p3R/3p2p1/1PP5/5bP1/P5r1/5R1K b - - 12 40,g1h1,-1.0,-0.94273,0.05727000000000004
896,8/p4R2/1p4kp/1P1B1Pp1/r6P/2b3PK/8/8 b - - 0 72,8/p4R2/1p5p/1P1B1Ppk/r6P/2b3PK/8/8 w - - 1 73,g6h5,-1.0,-0.94273,0.05727000000000004
897,1r1r4/1B1bnk1Q/p3pNp1/5pP1/3N1q2/8/PPP4P/1K1R4 b - - 3 25,1r1r1k2/1B1bn2Q/p3pNp1/5pP1/3N1q2/8/PPP4P/1K1R4 w - - 4 26,f7f8,-1.0,-0.94274,0.05725999999999998
898,8/1ppR4/p2p1k1r/3Pp3/1PP1N3/8/4K1Qr/6b1 b - - 5 51,8/1ppR4/p2p3r/3Ppk2/1PP1N3/8/4K1Qr/6b1 w - - 6 52,f6f5,-1.0,-0.94277,0.05723
899,3r1r2/4pBk1/1q2b1PQ/ppn1Pp2/3N4/1PP1R3/5PP1/5RK1 b - - 0 34,3r1r2/4pB2/1q2b1Pk/ppn1Pp2/3N4/1PP1R3/5PP1/5RK1 w - - 0 35,g7h6,-1.0,-0.94279,0.05720999999999998
900,4R3/5k1p/4Q1p1/p1p2pq1/P5P1/8/1P3PPK/3r4 b - - 3 41,4R3/6kp/4Q1p1/p1p2pq1/P5P1/8/1P3PPK/3r4 w - - 4 42,f7g7,-1.0,-0.94279,0.05720999999999998
901,r1bq2k1/pp5Q/2n1p1B1/3pP3/6P1/P4r2/2P2P1P/R3K2R b KQ - 4 18,r1bq1k2/pp5Q/2n1p1B1/3pP3/6P1/P4r2/2P2P1P/R3K2R w KQ - 5 19,g8f8,-1.0,-0.94284,0.05715999999999999
902,4Qb2/1p4kp/2ppB1p1/B7/2P2P2/1P1bK1P1/P3q3/8 w - - 12 38,4Qb2/1p4kp/2ppB1p1/B7/2PK1P2/1P1b2P1/P3q3/8 b - - 13 38,e3d4,-1.0,-0.94284,0.05715999999999999
904,5r2/1pqrRp1k/2p2PQ1/7p/3P2bP/2pB4/6P1/5RK1 b - - 0 33,5r1k/1pqrRp2/2p2PQ1/7p/3P2bP/2pB4/6P1/5RK1 w - - 1 34,h7h8,-1.0,-0.94288,0.05711999999999995
905,5k1Q/p4p2/2rqr3/5RR1/1p3P2/1P2p3/6PK/8 b - - 2 44,7Q/p3kp2/2rqr3/5RR1/1p3P2/1P2p3/6PK/8 w - - 3 45,f8e7,-1.0,-0.94288,0.05711999999999995
903,6k1/6p1/p5Np/5Q2/8/1P5P/2P3PK/4q1b1 w - - 3 42,6k1/6p1/p5Np/5Q2/8/1P5P/2P3P1/4q1bK b - - 4 42,h2h1,-1.0,-0.94288,0.05711999999999995
906,1k6/pp4p1/4Bp2/R3bP1p/4P2P/5Q1b/5P2/2r3K1 w - - 3 47,1k6/pp4p1/4Bp2/R3bP1p/4P2P/7b/5P2/2rQ2K1 b - - 4 47,f3d1,-1.0,-0.9429,0.05710000000000004
911,4r2k/6pR/p4bP1/1p6/1P6/1N2BPQ1/PP2qP2/K7 b - - 0 33,4r1k1/6pR/p4bP1/1p6/1P6/1N2BPQ1/PP2qP2/K7 w - - 1 34,h8g8,-1.0,-0.94291,0.057089999999999974
907,1r4k1/3R2p1/4p3/5pQN/5P2/6KP/1p3qP1/5r2 w - - 3 37,1r4k1/3R2p1/4p3/5pQN/5P2/7P/1p3qPK/5r2 b - - 4 37,g3h2,-1.0,-0.94294,0.05706
908,2R3k1/r4pp1/4p2p/3pP1PP/p7/Pn4P1/1P4K1/5B2 b - - 1 52,2R5/r4ppk/4p2p/3pP1PP/p7/Pn4P1/1P4K1/5B2 w - - 2 53,g8h7,-1.0,-0.94295,0.057050000000000045
909,r4r1k/ppp2qpQ/1b1p4/3NnP2/1PB1PR2/8/P6P/R6K b - - 0 21,r4r2/ppp2qpk/1b1p4/3NnP2/1PB1PR2/8/P6P/R6K w - - 0 22,h8h7,-1.0,-0.94296,0.05703999999999998
912,6r1/4k3/p1p1pnK1/4R3/8/2P3P1/P3R2P/8 w - - 3 45,6r1/4k3/p1p1pn1K/4R3/8/2P3P1/P3R2P/8 b - - 4 45,g6h6,-1.0,-0.94297,0.057030000000000025
910,3rr1k1/1b3pPQ/1p2q1n1/pP3R2/3Bp3/P3P1P1/6BP/R5K1 b - - 0 27,3rr3/1b3pPk/1p2q1n1/pP3R2/3Bp3/P3P1P1/6BP/R5K1 w - - 0 28,g8h7,-1.0,-0.94299,0.057010000000000005
915,5rk1/8/3p2Q1/q2N3p/Pp6/7P/5PP1/6K1 b - - 5 36,5r1k/8/3p2Q1/q2N3p/Pp6/7P/5PP1/6K1 w - - 6 37,g8h8,-1.0,-0.943,0.05700000000000005
913,R2k2r1/3rR3/2p3q1/8/3p4/Q5pb/PPP2P2/6K1 b - - 6 35,R5r1/2krR3/2p3q1/8/3p4/Q5pb/PPP2P2/6K1 w - - 7 36,d8c7,-1.0,-0.94301,0.056989999999999985
914,r1b1n1r1/1p3p1k/p2p4/5PB1/8/1n5R/P1P3RP/q2B2K1 b - - 1 30,r1b1n1r1/1p3pk1/p2p4/5PB1/8/1n5R/P1P3RP/q2B2K1 w - - 2 31,h7g7,-1.0,-0.94302,0.05698000000000003
916,8/3Q4/P2p2k1/3Pp2p/4Pp1n/5P2/6Np/5r1K w - - 0 42,8/3Q4/P2p2k1/3Pp2p/4Pp1n/5P2/6NK/5r2 b - - 0 42,h1h2,-1.0,-0.94304,0.05696000000000001
919,3rn1k1/pp1q2bp/3p3N/2pP4/P7/2P3Q1/1P4PP/5RK1 b - - 1 27,3rn2k/pp1q2bp/3p3N/2pP4/P7/2P3Q1/1P4PP/5RK1 w - - 2 28,g8h8,-1.0,-0.94305,0.056949999999999945
917,2k1nr2/2p4p/1p6/p3PPpP/2p5/P2rK1P1/1P2NR2/2R5 w - - 1 37,2k1nr2/2p4p/1p6/p3PPpP/2p1K3/P2r2P1/1P2NR2/2R5 b - - 2 37,e3e4,-1.0,-0.94305,0.056949999999999945
918,r4r1k/pbq2PQn/1p3b2/2ppN2p/3P3P/4P3/PP3P2/1K4RR b - - 6 25,r4r1k/pbq2Pbn/1p6/2ppN2p/3P3P/4P3/PP3P2/1K4RR w - - 0 26,f6g7,-1.0,-0.94306,0.05693999999999999
920,5n1k/1p1q1b2/5B1p/3p1N2/r2PpP2/4P2P/6RK/8 b - - 1 51,5n2/1p1q1b1k/5B1p/3p1N2/r2PpP2/4P2P/6RK/8 w - - 2 52,h8h7,-1.0,-0.94307,0.056930000000000036
