,parent_fen,child_fen,move,parent_score,child_score,difference
940,8/8/3K2p1/4PpP1/bk3P2/4P3/8/8 b - - 3 64,8/8/3K2p1/4PpP1/b4P2/2k1P3/8/8 w - - 4 65,b4c3,-0.45882,-0.56211,0.10328999999999999
944,8/1k6/pp1rp3/5p1p/3PpP1P/1P2K1P1/P1R5/8 b - - 0 41,8/1k6/ppr1p3/5p1p/3PpP1P/1P2K1P1/P1R5/8 w - - 1 42,d6c6,0.63611,0.7394,0.10328999999999999
941,R7/P1p5/2p5/6p1/1PPK3p/r6k/7P/8 w - - 1 54,R7/P1p5/2p5/2K3p1/1PP4p/r6k/7P/8 b - - 2 54,d4c5,0.05316,-0.05012,0.10328
946,6k1/r5pp/4pp2/P3n3/2p5/2P2P2/1P3KPP/2B2R2 w - - 1 30,6k1/r5pp/4pp2/P3n3/2p2P2/2P5/1P3KPP/2B2R2 b - - 0 30,f3f4,-0.20006,-0.30331,0.10325000000000004
943,4k3/1p1n3p/pN4p1/K7/8/1P6/P5PP/8 b - - 5 33,4k3/1p5p/pN3np1/K7/8/1P6/P5PP/8 w - - 6 34,d7f6,-0.67987,-0.78311,0.10324
945,8/7p/3k2p1/2nBp1P1/p3P3/P3K3/1P6/8 b - - 0 47,8/7p/n2k2p1/3Bp1P1/p3P3/P3K3/1P6/8 w - - 1 48,c5a6,-0.35588,-0.4591,0.10322000000000003
947,8/2p3p1/1p1p2kp/3Ppr2/1PP3K1/1R3PP1/2R4P/7r w - - 5 46,8/2p3p1/1p1p2kp/2PPpr2/1P4K1/1R3PP1/2R4P/7r b - - 0 46,c4c5,-0.56755,-0.67074,0.10319
949,8/4kBp1/n6p/1pp1N3/p7/P5P1/1Pb1KPP1/8 w - - 2 34,8/4kBp1/n6p/1pp1N3/p7/P5P1/1PbK1PP1/8 b - - 3 34,e2d2,-0.2118,-0.31496,0.10316000000000003
950,8/3k4/2r2PK1/8/8/3P4/2p5/2R5 b - - 1 54,4k3/8/2r2PK1/8/8/3P4/2p5/2R5 w - - 2 55,d7e8,-0.7607,-0.86386,0.10315999999999992
951,8/8/2p3k1/6pp/p1p5/P1P2PP1/7K/8 b - - 7 59,8/8/2p3k1/7p/p1p3p1/P1P2PP1/7K/8 w - - 0 60,g5g4,0.53652,0.43342,0.10309999999999997
952,8/1pB5/1P6/3k4/5bp1/1P6/6K1/8 b - - 2 49,8/1pB5/1P1b4/3k4/6p1/1P6/6K1/8 w - - 3 50,f4d6,0.30676,0.20385,0.10290999999999997
954,8/pQ1bqk1p/2p5/3pP3/4pP2/P3P3/1P2r3/3K2R1 b - - 1 25,8/pQ1bqk1p/2p5/3pP3/4pP2/P3P3/1P3r2/3K2R1 w - - 2 26,e2f2,0.44807,0.34519,0.10288000000000003
953,8/2K4p/p3kppP/P7/4P1P1/8/8/8 w - - 1 55,8/7p/p1K1kppP/P7/4P1P1/8/8/8 b - - 2 55,c7c6,0.47696,0.37409,0.10287000000000002
955,8/p6p/2R5/3p2k1/1P1P4/r5P1/3K3P/8 b - - 1 52,8/7p/2R5/p2p2k1/1P1P4/r5P1/3K3P/8 w - - 0 53,a7a5,-0.36874,-0.4716,0.10286000000000001
956,8/B7/2k1p1p1/5p1p/1PKP2nP/6P1/5P2/8 w - - 1 47,8/8/2k1p1p1/2B2p1p/1PKP2nP/6P1/5P2/8 b - - 2 47,a7c5,0.63392,0.53109,0.10283000000000009
957,8/4k3/4p3/bB3p1p/6p1/1b2P1P1/r4P1P/3R1KN1 w - - 10 35,8/4k3/4p3/bB3p1p/6p1/1b2P1P1/r4P1P/1R3KN1 b - - 11 35,d1b1,-0.46437,-0.56716,0.10278999999999999
958,8/1p2kp1p/6p1/1p6/3RN2P/1P2PPK1/2r5/5b2 b - - 3 35,8/1p2kp1p/6p1/1p6/3RN2P/1P2PPK1/1r6/5b2 w - - 4 36,c2b2,0.19193,0.08928,0.10264999999999999
959,3k4/1p3pp1/pBpr1n1p/P4r2/1PP5/1R3P2/5P1P/4RK2 b - - 10 33,2k5/1p3pp1/pBpr1n1p/P4r2/1PP5/1R3P2/5P1P/4RK2 w - - 11 34,d8c8,-0.45415,-0.55673,0.10257999999999995
960,8/1R6/4p1p1/k3P2p/3prP1P/6K1/1P4P1/8 b - - 1 44,8/1R6/4p1p1/k3P2p/3p1P1P/6K1/1P2r1P1/8 w - - 2 45,e4e2,-0.68355,-0.7861,0.10255000000000003
961,8/8/3B3n/1p2Pk1p/p1pP4/P1P2K2/8/8 w - - 2 52,8/8/7n/1p2Pk1p/pBpP4/P1P2K2/8/8 b - - 3 52,d6b4,-0.26898,-0.37153,0.10255000000000003
963,3r4/8/p1p2k1p/2P1p1p1/1PK5/5P2/6PP/4R3 b - - 0 33,8/8/p1p2k1p/2P1p1p1/1PKr4/5P2/6PP/4R3 w - - 1 34,d8d4,-0.36573,-0.26318,0.10254999999999997
962,8/6pp/4q1k1/2pp2P1/4p2P/2P1PbQ1/7K/R7 w - - 8 38,8/6pp/4q1k1/2pp2P1/4pQ1P/2P1Pb2/7K/R7 b - - 9 38,g3f4,0.66059,0.55807,0.10252000000000006
964,3r4/7k/3p4/1PpRb3/7P/6P1/3B4/5K2 w - - 2 38,3r4/7k/1P1p4/2pRb3/7P/6P1/3B4/5K2 b - - 0 38,b5b6,0.22421,0.12171,0.1025
965,8/6P1/6r1/8/2R4p/2P3k1/8/3K4 w - - 1 67,8/6P1/6r1/8/3R3p/2P3k1/8/3K4 b - - 2 67,c4d4,-0.59613,-0.69863,0.10249999999999992
966,1r6/1P2R1p1/7p/5P1K/6P1/5k2/4p2P/8 w - - 2 55,1r6/1P2R1p1/7p/5P1K/6PP/5k2/4p3/8 b - - 0 55,h2h4,-0.15837,-0.26086,0.10248999999999997
967,8/6Q1/2kqp3/4R3/1p6/1P1r3P/6PK/8 w - - 4 56,7Q/8/2kqp3/4R3/1p6/1P1r3P/6PK/8 b - - 5 56,g7h8,-0.67553,-0.77801,0.10248000000000002
968,8/8/p2r2p1/1p1nk3/8/1P4P1/2P1R1BP/6K1 b - - 3 40,8/8/p2r2p1/1p1n4/3k4/1P4P1/2P1R1BP/6K1 w - - 4 41,e5d4,-0.68787,-0.7903,0.10243000000000002
969,r3b3/1pk1r1p1/2p1p2p/4P2P/1P1P2R1/2PK1B2/7R/8 b - - 2 30,4b3/1pk1r1p1/2p1p2p/4P2P/1P1P2R1/2PK1B2/7R/r7 w - - 3 31,a8a1,-0.5582,-0.66052,0.10231999999999997
970,3r4/1pkn1ppp/p3pb2/8/4B3/BP2P2P/P4PP1/3R1K2 b - - 4 25,3r4/1pkn1ppp/4pb2/p7/4B3/BP2P2P/P4PP1/3R1K2 w - - 0 26,a6a5,-0.51749,-0.61977,0.10228000000000004
971,8/8/4p3/3k1pN1/3P2bP/4p1P1/3r4/4RK2 b - - 5 67,8/8/4p3/3k1pN1/3P2bP/4p1P1/8/3rRK2 w - - 6 68,d2d1,0.78783,0.68555,0.10228000000000004
972,2R2bk1/1Rp3pp/8/2P5/6K1/5rB1/3r4/8 b - - 1 40,2R2bk1/1Rp3pp/5r2/2P5/6K1/6B1/3r4/8 w - - 2 41,f3f6,0.55694,0.45466,0.10227999999999998
973,1r6/pB4kp/P4pp1/4p3/4P3/b1Pb2P1/3N3P/4R1K1 w - - 2 29,1r6/pB4kp/P4pp1/4p3/4P3/b1Pb2P1/3N2KP/4R3 b - - 3 29,g1g2,-0.53924,-0.43708,0.10216000000000003
974,8/1p4r1/p1p5/P1PpP1p1/3P1kb1/1R6/5KB1/8 w - - 18 69,8/1p4r1/p1p5/P1PpP1p1/3P1kb1/R7/5KB1/8 b - - 19 69,b3a3,-0.39755,-0.49962,0.10207
975,8/5p1k/4b1p1/QP4P1/P3P3/3r3p/5K2/8 w - - 0 51,8/5p1k/4b1p1/1P4P1/P3P3/3r3p/5K2/4Q3 b - - 1 51,a5e1,0.57918,0.47712,0.10206000000000004
976,8/8/6p1/8/2nB1K1P/1k6/p4R2/3r4 w - - 2 60,8/8/6p1/8/2nB1K1P/1k3R2/p7/3r4 b - - 3 60,f2f3,-0.51622,-0.6182,0.10197999999999996
977,8/3b4/kp2p1p1/p2pP1P1/PP6/KN1P4/8/8 b - - 5 48,2b5/8/kp2p1p1/p2pP1P1/PP6/KN1P4/8/8 w - - 6 49,d7c8,-0.45343,-0.55533,0.10189999999999999
978,r5k1/1p3q1p/p1p5/2Pp4/N2PppPP/1Q2P3/PP6/R5K1 b - - 0 24,r5k1/1p4qp/p1p5/2Pp4/N2PppPP/1Q2P3/PP6/R5K1 w - - 1 25,f7g7,-0.36754,-0.46941,0.10187000000000002
979,8/4Q3/1p4pk/5p2/1P1b3P/4nBP1/P2r4/6K1 w - - 3 41,8/8/1p4pk/5pQ1/1P1b3P/4nBP1/P2r4/6K1 b - - 4 41,e7g5,0.5497,0.44785,0.10184999999999994
980,8/1p2RQ1p/pkp3p1/2q5/2P2PP1/P7/1P4PK/3r4 b - - 10 31,8/1p2RQ1p/1kp3p1/p1q5/2P2PP1/P7/1P4PK/3r4 w - - 0 32,a6a5,-0.33559,-0.23378,0.10181000000000001
981,8/3kP3/p7/4K1Bp/b1P4P/8/8/8 b - - 4 62,8/3kP3/8/p3K1Bp/b1P4P/8/8/8 w - - 0 63,a6a5,-0.68711,-0.78891,0.1018
982,8/pp3k1p/8/3pp1P1/2qP3P/2P5/P2Q2K1/8 w - - 0 43,8/pp3k1p/8/3pp1P1/2qP3P/2P3K1/P2Q4/8 b - - 1 43,g2g3,0.18011,0.07831,0.10179999999999999
983,8/3n3p/2q2p1k/5P2/1p1Pp3/1rp1P1QP/8/5R1K b - - 1 45,8/3n3p/5p1k/3q1P2/1p1Pp3/1rp1P1QP/8/5R1K w - - 2 46,c6d5,-0.49814,-0.59993,0.10178999999999994
984,8/p6p/1p3Qp1/3q3k/P7/1P1r4/5P1P/R4K2 b - - 0 38,8/p6p/1p3Qp1/7k/P7/1P1r4/5P1P/R4K1q w - - 1 39,d5h1,0.70155,0.59977,0.10177999999999998
985,5r2/1p1krp1R/p1p5/3pRPP1/3P4/2P5/2PK4/8 b - - 2 32,4r3/1p1krp1R/p1p5/3pRPP1/3P4/2P5/2PK4/8 w - - 3 33,f8e8,-0.54096,-0.64273,0.10177000000000003
986,1k6/1r6/1K4R1/p2N4/P7/7p/8/8 w - - 6 73,1k6/1r6/6R1/K2N4/P7/7p/8/8 b - - 0 73,b6a5,0.32261,0.22087,0.10174
987,8/pp6/2p5/2Pp1k2/1P1P2p1/4QP2/P6q/5K2 w - - 0 47,8/pp6/2p5/2Pp1k2/1P1P2p1/3Q1P2/P6q/5K2 b - - 1 47,e3d3,-0.59568,-0.49401,0.10166999999999998
988,4nb2/1p4p1/2k1P2p/5PPP/4K3/1P6/3B4/8 w - - 0 50,4nb2/1p4p1/2k1PP1p/6PP/4K3/1P6/3B4/8 b - - 0 50,f5f6,-0.29556,-0.39719,0.10163
989,8/5p1p/4pn2/pk2N3/4PK1P/1P6/8/8 b - - 10 68,8/5p1p/4p3/pk2N2n/4PK1P/1P6/8/8 w - - 11 69,f6h5,0.41214,0.31059,0.10155000000000003
990,8/p7/5kp1/p1b3p1/P3P3/5PP1/4K2P/1B6 b - - 0 49,8/p7/6p1/p1b1k1p1/P3P3/5PP1/4K2P/1B6 w - - 1 50,f6e5,-0.71302,-0.81453,0.10150999999999999
991,5k2/5p1p/N2b2p1/3P4/8/6P1/4K2P/8 b - - 0 35,5k2/5p2/N2b2p1/3P3p/8/6P1/4K2P/8 w - - 0 36,h7h5,0.32035,0.2189,0.10145000000000001
992,8/8/1P2N1k1/4P3/6p1/2K2b2/8/8 w - - 0 61,8/8/1P2N1k1/4P3/1K4p1/5b2/8/8 b - - 1 61,c3b4,0.22496,0.12358,0.10138
994,6k1/5p1p/1p1qp1p1/p1n1Q3/2P2P2/PP6/2B2P1P/6K1 b - - 2 24,6k1/5p1p/1p2p1p1/p1n1q3/2P2P2/PP6/2B2P1P/6K1 w - - 0 25,d6e5,0.1834,0.08215,0.10125
993,8/8/4Q1p1/7p/p6P/6P1/2q5/k6K w - - 27 80,8/8/3Q2p1/7p/p6P/6P1/2q5/k6K b - - 28 80,e6d6,-0.55076,-0.65198,0.10121999999999998
995,4r1r1/6Np/1k1p1p2/p7/P2pbP1P/1P4R1/3K2P1/4R3 b - - 0 31,4r1r1/6Np/1k1p4/p4p2/P2pbP1P/1P4R1/3K2P1/4R3 w - - 0 32,f6f5,0.42038,0.52159,0.10121000000000002
997,4r1k1/1ppb1ppp/p2p4/3P1P2/2PNrR2/8/PP1R2PP/6K1 w - - 2 30,4r1k1/1ppb1ppp/p2p4/3P1P2/2PNrR2/8/PP3RPP/6K1 b - - 3 30,d2f2,-0.2693,-0.37051,0.10121000000000002
998,8/1p6/1p4k1/2p1qp2/P1P1r2P/1P2pQ1P/2P1R3/6K1 b - - 0 41,8/1p6/1p5k/2p1qp2/P1P1r2P/1P2pQ1P/2P1R3/6K1 w - - 1 42,g6h6,0.25107,0.1499,0.10117000000000001
996,r5r1/1p2k3/2pRbp2/p3p2p/P1P1P2N/1P3PP1/5K2/3R4 w - - 0 32,r5r1/1p2k3/2pRbp2/p3pN1p/P1P1P3/1P3PP1/5K2/3R4 b - - 1 32,h4f5,0.60067,0.70183,0.10115999999999992
999,6k1/7p/1r1p2pb/pN1Pp3/2P3QP/Pp6/1r4K1/8 w - - 0 35,6k1/7p/1r1p2pb/pN1Pp3/2P3QP/Pp4K1/1r6/8 b - - 1 35,g2g3,-0.41105,-0.51217,0.10111999999999999
948,8/3R4/5pk1/3N4/2pP1P2/p1B1K2p/P5qP/8 b - - 5 46,8/3R4/5pk1/3N4/2pP1P2/p1B1K2p/P6q/8 w - - 0 47,g2h2,0.73697,0.83177,0.0948
