,parent_fen,child_fen,move,parent_score,child_score,difference
0,8/1p3n2/1p6/pPp1p3/P1P1P1k1/2KP4/8/2B5 w - - 108 117,8/1p3n2/1p5B/pPp1p3/P1P1P1k1/2KP4/8/8 b - - 109 117,c1h6,0.0,-0.92862,0.92862
1,2B5/p1p5/7p/2p1k3/2P2pPP/7b/PPP1K3/8 w - - 3 37,2B5/p1p5/7p/2p1k3/2P2pPP/5K1b/PPP5/8 b - - 4 37,e2f3,0.30453,-0.4286,0.7331300000000001
2,7r/1p3k2/2p2Pp1/p2n2P1/P3R2P/1P3K2/3b4/7R w - - 16 53,7r/1p3k2/2p2Pp1/p2n2P1/P3R1KP/1P6/3b4/7R b - - 17 53,f3g4,0.02485,-0.57809,0.60294
3,3R4/8/4k3/8/3R2p1/6P1/1rrp1PKP/8 b - - 9 48,3R4/8/4k3/8/3R2p1/6P1/1rr2PKP/3q4 w - - 0 49,d2d1q,-0.04016,-0.62572,0.5855600000000001
4,r5k1/2p4p/p3R1p1/1p1p1q2/3N4/2P2P2/PP3P1P/4R2K b - - 1 26,r5k1/2p4p/p3R1p1/1p1p4/3N1q2/2P2P2/PP3P1P/4R2K w - - 2 27,f5f4,0.23153,-0.33548,0.56701
5,8/5k2/1pp2Pr1/p2n1Kb1/P7/1P4R1/8/3R4 w - - 0 78,8/5k2/1pp2Pr1/p2n1Kb1/P7/1P1R2R1/8/8 b - - 1 78,d1d3,0.07753,-0.48608,0.56361
6,8/8/8/1P6/6p1/4rkP1/7P/1R4K1 w - - 1 55,8/8/1P6/8/6p1/4rkP1/7P/1R4K1 b - - 0 55,b5b6,0.90717,0.35606,0.55111
7,6Q1/4k3/8/2p1P1p1/2P2qP1/3P4/4Q1K1/q7 w - - 4 79,2Q5/4k3/8/2p1P1p1/2P2qP1/3P4/4Q1K1/q7 b - - 5 79,g8c8,0.83988,0.30362,0.53626
8,5k2/pp2r1p1/3qPn1p/2pP1Q2/P1P5/2P3R1/6PP/6K1 b - - 4 35,4k3/pp2r1p1/3qPn1p/2pP1Q2/P1P5/2P3R1/6PP/6K1 w - - 5 36,f8e8,0.23789,-0.28735,0.5252399999999999
9,6k1/p3q2p/2P3p1/4r3/1P6/5Q1P/P3p1K1/4R3 w - - 7 44,6k1/p3q2p/2P3p1/4r3/1P6/3Q3P/P3p1K1/4R3 b - - 8 44,f3d3,-0.19287,-0.68381,0.49094000000000004
10,6k1/p3q2p/2P3p1/4r3/1P6/5Q1P/P3p1K1/4R3 w - - 11 46,6k1/p3q2p/2P3p1/4r3/1P6/3Q3P/P3p1K1/4R3 b - - 12 46,f3d3,-0.1934,-0.68408,0.49068
11,3q4/4kbQ1/4ppp1/8/2p2P2/8/P5PP/5R1K w - - 0 40,3q4/4kbQ1/4ppp1/8/2p2P2/8/P5PP/1R5K b - - 1 40,f1b1,0.51273,0.02542,0.48731
12,2r5/2P3p1/p4n1k/6p1/qP6/3Q3P/P4PP1/2R3K1 w - - 3 33,2r5/2P3p1/p4n1k/5Qp1/qP6/7P/P4PP1/2R3K1 b - - 4 33,d3f5,0.47514,0.01373,0.46141
13,8/pp4p1/3kn2p/5p2/PPR3P1/4KP2/1r2N2P/8 b - - 0 33,8/pp4p1/4n2p/3k1p2/PPR3P1/4KP2/1r2N2P/8 w - - 1 34,d6d5,0.16488,-0.27627,0.44115000000000004
14,8/p2rppbk/6p1/7p/n3N2P/P4PB1/6P1/1R5K b - - 1 38,8/p2rpp1k/6p1/7p/n2bN2P/P4PB1/6P1/1R5K w - - 2 39,g7d4,0.6194,0.18414,0.43526
15,4rk2/pp4pp/1np2p2/4r3/3R4/4N3/PPP2PPP/2KR4 b - - 6 22,4rk2/pp4pp/1np2p2/8/3Rr3/4N3/PPP2PPP/2KR4 w - - 7 23,e5e4,-0.09924,-0.50713,0.40789
16,8/4k3/1r3q2/3Rn2p/4P1pP/1P4P1/2PQ4/1K6 w - - 11 47,8/4k3/1r3q2/3Rn2p/3QP1pP/1P4P1/2P5/1K6 b - - 12 47,d2d4,-0.14648,-0.53656,0.39008000000000004
17,3r4/4k2p/5pp1/ppr1p3/3nPP2/P1NRK1P1/1P1R3P/8 b - - 6 40,3r4/4k3/5pp1/ppr1p2p/3nPP2/P1NRK1P1/1P1R3P/8 w - - 0 41,h7h5,-0.02629,-0.40153,0.37524
18,5r2/4rpk1/4p1pn/3pP1N1/p1p3P1/P1P4P/1P2RR2/3K4 b - - 18 41,5r2/4r1k1/4pppn/3pP1N1/p1p3P1/P1P4P/1P2RR2/3K4 w - - 0 42,f7f6,0.0115,-0.35396,0.36546
19,2k1n3/6p1/2p2p2/1pP2P1p/1P1KP2P/6B1/8/8 w - - 3 47,2k1n3/6p1/2pB1p2/1pP2P1p/1P1KP2P/8/8/8 b - - 4 47,g3d6,0.17348,-0.18841,0.36189
20,3r4/p4pk1/Bp2b1p1/3p4/1P1P1PP1/6K1/P7/2R5 b - - 0 28,8/p2r1pk1/Bp2b1p1/3p4/1P1P1PP1/6K1/P7/2R5 w - - 1 29,d8d7,-0.22847,-0.58921,0.36074
22,2r4k/6p1/p6p/7n/1P1R4/2p4P/P3rPPB/2R4K w - - 0 34,2r4k/6p1/p6p/3R3n/1P6/2p4P/P3rPPB/2R4K b - - 1 34,d4d5,0.04956,-0.30853,0.35809
21,8/2p1Q2k/2p3p1/2Pp2K1/3Pb1PP/8/8/4q3 b - - 3 58,7k/2p1Q3/2p3p1/2Pp2K1/3Pb1PP/8/8/4q3 w - - 4 59,h7h8,-0.21953,-0.57592,0.35639
23,4r3/2p2rpk/2np2Np/2p2P2/R5P1/1PP1p3/P5KP/4R3 b - - 2 38,4r3/2p2rpk/2n3Np/2pp1P2/R5P1/1PP1p3/P5KP/4R3 w - - 0 39,d6d5,-0.23609,-0.59173,0.35563999999999996
24,2r5/1br3p1/p3k3/3p1p2/1Pp5/2N1P3/P2R1PPP/2R3K1 w - - 2 30,2r5/1br3p1/p3k3/3p1p2/1Pp4P/2N1P3/P2R1PP1/2R3K1 b - - 0 30,h2h4,0.72653,0.38205,0.34448
25,6k1/2r1p2p/p2p1p2/Q2P4/P1p5/1P1q3P/5RPK/8 b - - 1 35,6k1/4p2p/p2p1p2/Q1rP4/P1p5/1P1q3P/5RPK/8 w - - 2 36,c7c5,-0.02635,0.31657,0.34292
26,8/ppp4k/4Q1bb/3P4/2P5/2N2r1P/PP6/3K4 w - - 2 38,8/ppp4k/3PQ1bb/8/2P5/2N2r1P/PP6/3K4 b - - 0 38,d5d6,0.91129,0.57667,0.33462000000000003
27,8/1p3pk1/6pp/8/1Pqbp3/P5P1/3Q1PKP/4N3 w - - 1 37,8/1p3pk1/6pp/8/1Pqbp3/P5P1/2NQ1PKP/8 b - - 2 37,e1c2,-0.35911,-0.68917,0.33005999999999996
28,5kr1/p7/3P1BB1/2p1pP2/8/4r3/P1P3K1/8 b - - 0 46,5k2/p5r1/3P1BB1/2p1pP2/8/4r3/P1P3K1/8 w - - 1 47,g8g7,-0.09993,-0.42648,0.32655
29,1k1K4/3P4/8/8/7R/6rp/8/8 w - - 25 80,1k1K4/3P4/8/8/1R6/6rp/8/8 b - - 26 80,h4b4,0.11927,0.44282,0.32355
30,2Q5/3nk3/1r2q3/3R3p/4P1pP/1P4P1/2P5/1K6 w - - 7 45,7Q/3nk3/1r2q3/3R3p/4P1pP/1P4P1/2P5/1K6 b - - 8 45,c8h8,0.04859,-0.26423,0.31282000000000004
31,2r3k1/4Qp2/1q3Pp1/7p/P2R3P/2p3P1/5P1K/8 w - - 4 47,2r3k1/5p2/1q3Pp1/7p/P2R3P/2p1Q1P1/5P1K/8 b - - 5 47,e7e3,-0.32611,-0.63655,0.31043999999999994
32,4q3/pR3rp1/P1p4k/2Pp1p1p/3PpP1P/4P1P1/6K1/3Q4 w - - 1 46,4q3/pR3rp1/P1p4k/2Pp1p1p/3PpP1P/4P1P1/6K1/1Q6 b - - 2 46,d1b1,0.65298,0.34357,0.30941
33,8/8/1pk2p2/p1p2Ppp/2P2P2/PP3K1P/8/8 w - - 0 42,8/8/1pk2p2/p1p2Ppp/2P1KP2/PP5P/8/8 b - - 1 42,f3e4,-0.03284,-0.33747,0.30463
35,r7/1p3kpp/2p5/p2b1p2/Nr1p1P2/1P1P2PP/P3PK2/1RR5 b - - 11 30,r7/1p3kp1/2p4p/p2b1p2/Nr1p1P2/1P1P2PP/P3PK2/1RR5 w - - 0 31,h7h6,0.12744,-0.17174,0.29918
34,2r5/p2b1kp1/1p1p1p2/2rP2p1/2P1P3/P1R3NP/5KP1/2R5 b - - 10 36,2r5/p2b1kp1/3p1p2/1prP2p1/2P1P3/P1R3NP/5KP1/2R5 w - - 0 37,b6b5,0.07679,-0.21917,0.29596
36,5rk1/1pp5/8/1PPp4/3P4/3QB3/3K1pq1/5R2 w - - 8 43,5rk1/1pp5/8/1PPp4/3P4/3QB3/5pq1/3K1R2 b - - 9 43,d2d1,0.78886,0.49383,0.29503
37,7r/B5k1/5p2/P3n2p/5pp1/1P5P/2P3P1/3K1B2 w - - 2 35,7r/B5k1/P4p2/4n2p/5pp1/1P5P/2P3P1/3K1B2 b - - 0 35,a5a6,0.66236,0.37079,0.29156999999999994
38,5b1k/8/2p2P2/1pp1Q1Pq/2P5/3PKP2/1P6/8 b - - 1 53,5b1k/8/2p2P2/1pp1Q1P1/2P4q/3PKP2/1P6/8 w - - 2 54,h5h4,-0.38126,-0.6706,0.28934
39,1k6/2bP4/8/1BR1pP2/3r4/8/2K5/8 w - - 1 75,1k6/2bP4/2B5/2R1pP2/3r4/8/2K5/8 b - - 2 75,b5c6,0.35388,0.64196,0.28808
40,8/2p1kp2/1b2b3/4P3/5p2/2R4P/4KPP1/r2BN3 b - - 2 44,8/2p1kp2/4b3/b3P3/5p2/2R4P/4KPP1/r2BN3 w - - 3 45,b6a5,0.24469,0.52846,0.2837700000000001
41,2Q5/1P4pk/5pn1/5B2/7p/7P/3q1PP1/6K1 w - - 2 38,1QQ5/6pk/5pn1/5B2/7p/7P/3q1PP1/6K1 b - - 0 38,b7b8q,0.88117,0.59866,0.28251000000000004
42,8/5kp1/8/p4PP1/3R1K2/r7/8/8 w - - 0 56,8/3R1kp1/8/p4PP1/5K2/r7/8/8 b - - 1 56,d4d7,0.19737,0.47832,0.28095000000000003
44,2k5/pppr2bp/4N1p1/5n2/4p3/8/PPP1K1PP/4RR2 w - - 2 25,2k5/pppr2bp/4N1p1/5n2/4p1P1/8/PPP1K2P/4RR2 b - - 0 25,g2g4,0.92536,0.64698,0.27837999999999996
43,8/5kpK/p2p3p/P1pPp3/2P1P1PP/2P5/8/8 w - - 3 45,7K/5kp1/p2p3p/P1pPp3/2P1P1PP/2P5/8/8 b - - 4 45,h7h8,0.56169,0.28435,0.27734000000000003
45,8/5R2/2k1K3/5P1p/6bP/6P1/8/5r2 w - - 11 70,5R2/8/2k1K3/5P1p/6bP/6P1/8/5r2 b - - 12 70,f7f8,-0.3258,-0.60028,0.27448000000000006
46,1r3b2/7k/7p/1N4p1/2p5/2P1RP1P/1PKR4/r7 w - - 0 43,1r3b2/2N4k/7p/6p1/2p5/2P1RP1P/1PKR4/r7 b - - 1 43,b5c7,0.11577,-0.15822,0.27399
47,4r1k1/5p1p/1p2p1p1/1p1pP3/r2R1P2/P1P1K1P1/1P5P/4R3 b - - 2 28,2r3k1/5p1p/1p2p1p1/1p1pP3/r2R1P2/P1P1K1P1/1P5P/4R3 w - - 3 29,e8c8,-0.10292,-0.37584,0.27292
48,8/7p/5N2/pp2k1P1/2p1p2P/P1P1K1n1/8/8 w - - 5 46,8/3N3p/8/pp2k1P1/2p1p2P/P1P1K1n1/8/8 b - - 6 46,f6d7,-0.28734,-0.55926,0.27192
49,5n2/p5pk/8/3QP3/3pKB2/2q5/7P/8 w - - 4 42,5n2/p5pk/8/4P3/3QKB2/2q5/7P/8 b - - 0 42,d5d4,-0.26023,-0.531,0.27077
50,8/5pp1/2p3b1/p1p1k1Pp/P1P1P2P/r2PK3/8/3B3R w - - 33 99,8/5pp1/2p3b1/p1p1k1Pp/P1P1P2P/r2P4/3K4/3B3R b - - 34 99,e3d2,0.04397,-0.21806,0.26203
51,3k4/2p5/3p2P1/8/pp4KP/3P4/5R2/7r w - - 0 40,3k4/2p5/3p2P1/7P/pp4K1/3P4/5R2/7r b - - 0 40,h4h5,-0.28044,-0.53614,0.2556999999999999
52,4r1k1/p6p/1pP1p1p1/1P1RQ3/3P4/q3p1PP/P4P2/6K1 w - - 0 32,4r1k1/p6p/1pP1p1p1/1P1RQ3/3P4/q3p1PP/P4PK1/8 b - - 1 32,g1g2,-0.26439,-0.51691,0.25251999999999997
53,8/p1p4p/2P3p1/1P1rkp2/P7/4K3/6PP/2R5 b - - 4 44,8/p1p4p/2P3p1/1P2kp2/P2r4/4K3/6PP/2R5 w - - 5 45,d5d4,0.07711,-0.17095,0.24806
54,6r1/p1P4p/2B5/PP6/7P/3k2p1/5pP1/5K2 b - - 1 42,2r5/p1P4p/2B5/PP6/7P/3k2p1/5pP1/5K2 w - - 2 43,g8c8,-0.40594,-0.6536,0.24765999999999994
55,2kr4/pp1r1ppp/2p5/5P2/4P1b1/2N1K1P1/PP5P/R6R w - - 1 20,2kr4/pp1r1ppp/2p5/5P2/4P1b1/2N1K1PP/PP6/R6R b - - 0 20,h2h3,-0.09801,0.14712,0.24513000000000001
56,4k3/p6p/4KP2/8/p6P/P7/8/8 w - - 5 50,4k3/p4P1p/4K3/8/p6P/P7/8/8 b - - 0 50,f6f7,0.52822,0.28321,0.24501
57,2r5/7p/1pr1bkp1/p1P1pp2/K7/1P5P/P1R1BPP1/2R5 b - - 1 24,2r5/7p/1pr1bkp1/p1P2p2/K3p3/1P5P/P1R1BPP1/2R5 w - - 0 25,e5e4,0.33323,0.09098,0.24225000000000002
58,8/8/2R3P1/8/p2k4/1rp4P/5PK1/8 w - - 1 47,8/8/2R3P1/8/p2k3P/1rp5/5PK1/8 b - - 0 47,h3h4,-0.2373,-0.47944,0.24213999999999997
59,R7/P5p1/6k1/6p1/5p2/7P/r5K1/8 w - - 6 69,R7/P5p1/6k1/6p1/5p2/5K1P/r7/8 b - - 7 69,g2f3,-0.24479,-0.48615,0.24136000000000002
60,6k1/3r4/5B2/p6p/1p3N2/3pP1P1/3P1P1P/6K1 w - - 1 35,6k1/3r4/8/p6p/1p1B1N2/3pP1P1/3P1P1P/6K1 b - - 2 35,f6d4,-0.46146,-0.70256,0.24109999999999998
61,2k5/pp3ppp/2p5/5P2/4PK2/6P1/PP1r2bP/3NR3 b - - 3 24,2k5/pp3pp1/2p5/5P1p/4PK2/6P1/PP1r2bP/3NR3 w - - 0 25,h7h5,-0.19567,-0.43537,0.23969999999999997
62,3B2r1/1k3p1p/1p1Rp3/1Bnb4/6P1/5P2/5K1P/8 b - - 0 34,3B2r1/1k3p2/1p1Rp3/1Bnb3p/6P1/5P2/5K1P/8 w - - 0 35,h7h5,-0.41392,-0.65351,0.23959000000000003
63,8/8/1p2r2p/4pkpP/1bPpR3/1P1K1P2/rB2R1P1/8 w - - 7 40,8/8/1p2r2p/4pkpP/1bPpR3/1P1K1P2/r3R1P1/2B5 b - - 8 40,b2c1,-0.15197,0.08736,0.23933
64,8/7p/2B1k1p1/3np3/2p1q2P/2P3P1/3Q3K/8 w - - 2 55,8/7p/2B1k1p1/3np3/2p1q2P/2P3P1/Q6K/8 b - - 3 55,d2a2,-0.14335,-0.38266,0.23931
65,6r1/p1P4p/8/PP6/2R1bp1P/4k1p1/4BpP1/5K2 b - - 0 36,6r1/p1P4p/8/PP6/2R1b2P/4kpp1/4BpP1/5K2 w - - 0 37,f4f3,0.02346,-0.21458,0.23804
66,8/1Q4kp/1p3pn1/8/6P1/2P2N1q/PP2K3/8 b - - 0 35,8/1Q5p/1p3pnk/8/6P1/2P2N1q/PP2K3/8 w - - 1 36,g7h6,-0.42815,-0.6659,0.23775000000000007
67,8/6p1/4kp1p/p1p4P/2P2KP1/PP6/8/8 b - - 0 38,8/6p1/3k1p1p/p1p4P/2P2KP1/PP6/8/8 w - - 1 39,e6d6,-0.26559,-0.5032,0.23761
69,2Q5/p4r1p/1p3Pk1/3pp2p/3qp3/6P1/P6P/2R4K b - - 2 37,2Q5/p6p/1p3rk1/3pp2p/3qp3/6P1/P6P/2R4K w - - 0 38,f7f6,0.1471,0.38428,0.23718
68,8/8/3p4/3P2p1/2R2pPk/5P2/5PK1/1r6 b - - 4 76,8/8/3p4/3P2p1/1rR2pPk/5P2/5PK1/8 w - - 5 77,b1b4,-0.5226,-0.75871,0.23611000000000004
71,6k1/1q4p1/3Ppp2/1p1n3p/3Q1P2/1P4PK/PB5P/8 w - - 0 34,6k1/1q4p1/3Ppp2/1p1n3p/3Q1P2/BP4PK/P6P/8 b - - 1 34,b2a3,0.22837,-0.00684,0.23521
70,8/3b4/1K4p1/4PpP1/1Pk2P2/4P3/8/8 b - - 2 62,8/3b4/1K4p1/4PpP1/1k3P2/4P3/8/8 w - - 0 63,c4b4,0.16153,-0.07338,0.23491
72,8/p4pk1/5qp1/3r3p/2RP3P/P3Q1P1/5P2/6K1 b - - 2 41,8/p4pk1/3q2p1/3r3p/2RP3P/P3Q1P1/5P2/6K1 w - - 3 42,f6d6,-0.24079,-0.47467,0.23387999999999998
74,8/2R4p/1p1Br1k1/4P3/rp6/5K1P/6P1/8 w - - 0 48,8/7p/1pRBr1k1/4P3/rp6/5K1P/6P1/8 b - - 1 48,c7c6,-0.54555,-0.77895,0.23340000000000005
73,r4q1k/2R3pp/1P3p2/p3pP2/4P3/P2p4/7P/K5Q1 w - - 2 46,r4q1k/1PR3pp/5p2/p3pP2/4P3/P2p4/7P/K5Q1 b - - 0 46,b6b7,-0.20441,-0.43707,0.23266
75,6r1/p5r1/1p1k1p1p/2pPpP2/P1P3PP/3K2R1/8/6R1 b - - 32 55,6r1/6r1/pp1k1p1p/2pPpP2/P1P3PP/3K2R1/8/6R1 w - - 0 56,a7a6,-0.22644,-0.45749,0.23105
76,8/5p1p/1R2p1pk/8/8/P1Q1P2P/1P3qPK/3r4 w - - 4 32,8/5p1p/4p1pk/8/1R6/P1Q1P2P/1P3qPK/3r4 b - - 5 32,b6b4,-0.36378,-0.5943,0.23052000000000006
77,2Q5/K7/6p1/5p2/4qP1P/1k6/8/8 b - - 12 79,2Q5/K3q3/6p1/5p2/5P1P/1k6/8/8 w - - 13 80,e4e7,0.44756,0.21747,0.23009000000000002
78,8/1k5p/8/3Q4/1PP5/6PK/1r3P1P/4q3 b - - 4 36,8/7p/k7/3Q4/1PP5/6PK/1r3P1P/4q3 w - - 5 37,b7a6,-0.39662,-0.16694,0.22967999999999997
79,2Q5/K7/6p1/5p2/4qP1P/1k6/8/8 b - - 8 77,2Q5/K3q3/6p1/5p2/5P1P/1k6/8/8 w - - 9 78,e4e7,0.44628,0.21721,0.22907000000000002
80,8/1p6/p1p3p1/P1PpP3/3P1kb1/1R6/5KBr/8 w - - 0 58,8/1R6/p1p3p1/P1PpP3/3P1kb1/8/5KBr/8 b - - 0 58,b3b7,-0.47888,-0.70678,0.2279
81,4r1k1/5pp1/8/3B1P2/3P4/4p1q1/1BQ1P3/7K b - - 0 40,1r4k1/5pp1/8/3B1P2/3P4/4p1q1/1BQ1P3/7K w - - 1 41,e8b8,0.58074,0.35401,0.22673000000000004
82,7R/1p6/p7/4n2P/1P2k3/P3pp2/8/3K4 b - - 1 52,7R/1p6/p7/4n2P/1P2k3/P4p2/4p3/3K4 w - - 0 53,e3e2,0.15028,-0.07626,0.22654
83,8/8/8/8/5b2/8/2Kpkp2/3R3R w - - 16 92,8/8/8/8/5b1R/8/2Kpkp2/3R4 b - - 17 92,h1h4,0.5664,0.34039,0.22601
85,2rr2k1/p4ppp/1p6/8/4R3/4B3/Pb3PPP/4R1K1 b - - 1 21,2r3k1/p2r1ppp/1p6/8/4R3/4B3/Pb3PPP/4R1K1 w - - 2 22,d8d7,0.50721,0.28203,0.22518000000000005
84,8/2Kb4/6p1/4PpP1/1k3P2/4P3/8/8 b - - 1 63,8/2K5/6p1/1b2PpP1/1k3P2/4P3/8/8 w - - 2 64,d7b5,-0.06133,-0.28639,0.22505999999999998
86,8/4b3/p2p2p1/3Pp1P1/4P1KP/B1k5/8/8 b - - 1 60,8/4b3/p2p2p1/3Pp1P1/3kP1KP/B7/8/8 w - - 2 61,c3d4,-0.46843,-0.69282,0.22438999999999998
87,8/p7/5pkp/5p2/2p1K3/P1P5/1P5P/8 w - - 0 58,8/p7/5pkp/5p2/2p2K2/P1P5/1P5P/8 b - - 1 58,e4f4,0.10075,0.32475,0.22399999999999998
88,8/p2r1k1p/5p2/2Rp2p1/1P1P1nP1/5R2/r1N2P1P/5K2 w - - 0 32,8/p2r1k1p/5p2/2Rp2p1/1P1P1nP1/5R1P/r1N2P2/5K2 b - - 0 32,h2h3,-0.26025,-0.48178,0.22153
89,6k1/pB4p1/1p3p2/4p2p/PB6/8/r1r3PP/3R2K1 b - - 7 34,6k1/pB4p1/1p3p2/4p2p/PB6/8/1rr3PP/3R2K1 w - - 8 35,a2b2,0.32782,0.11048,0.21734
90,8/6p1/4k1p1/6P1/4K2P/8/6P1/8 b - - 16 49,8/6p1/3k2p1/6P1/4K2P/8/6P1/8 w - - 17 50,e6d6,-0.56314,-0.77907,0.21593000000000007
91,2r5/p2b1k2/1p1p1pp1/2rP2p1/2P1P3/P1R1K1NP/6P1/2R5 b - - 1 37,2r5/p2b1k2/3p1pp1/1prP2p1/2P1P3/P1R1K1NP/6P1/2R5 w - - 0 38,b6b5,0.03772,-0.17692,0.21464
92,8/8/3kpK2/3b1p2/R7/4r3/8/5B2 b - - 4 50,8/8/3kpK2/3b1p2/R3r3/8/8/5B2 w - - 5 51,e3e4,0.8975,0.68294,0.21455999999999997
93,8/8/1p3bP1/1P2p1k1/3p2B1/1K3P2/8/8 w - - 0 54,8/8/1p2BbP1/1P2p1k1/3p4/1K3P2/8/8 b - - 1 54,g4e6,-0.39405,-0.60853,0.21448
94,6k1/5p2/4p3/4P3/p1K2pP1/2N5/8/8 b - - 1 46,8/5pk1/4p3/4P3/p1K2pP1/2N5/8/8 w - - 2 47,g8g7,-0.31136,-0.52577,0.21440999999999993
95,rr6/8/2b1pNkR/3pP1P1/2pP1P2/2P5/p5P1/R5K1 b - - 1 39,rr6/8/2b1pN1R/3pPkP1/2pP1P2/2P5/p5P1/R5K1 w - - 2 40,g6f5,-0.04263,-0.25681,0.21417999999999998
96,2r5/5pkp/3b2p1/1P1PpP2/3p3N/3P1KP1/8/7R w - - 1 36,2r5/5pkp/1P1b2p1/3PpP2/3p3N/3P1KP1/8/7R b - - 0 36,b5b6,-0.12654,-0.34063,0.21408999999999997
97,6k1/p4ppp/8/1p6/1P6/P3PPP1/n1pBK2P/8 b - - 4 40,5k2/p4ppp/8/1p6/1P6/P3PPP1/n1pBK2P/8 w - - 5 41,g8f8,0.27527,0.06259,0.21268
98,r6k/3R2p1/7p/5N2/3p2P1/8/PPn4P/6K1 w - - 2 31,r6k/6R1/7p/5N2/3p2P1/8/PPn4P/6K1 b - - 0 31,d7g7,0.28851,0.07643,0.21208
99,6k1/6pp/8/1p3RP1/2p5/Pr6/4K3/2B5 w - - 8 55,6k1/6pp/8/1p3RP1/2p5/Pr6/8/2BK4 b - - 9 55,e2d1,0.74244,0.53102,0.21141999999999994
101,8/8/pp2kn2/5p1p/PP1K1B1P/8/8/8 w - - 1 54,8/8/pp2kn2/1P3p1p/P2K1B1P/8/8/8 b - - 0 54,b4b5,-0.20931,-0.42056,0.21125
100,8/8/3p1k2/3PpP2/6P1/6K1/8/8 w - - 5 53,8/8/3p1k2/3PpP2/6PK/8/8/8 b - - 6 53,g3h4,0.51702,0.30579,0.21123000000000003
102,6k1/pB4p1/1p3p2/4p2p/PB6/8/r1r3PP/3R2K1 b - - 5 34,6k1/pB4p1/1p3p2/4p2p/PB6/8/1rr3PP/3R2K1 w - - 6 35,a2b2,0.34762,0.13724,0.21037999999999998
103,6r1/6P1/8/8/8/7P/2pk1PK1/R7 w - - 3 53,6r1/6P1/8/8/5P2/7P/2pk2K1/R7 b - - 0 53,f2f4,-0.32156,-0.53121,0.20964999999999995
104,8/8/1pb3Bp/6p1/2K1p3/k3P1P1/4P2P/8 w - - 2 46,8/8/1pb3Bp/6p1/2K1p2P/k3P1P1/4P3/8 b - - 0 46,h2h4,-0.25035,-0.45971,0.20936
105,6rk/2p4p/1p1p3P/7R/p2qP3/5Q2/2P4K/8 b - - 6 40,7k/2p4p/1p1p2rP/7R/p2qP3/5Q2/2P4K/8 w - - 7 41,g8g6,0.5924,0.3832,0.20920000000000005
107,7k/pN3bp1/8/3pp3/8/2P2P1P/PP5K/8 w - - 0 48,3N3k/p4bp1/8/3pp3/8/2P2P1P/PP5K/8 b - - 1 48,b7d8,0.76599,0.55966,0.2063299999999999
106,r7/3P4/2p5/2p1k3/p1P1PpB1/5K2/P4P2/8 b - - 3 44,1r6/3P4/2p5/2p1k3/p1P1PpB1/5K2/P4P2/8 w - - 4 45,a8b8,0.24273,0.44885,0.20612000000000003
108,8/6p1/R3Ppkp/1p6/6PK/Pr5P/8/8 w - - 1 48,8/6p1/4Ppkp/Rp6/6PK/Pr5P/8/8 b - - 2 48,a6a5,-0.13665,-0.34239,0.20574000000000003
110,8/1p4R1/8/2K2p2/1P1Nb1k1/4P3/7P/1r6 b - - 5 43,8/1p4R1/8/2K2p2/1P1Nb3/4P2k/7P/1r6 w - - 6 44,g4h3,-0.35939,-0.56507,0.20567999999999997
109,8/1p3k1N/4b3/8/3BKpp1/1PP2B2/r5P1/8 w - - 0 38,8/1p3k1N/4b3/8/3BKpp1/1PP5/r5P1/3B4 b - - 1 38,f3d1,0.60152,0.39593,0.20559000000000005
111,4k3/3r3p/3P3R/1pp5/p7/6P1/1P1K4/8 w - - 3 57,4k3/3r3p/3P3R/1pp5/p7/6P1/1PK5/8 b - - 4 57,d2c2,-0.25678,-0.46237,0.20559
112,4r1k1/p1bRP1p1/2r4p/2p5/2N5/7P/1PK1R1P1/8 b - - 4 37,4r3/p1bRPkp1/2r4p/2p5/2N5/7P/1PK1R1P1/8 w - - 5 38,g8f7,-0.68814,-0.89328,0.20514
113,4k3/R5B1/p1pK2p1/P2p3p/2b4P/4r1P1/8/8 w - - 16 57,4k3/R7/p1pK2pB/P2p3p/2b4P/4r1P1/8/8 b - - 17 57,g7h6,0.11168,0.31554,0.20385999999999999
114,rr6/8/2b1pNkR/3pP1P1/2pP1P2/2P5/p5P1/R5K1 b - - 5 41,rr6/8/2b1pN1R/3pPkP1/2pP1P2/2P5/p5P1/R5K1 w - - 6 42,g6f5,-0.06326,-0.26672,0.20346000000000003
115,1k2r3/ppp5/7Q/2q5/8/2P1p2P/PP4PK/5R2 w - - 0 29,1k2r3/ppp5/7Q/2q5/8/2P1p2P/PP4PK/4R3 b - - 1 29,f1e1,-0.0227,-0.22588,0.20318
116,8/8/4bp1p/8/1k4P1/6K1/5PP1/8 b - - 4 57,8/8/4bp1p/2k5/6P1/6K1/5PP1/8 w - - 5 58,b4c5,0.85687,0.65412,0.20274999999999999
117,4r1k1/2QR1bp1/5p1p/5P2/1P2PKP1/7r/2p5/8 b - - 1 41,r5k1/2QR1bp1/5p1p/5P2/1P2PKP1/7r/2p5/8 w - - 2 42,e8a8,-0.39494,-0.59606,0.20112000000000002
118,1r6/4kpp1/4b2p/pp1BP3/8/P2RK1P1/4P2P/8 w - - 3 31,1r6/4kpp1/4b2p/pp1BP3/8/P2R2P1/3KP2P/8 b - - 4 31,e3d2,-0.47154,-0.67205,0.20051000000000002
