CONFIGURATION:
experiment file = experiments/transformation_invariance_testing.py
git branch = main
git commit hash = 6a88ef0c1b72cfb62fd7eeddc4d7ce3bd1faea6f
uncommitted changes = True
seed = 42
engine_config_name = local_400_nodes.ini
data_config_name = mirror_experiment_most_important_fens.ini
remove_pawns = False
num_positions = 1000
network_path = T807785-b124efddc27559564d6464ba3d213a8279b7bd35b1cbfcf9c842ae8053721207
transformations = ['mirror']
queue_max_size = 100000
num_engine_workers = 2
result_subdir = 

fen,original,mirror
8/p4rk1/4p1p1/4P1Q1/3P1PK1/3R3p/2R3Pr/6q1 w - - 0 47,-0.7012289308274531,-0.8188223162364204
2r4r/1b2qpk1/2n1p3/p2nP1pp/PpR1B3/1Q3NN1/1P3PPP/5RK1 b - - 5 25,0.0343497770265503,0.1518112921932187
3rr1k1/ppp3p1/4Nq1p/3P1b2/2P2b2/5P1P/PP1NQP2/2KRR3 w - - 5 24,-0.5511299288164557,-0.4341427337636946
1k1r4/1ppr2b1/pq1n3p/3P3P/Q2PpBp1/2N3P1/PPR5/1KR5 w - - 4 35,0.2741639421760361,0.15721432458376025
b2r2k1/5pp1/p3pn2/q1r1N3/P1pP1Q2/7R/2B2PPP/3R2K1 b - - 2 29,0.04576558242488631,0.16259459502186754
4rr1k/p5pp/b1p4q/3pNp2/3Q1P2/3P2P1/P4KB1/1R6 w - - 0 30,-0.4577348734080491,-0.5744301722778298
2r2r1k/1q2n1p1/p2bp2p/1p1p4/7N/2B1P3/PP3PPP/1QRR2K1 w - - 2 25,0.5437294263914524,0.4271315885732764
4Q3/3r4/1p2bp2/5k1N/R4p2/7P/1q4PK/8 b - - 8 53,-0.470574483450536,-0.3542051981882807
3r1r1k/pbq4p/1p2p1p1/4Pp2/2PP4/4Q3/P1B2RPP/3R2K1 w - - 6 26,0.19957011729583035,0.315525038113223
r2k4/ppp1bqp1/3p4/1Q3b2/3P1Bp1/2N3K1/PPP3P1/4R3 b - - 4 23,0.06283255677234977,0.1785928104923478
3r2k1/1b1r1ppp/p1q2b2/1pn2P2/4p3/2P5/PPBNQ1PP/3RNR1K w - - 0 25,-0.8164224916540344,-0.9319558383002817
r4r2/p1q1Rp1k/1p4p1/2p2b1p/7Q/3B4/PP3PPP/R5K1 b - - 0 21,-0.41273857833969546,-0.2974701352821984
4rb1k/3q3p/2n1bN2/2p1ppP1/1pP1P3/3PBQ2/rP1R3P/5RK1 b - - 0 27,-0.17328442191392796,-0.28824523693805437
r4rk1/pppq1ppp/3p1n2/3P1b2/2PQ1B2/8/P1P1B1PP/R4RK1 w - - 4 15,-0.19436526351756808,-0.0798104163124178
2kr3r/p1qb1p2/2p1pp2/2P4p/3NB3/1Q6/PP3PPb/3R1R1K b - - 0 20,-0.4889959726165558,-0.37453171223520193
2r2k2/4rpn1/1p3R1B/2ppP2Q/p2P4/P5P1/1q4KP/8 w - - 0 36,0.051463025001402936,-0.06283255677234977
r1b2rk1/p5np/2pq4/3pP3/8/2PB2P1/PP2Q2P/RN2K2R b KQ - 0 18,-0.09667619375249936,0.017187259227091543
1r4k1/4qppp/1rp1b3/p7/PP6/4PB2/1P1R2PP/K2Q3R w - - 1 30,-0.7183004245776771,-0.8316505915479611
2kr2r1/1pp4p/p1pb1p2/7n/1P2PP2/P1N1BR2/2P4P/R6K b - - 1 19,-0.11895159856359194,-0.005730310262847281
1br4k/p1q2p1p/1p2ppr1/3P1n2/2P2P2/P6Q/BB5P/3R1R1K w - - 3 29,-0.0286332076067293,-0.14093947857306693
4kb1r/r4ppp/p3N3/2ppP1B1/p7/3K4/PPP3PP/R3R3 b k - 0 18,0.4341427337636946,0.5462181632974618
2r2qk1/bp1bnrp1/p2p4/3PpPB1/PP2B1Q1/6N1/7P/R4R1K w - - 5 26,0.4271315885732764,0.5386851507047159
r2r2k1/pb3p1p/1pq1p1p1/4P3/4B2Q/4R3/P1P2PPP/R5K1 b - - 3 20,0.23021404987967117,0.3416114674830253
r1b1r2k/1pp1qpnp/1n4p1/p2P4/Pb2NPP1/1B2BQNP/1PP5/R2K3R w - - 3 19,0.3902017078923153,0.2788900223087348
1k1n2rr/1pp1b3/3p4/1Q2p3/4P1qp/P1P1B1P1/1R3P2/4RNK1 w - - 0 28,-0.37849818760649634,-0.4889959726165558
r2qr1k1/ppp3pp/5p1B/1b1p1P2/3Q4/2P2R2/PP4PP/R5K1 w - - 0 18,-0.12998440516513501,-0.24019597411532342
4r1k1/ppp2ppp/2n5/4N1Bq/4B1n1/2N5/PP3PP1/R2Q1K2 b - - 0 18,-0.24019597411532342,-0.12998440516513501
2rq2k1/2p2rpp/p1Pp2n1/B1PNp3/Q3Pp1b/5P2/PP3P1P/2KR3R w - - 1 18,0.9359538628511771,0.8261189119231764
1r3r2/b5k1/p2p2p1/3Bp1Pb/PPN1P3/2PP1pK1/5P2/R4R2 b - - 1 31,-0.933435128812433,-0.8243472895784233
5k2/p1b2r2/1pP1b3/4P3/1RnBQ3/2P2Pp1/P3B1qr/3R1KN1 w - - 4 36,-0.7047916761853169,-0.5957832895493063
r3k2r/1pp1qpnp/p2p4/4n1p1/P2NPpb1/1BP3P1/1PPB1Q1P/R4RK1 b kq - 2 15,0.7204426683260746,0.6115936258009953
r2r2k1/pb2qppp/1pp1p3/2nPQ3/2B1P3/5N2/PP3PPP/2R1R1K1 b - - 2 16,0.06850289625109608,-0.04006086854270151
rr6/1pk1q3/2p3np/2NpPp2/2nP1Pp1/1Q6/2N3PP/1R3R1K b - - 2 30,0.0854459048889734,-0.02291206523366934
2r1r1k1/p4pp1/2P2q1p/5P2/4p1P1/4P3/PP6/2R1Q1RK w - - 1 33,-0.017187259227091543,0.09106810307131587
2r3k1/1p3ppp/1r1bp3/1q1pNn2/p2P1P2/P1PR2B1/1P4PP/1R3QK1 w - - 5 23,-0.5957832895493063,-0.7036126977147167
1q6/r3Pk2/r6p/p2N1bpP/1pP5/1P1pQP2/RP4K1/R7 w - - 1 58,0.75774800207492,0.6499973962580506
1kr4r/pp3p2/4p3/2Rn2q1/1P4p1/PQ4P1/5P2/4RBK1 b - - 0 25,0.3020333792059105,0.19436526351756808
6rk/1bp1q2p/p4p1Q/1p1ppPP1/3bP3/2NP3R/PPP3r1/1K1R4 w - - 0 24,0.11895159856359194,0.011459702414758802
4r1k1/pp3p1p/3B2b1/6N1/3P3p/8/PPr2KPP/R4R2 w - - 1 25,0.5853377123575758,0.6926055360815738
4r1k1/pb3pp1/1n3q1p/5B1n/P2p4/1PNQ1N2/5PPP/2R3K1 w - - 0 22,-0.44443199910997017,-0.3373469856532258
5rk1/6pp/5p2/2p1pR2/1p1qP1PP/1P1P4/r1P1Q1K1/5R2 b - - 4 31,-0.02291206523366934,-0.12998440516513501
1rrqb2R/4kp2/4p1B1/pp1pP3/8/P1P3Q1/1P3PP1/4R1K1 b - - 0 31,-0.9138215012189156,-0.8083245749329572
1k1r1b1r/1bq2pp1/p1n2n1p/1p2P3/2pp4/P1N1BN2/1PB1QPPP/R2R2K1 w - - 0 17,0.12998440516513501,0.2352199886367522
3rr2k/pp4pp/2bq1n2/2p1bp2/2P5/3PPBPP/PP1Q1K2/3R1NNR w - - 1 20,-0.668236556501071,-0.563036101863899
r5k1/ppqrbbpp/2p1p3/2N1Pp2/2QP1P2/6PB/PP5P/2RR2K1 b - - 1 22,-0.3500405449559876,-0.24514167851707994
2rq1rk1/5p1n/p1n2bpp/1p1Np3/4PP2/1P1Q4/PBB2P1P/R3R1K1 w - - 0 23,0.3243536628070658,0.22011371691808373
r4rk1/pp2q1np/2n1b1p1/2p5/3pPP1N/1P6/P1PB1QBP/4RRK1 b - - 6 22,-0.25005679247727275,-0.3542051981882807
5k2/p4qp1/1b5p/1PpNp3/2PnP3/2B3P1/5Q1P/6K1 w - - 2 42,0.2974701352821984,0.40161391923824336
r1b2rk1/7p/p1n3P1/3p2N1/np2pP2/3B2P1/PqPKQ3/1N1R3R w - - 0 21,0.6077412270022108,0.5036101424965264
5bk1/ppq3pp/2p5/2P2Q1B/3r4/1P4P1/P6P/5RK1 b - - 1 23,-0.0798104163124178,-0.18387610174764402
3r4/pp3p2/4knpQ/4p3/4P3/2P2PN1/PP3q2/2K4R w - - 0 26,-0.6711128592648431,-0.5676537285098876
1r3k1r/3b1pp1/1np1p2p/p2pP1qP/6R1/1PN3Q1/P1PN1PP1/K2R4 b - - 7 23,-0.3583366509133987,-0.2549410248700909
5b1k/p2q2p1/2n5/7p/2Qr1B2/1P3P2/P5PP/4RN1K w - - 0 31,0.6263717808410242,0.5230019390164954
r2q1rk1/1b2bpn1/p3pBp1/1p4P1/3P4/2P4R/P3Q1PP/1B3RK1 b - - 4 21,-0.6209454744485401,-0.5175847544842258
2r2rk1/ppq3bp/3P4/4p3/PRp1P3/2Q4P/2B3P1/3R2K1 b - - 0 29,-0.7384552824136439,-0.6351213978525513
3r2k1/1b3r1p/1qppp1p1/p7/P1P1BP1P/1P2R1P1/3Q2K1/3R4 w - - 3 28,0.5511299288164557,0.4478018936336012
r5k1/p1p1rppp/2p1n3/3pP2Q/4q3/2P2P1R/2PB2PP/2R3K1 b - - 0 24,0.19436526351756808,0.2974701352821984
2r2k2/4rpn1/1p3R1B/2ppP2Q/p2P4/P5PK/1q5P/8 b - - 1 36,-0.057152309483297706,0.04576558242488631
5rk1/p3p1bp/1q4p1/1p2P3/4b1B1/1P6/PB4PP/2R1Q2K b - - 1 25,0.4306524539120807,0.5335503341439289
r1b2r1k/pp2n1bp/1qpp2p1/5PB1/2P2P2/2N4P/PP1QP1B1/R4RK1 w - - 1 18,-0.23021404987967117,-0.33304918887862156
rn2kr2/pp4b1/1qp3p1/4Pb2/3P4/1QP2NB1/PP5P/R4RK1 w - - 3 20,-0.0854459048889734,0.017187259227091543
r2q3r/p2k3p/2pbp3/1p1p1p2/3P3n/2NB2Q1/PPP2PPP/1K1RR3 w - - 0 20,0.259794102595233,0.15721432458376025
3rrbk1/ppqn1ppp/2p2nb1/2P5/1P1Pp3/PQ3NN1/1B2BPPP/R3R1K1 w - - 0 17,0.20474784041099475,0.10226937257959776
5rk1/pp1b2pp/5r2/2p4q/3p1P2/2PBP1RP/PPQ5/R3K3 w Q - 0 21,-0.19957011729583035,-0.3020333792059105
4rrk1/3qb1p1/1pp2p2/p2n1Rp1/3PN1Q1/1PP4P/1P4P1/2B1R1K1 b - - 7 29,0.19957011729583035,0.3020333792059105
2b1k2r/q1pp1ppp/2p5/4P3/2N5/1Pn5/2P2PPP/3QKB1R w Kk - 2 17,-0.30656367069888874,-0.20474784041099475
2r2rk1/pbq2ppp/1p2pn2/3P4/2n2b2/P2B1N2/1B2QPPP/R3RNK1 w - - 0 19,0.3624349585280163,0.4642117237593509
4r1r1/pp1k1p1p/2pP4/5q2/2Q3n1/2N1p1B1/PPP3PP/R5KR w - - 0 21,0.8348923314031662,0.9365564129488377
3r1rk1/4qppp/p7/1p6/nP6/P2pP3/B2R1PPP/R2Q2K1 w - - 0 23,0.02291206523366934,0.12447736266026811
rr1qn1k1/4b1pp/2bp1p2/ppp1pP2/2P1P1PN/3PBB2/PP2R1QP/6RK b - - 1 23,-0.12998440516513501,-0.0286332076067293
6rk/1bp1qp1p/p6Q/1p1ppPP1/3bP3/2NP3R/PPP3r1/1K1R4 b - - 0 23,0.0286332076067293,0.12998440516513501
2rr4/2N2pkp/p5p1/8/2RbP3/3n1PB1/P5PP/3R1K2 b - - 0 32,-0.8467580053751403,-0.7457900339689518
r2r2k1/pb2qppp/1p1b2n1/3pN3/3PnPPP/2NB1Q2/PP6/2R1BRK1 w - - 1 18,0.3978419957234422,0.2974701352821984
2k1r3/p4p1q/Ppp1r3/4Pb1p/1PPp1PpP/3P2Q1/2B2R2/6RK b - h3 0 35,0.2788900223087348,0.1785928104923478
r2k3r/pp1b1Q2/2n1p1pp/3pP3/3q3P/3B1R2/P1P2PP1/1R1K2N1 b - - 2 18,-0.2788900223087348,-0.1785928104923478
5rk1/1pB1b1pp/4P3/2pP1n1r/2P2p2/1B3K1P/P7/3R3R b - - 3 33,-0.4978428275267229,-0.3978419957234422
r5k1/q2n2p1/1pn1p2p/3pP3/1P1b4/P2B1P2/K3Q2P/2BRR3 w - - 5 26,0.4410323088147333,0.3416114674830253
r7/5ppk/p1p2b2/q4P2/4N1QP/1r5K/2R2P2/3R4 w - - 0 32,0.5335503341439289,0.4341427337636946
2br3r/1pp2k2/p4b2/P2pp1pp/1R2Pp2/1PPP1P1P/1N2R1PN/6K1 w - - 0 34,-0.7215026485940844,-0.8202340200067644
3q1rk1/pp1b1p2/5Pp1/3NpnQ1/3P2R1/5p1P/PP3B1K/2r5 b - - 1 26,0.7287210675435309,0.8274256505746582
r3q3/p4rkn/1pp3np/4P3/8/PQ2B2P/1P4P1/3R1RK1 w - - 0 23,0.6134955615509975,0.5148396207365966
1r1b1rk1/p2n1pq1/3pb2p/3N2p1/2BpQ3/1P3N1P/P1P2PP1/R4RK1 b - - 3 19,-0.4609876690754385,-0.3624349585280163
r3rbnk/p1qn1p2/b1p5/3p1BQ1/1p1P4/5PNN/PPP4P/1K1R3R w - - 3 21,0.18387610174764402,0.0854459048889734
4R3/4qppk/3Np2p/4P3/1p6/1P3QP1/P2r1PKP/3n4 b - - 6 41,-0.8517807314755865,-0.7535990701253277
3rr2k/pp1qnpbp/2p3p1/5p2/2PP2P1/PP3Q2/1BB1RP1P/3R2K1 w - - 5 23,0.2352199886367522,0.33304918887862156
3rkbnr/Rp4pp/1Np2p2/2Pp1b2/3p4/1P3N2/1Pn1PPPP/2BK1B1R w k - 0 15,0.5175847544842258,0.6153815476837424
5rk1/1bp1b1pp/pr6/3pB3/6B1/8/PPP2PPP/R4RK1 b - - 6 18,-0.4410323088147333,-0.5386851507047159
2r2r1k/1p1n2pp/p7/b3p3/2qp1PP1/2P5/1P1RNBQP/5RK1 w - - 0 35,-0.45114219806583244,-0.5486849249421728
1r3rk1/3R2pp/3b4/p4p2/2qP4/P4N2/1Q3PPP/4R1K1 w - - 4 32,0.3824319374003374,0.47990856834710877
r1q4r/2pbn1kn/pp1p1p1p/3Pp1p1/2P1P1P1/2Q1N1PP/PP2B2R/2B2RK1 w - - 10 34,0.6227693196379667,0.525674444957214
2b2rk1/2p2ppp/2p5/2B1q3/1p4P1/2N5/1P3RPP/5BKR w - - 2 21,0.011459702414758802,-0.0854459048889734
3r2rk/1b3qpp/p2b4/2pPBp2/PpB2P2/4P1RP/1Q4PK/3R4 w - - 6 27,0.3373469856532258,0.4341427337636946
2r2r2/2P3kp/1p2Bn2/2b1Bp2/1P3P2/5p2/7P/2R4K b - - 0 36,0.3373469856532258,0.4341427337636946
r1n2rk1/1pp1qpp1/n2p2bp/1N1Pp3/1PP1P1P1/4R1NP/1Q3PB1/3R2K1 b - - 2 26,-0.16795149187765976,-0.26461577034679334
6k1/p4ppp/1pbqr2r/3p4/3Pn3/1P1B1Q1P/P3RPP1/2B1R1K1 b - - 2 24,-0.10226937257959776,-0.005730310262847281
1r3rk1/2q1bppp/8/1p6/3NPnb1/4Q3/1PB2PPP/R1R2NK1 b - - 0 22,-0.10784684857514161,-0.011459702414758802
2k5/pp3pb1/1q4p1/4p2r/5P1p/P1P1Q2P/1PN3P1/3K1R2 b - - 0 26,0.2741639421760361,0.37053240955940814
3rr1k1/1pn4p/p3p1p1/1pq5/3NRP2/2P3P1/PP2Q2P/4R1K1 w - - 3 23,0.5853377123575758,0.4889959726165558
r2qkb1r/1pp1n1pp/p1np4/5b2/B3NP2/5NQ1/PPP3PP/R1B2RK1 w kq - 1 15,0.5283231957035491,0.6245780354498127
r2r2k1/1pp2pp1/p3b2p/nP2p1NQ/P2PP3/N1q5/6PP/R4R1K w - - 0 20,0.3020333792059105,0.3978419957234422
2q1k2r/p1r1np1p/bpn1p1p1/3pP1Q1/3P1P2/2P4N/P1BB1RPP/2R3K1 b k - 11 20,-0.12998440516513501,-0.0343497770265503
r1bq1rk1/pp3p2/3p1Pp1/2pNn2p/2P1P3/3B4/PP4PP/3QRRK1 b - - 0 20,-0.49197134750055654,-0.587463016957405
5r1k/3q2pp/p2pb3/4pNQ1/1p2P3/2bP1B1P/P4P1K/6R1 w - - 2 37,-0.22011371691808373,-0.315525038113223
r2qr1k1/p3np1p/4bBp1/2ppR3/7Q/2PB4/P1P2PPP/5RK1 b - - 1 16,-0.986851103603272,-0.8916414552312462
r4rk1/3n1ppp/b1p2n2/2b1pN2/pq2P3/3P1N2/BPP1Q1PP/R1B1K2R w KQ - 0 16,0.22517850425063135,0.12998440516513501
r1b2rk1/1pqn1ppp/p3p3/2ppP3/P7/NP1BP1Q1/2PP2PP/R4RK1 w - - 1 17,-0.30656367069888874,-0.40161391923824336
1r6/6pk/n1qp1p1p/r1n1pP1P/p3P1P1/R1PBB3/2P3QK/1R6 w - - 13 44,-0.48599386963967134,-0.5810314844851668
2k1r2r/pppbn1b1/1q5p/3p1p1P/3PnBp1/2PBN1P1/PPQ1N2R/2KR4 b - - 2 24,0.13547201025481523,0.23021404987967117
6k1/pp3pp1/5r1p/n1P2N2/q3r3/2P5/P4QPP/4RRK1 w - - 0 25,0.23021404987967117,0.13547201025481523
5N2/1k1r2pp/1ppp1p2/4nP2/1P2P3/2P1B1Q1/1Pq3PP/4KR2 w - - 3 28,0.4609876690754385,0.36650018641052584
3rb2k/8/2p2bp1/1pPp1qNp/pP1P1P2/P3Q1RP/7K/4R3 w - - 6 48,0.9292974901202383,0.8348923314031662
3qr1k1/3n1ppp/b1p2b2/p1Pp4/3P1P2/PrN5/3QN1PP/2BR1RK1 b - - 6 22,0.8104113610114686,0.7161279866892245
r1b2rk1/6pp/1q2pp2/p1b5/3p2N1/1P4QP/PBP2PP1/3R1RK1 b - - 0 19,0.45445312093582724,0.5486849249421728
3r2k1/pq1rbppb/1pp1p2p/4P2P/2PP2P1/P4N2/1B1RQ2K/3R4 w - - 1 35,-0.49197134750055654,-0.3978419957234422
4rbkn/pp2rqpp/2pp4/6R1/2PNP2P/1P3P2/PBQ5/6RK b - - 0 36,-0.9119117491391044,-0.8178695188052342
4rbkn/pp2rqpp/2pp4/6R1/2PNP2P/1P3P2/PBQ5/6RK b - - 0 32,-0.9119117491391044,-0.8178695188052342
r5k1/pp3ppp/4b3/q1ppP1b1/B7/2N1n3/PP3PPP/2RQ1RK1 w - - 0 16,-0.6638372120875337,-0.5699323379482024
r5k1/pp4p1/2pqp2p/5r2/5R2/3P4/PPP2QPP/5RK1 w - - 2 23,0.07416246655318336,0.16795149187765976
r3r3/pR3pk1/q3b2p/3p4/3P2pP/2N3P1/P1PQ3K/5R2 w - - 4 22,0.9243849170785293,0.8312369113759659
5r1k/4R2p/p5p1/8/2BbQ3/5PKP/3q4/8 w - - 5 55,-0.7421707932264028,-0.8352892733558694
r1b1k1nr/2Qpbqp1/p1p1p2p/8/4NB2/3B4/PPP2PPP/R4RK1 b kq - 1 15,-0.7977929909839626,-0.8907362130654319
1rb1k2r/2q1bppp/2n2n2/1pppp3/4P3/2PP1N2/1PB2PPP/R1BQRNK1 w k - 0 15,0.33304918887862156,0.24019597411532342
2k5/1p3Bp1/1r2pn1r/p2p1n1p/PqpP3P/2N1PP2/1PPK3Q/3R2R1 b - - 4 23,0.24019597411532342,0.33304918887862156
3r1bk1/ppq3pp/2p5/2P2Q1B/8/1P4P1/P6P/5RK1 w - - 2 24,0.6096755712525083,0.702425144470624
1r3rk1/5ppp/2pp1b2/pp5q/P3P1Q1/1BPP3P/1PK3P1/R4R2 b - - 12 27,-0.2974701352821984,-0.20474784041099475
r1b2r2/1p1q1kpp/p4n2/3pp3/N2b4/3B2B1/PPP1Q1PP/R4R1K w - - 2 19,0.2549410248700909,0.16259459502186754
2k5/1p3Bp1/1r2pn1r/p2p1n1p/PqpP3P/2N1PP2/1PPK3Q/3R2R1 b - - 6 23,0.24514167851707994,0.3373469856532258
kr6/q3b2p/2R3p1/Pr1pP3/2p5/7Q/1P1B3P/2K1R3 w - - 2 35,-0.3020333792059105,-0.20989797239172236
1rb1k1r1/1p3p1p/p1n1p3/2Pp4/N2b1q2/5N1B/PP4PP/2RQ1R1K w - - 0 23,0.3940379717592684,0.3020333792059105
r1bq1r2/pp2n2p/2k1B3/3p4/3Pp3/1N4Q1/PPP4p/R4R1K w - - 5 22,0.3940379717592684,0.3020333792059105
r7/4b3/2p1r1k1/1p1pPp1q/1P1P1P1p/PR2NRpP/2Q3K1/8 w - - 5 51,0.8766165052509269,0.7848177425763181
3r2k1/5p1p/p3q1pP/6P1/1pR5/1Pb1P1B1/P1Q2P2/6K1 b - - 2 43,-0.2788900223087348,-0.37053240955940814
3r1b1r/pk3p2/7p/2pbP1p1/R2Pp3/2P1B1P1/P1P1N2P/R3K3 b Q - 1 19,-0.8703657795436999,-0.7787686663182598
rnb2rk1/pp5p/2p5/3q1p2/3P1BpP/2PB1pP1/PPQ4K/RN6 w - - 0 18,0.06283255677234977,-0.0286332076067293
4rr1k/6p1/pb1q1n2/1pp1nBN1/3p1P2/2P5/PPQB2PP/R4RK1 b - - 0 22,-0.3824319374003374,-0.4737136295350062
2r2k2/4rpn1/1p3R1B/2ppP2Q/p2q4/P5PK/7P/8 w - - 0 37,0.41999735376162967,0.32871807718748874
r2q1rk1/pb4p1/3b3p/n1p1n2B/2P1p3/1PN5/P4PPP/R1BQNRK1 b - - 0 20,-0.0798104163124178,0.011459702414758802
r4rk1/p4ppb/4p2p/q2pP3/2p3QN/P1n1B1P1/5P1P/R3R1K1 b - - 2 23,0.7911852972831408,0.700023970148105
r5k1/p1p1rppp/2p1n1q1/3pP2Q/8/2P2P1R/2PB2PP/2R3K1 w - - 1 25,-0.1785928104923478,-0.2694057903655869
3r3r/pp3ppp/2n4q/1B1k4/8/P5P1/1PQ2P1P/5RK1 w - - 0 21,-0.017187259227091543,-0.10784684857514161
r1r3k1/pb2Bpp1/1p2n2p/2p5/BPP5/8/P4PPP/3RR1K1 w - - 1 26,0.017187259227091543,0.10784684857514161
1q6/5bbk/4p3/QPNp4/2p1prP1/7P/4R1K1/2R5 w - - 0 42,-0.12447736266026811,-0.21502007194390482
5r1k/3r3p/2q5/1p2Pp2/2p2P2/5RQP/P1B3R1/4b2K w - - 6 36,-0.81544571737789,-0.9059540637587183
3r2k1/6pp/p2Bb3/Prp2p2/1p6/3B4/2P2PPP/1R1R2K1 b - - 1 28,-0.9754968457937909,-0.8849913472112819
r6k/pp2p2p/3pbr2/2p3QP/4PN2/2PPK1P1/P1q5/R6R w - - 0 26,0.02291206523366934,0.11340784472954135
5k2/1q2bp1Q/4p1n1/3bN3/rp1P1P2/4B3/P1R3PP/6K1 b - - 1 37,-0.69005865138236,-0.5998374744842518
5rk1/6pp/rq1N1P2/1ppn1P2/3p4/6QP/1PP3P1/4RRK1 b - - 0 26,-0.6385218285571213,-0.7287210675435309
r4r2/pppn2bk/7p/3Npp2/1PP1p1Bq/3nB2P/P1QN1P2/3R1RK1 w - - 1 25,0.6077412270022108,0.5175847544842258
r5k1/2p2pbp/bp1p1qp1/p1nP1P2/2P5/1PN2Q2/P1BB2PP/4R1K1 w - - 1 21,0.12998440516513501,0.22011371691808373
4qrk1/1b5p/r4ppQ/pp1p4/2pP4/2P1PPB1/Pb4PP/1B2RRK1 w - - 3 23,-0.5064553118058203,-0.4163836214084282
2kr4/2p2p2/p4p2/3bpPPR/q2pP3/3P2P1/PpP1Q1N1/1K1R4 w - - 2 27,0.8238990531361433,0.9138215012189156
r7/ppb2pk1/2pq1pnr/3p3p/3P3P/2N3PQ/PPB2P2/R3R1K1 b - - 2 23,0.2788900223087348,0.18913375873018504
4nk2/pb2qppp/1p6/3p4/3Q2N1/1NP2P2/PP3KPP/8 b - - 10 30,-0.2788900223087348,-0.18913375873018504
r5k1/p1B2ppp/2P5/1N5n/2BQ2bq/3P4/PPP1r1PP/R4KR1 b - - 0 15,0.23021404987967117,0.31995597053558095
4r3/pp3k2/2p3R1/3p2p1/3P4/2Pr1PP1/PPq1pQP1/4R1K1 w - - 3 33,-0.8252373357124685,-0.73560329332038
r3k2r/bppnqpp1/P1np3p/1B2p3/4PP2/2PP1Q1P/3N2P1/R1B1K2R b KQkq - 0 15,-0.26461577034679334,-0.3542051981882807
r4n2/ppq1rpk1/2p1b2p/2Pp2pn/3P2N1/3B2PP/PPQ2P2/R3RNK1 w - - 1 21,0.2928740468512582,0.3824319374003374
5r2/p4rpk/4p2B/3bP3/1PpNp3/2Pn2RP/4K3/6R1 w - - 4 32,-0.051463025001402936,-0.14093947857306693
4rr1k/ppp3pp/8/2qPnpNQ/8/1P4P1/1P3P1P/R3R1K1 b - - 4 24,-0.051463025001402936,-0.14093947857306693
3r2k1/1p3rpp/4p3/pb5q/1P1BpPNb/P1P3Q1/6PP/R3R1K1 w - - 3 28,-0.3583366509133987,-0.4478018936336012
r6k/2p3pp/p5rq/1pB1Pp2/5P1n/2P2PQ1/PPB1R2P/3R2K1 w - - 1 28,0.48296481062574875,0.5721910848457791
3r1rk1/ppqbRppp/2p5/8/3Q1n2/2P3N1/PPB2PPP/3R2K1 b - - 3 20,-0.7709305644544325,-0.8600773368807494
4rk1r/1ppq1pp1/1p1p1n2/P1nP4/4P2p/2Q2P2/3B1P1P/R1R2BK1 b - - 0 25,0.2352199886367522,0.3243536628070658
r2r2k1/pp3ppp/1qn3b1/6N1/3pBQ2/1P4P1/P3PP1P/2R2RK1 b - - 6 19,-0.15721432458376025,-0.06850289625109608
7k/pb4qp/4p1r1/2p1Pr2/2Pp4/1P4P1/P2BQR1P/4R1K1 b - - 0 37,0.16259459502186754,0.07416246655318336
r5r1/1pp4k/2nnqp1p/1p2p1p1/4P1PP/P2PBNQ1/1PP3R1/5RK1 b - - 0 23,-0.24019597411532342,-0.1518112921932187
r4r1k/1bqn1pbp/p3p3/8/2Np4/1B4R1/PB3PPP/3QR1K1 b - - 5 20,-0.470574483450536,-0.3824319374003374
1r3r1k/b1p2p1p/3qpPb1/p1n5/2BB1Q2/PP2P3/5PPP/R1R3K1 w - - 1 22,0.16795149187765976,0.0798104163124178
2r3r1/p3n2k/2p1Pp1p/5P2/1pq5/5QB1/PP5P/3R2RK w - - 2 32,0.75774800207492,0.6696802893622604
2r3k1/1b1R1pp1/pp5r/4P2p/1Bq1pP2/4Q2P/P5P1/3R2K1 w - - 2 36,0.4609876690754385,0.5486849249421728
r4r2/pp1k2pp/3N4/2p1B3/1qBPP1n1/8/P1PR2PP/3R2K1 w - - 3 20,0.20989797239172236,0.2974701352821984
4nrk1/pp1r2bp/1q2ppp1/3pP3/3P4/4BNQP/PP2RPP1/R5K1 w - - 0 20,0.5064553118058203,0.5937299869688506
1nr2k2/2q1R1bQ/1p4pp/p2b1N2/8/PN5P/5PP1/6K1 b - - 1 28,-0.889630963673687,-0.8023568583261645
rn2r1k1/6b1/p1p3Pp/q7/1pPppQ2/1P3N2/P7/1NKR1B1R b - - 1 22,-0.7759771233602426,-0.6887708956760428
2r1r1k1/1pp1qppn/1b2n2p/p2pP3/3P3N/2P1B3/PP1N1QPP/1K2R2R b - - 8 20,-0.6281507130884463,-0.5412184954981362
r4rk1/1ppq1ppp/1p1p2n1/4P3/8/2N3Q1/PPP2PPP/3R1RK1 b - - 0 15,-0.49197134750055654,-0.578850173049274
4r1k1/pp3p2/2q1b1pp/4R3/5P2/1PP3QP/P5PK/R1Br4 b - - 0 24,0.19436526351756808,0.10784684857514161
8/r5pk/2n4p/p1PQ4/3p4/P5q1/1P6/R1B1RK2 b - - 1 30,-0.6351213978525513,-0.7215026485940844
3r1r1k/1b3qpp/p2b4/2pPBp2/PpB2P2/4P1RP/1Q4PK/3R4 b - - 5 26,-0.3373469856532258,-0.4235799497598454
